time,New York,pts.away,score,pts.home,Chicago
1:01.0,Shooting foul by N. Mohammed (drawn by R. Ledo),,78-111,,
1:01.0,R. Ledo misses free throw 1 of 2,,78-111,,
1:01.0,Offensive rebound by Team,,78-111,,
1:01.0,R. Ledo misses free throw 2 of 2,,78-111,,
1:00.0,,,78-111,,Defensive rebound by N. Mohammed
0:45.0,,,78-111,,E. Moore misses 2-pt shot from 2 ft
0:44.0,Defensive rebound by Q. Acy,,78-111,,
0:34.0,L. Galloway misses 2-pt shot from 20 ft,,78-111,,
0:33.0,,,78-111,,Defensive rebound by T. Snell
0:09.0,,,78-111,,Turnover by Team (shot clock)
0:01.0,R. Ledo makes 2-pt shot from 17 ft,2,80-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
