time,Phoenix,pts.away,score,pts.home,Golden State
3:45.0,Jump ball: A. Goodwin vs. K. Thompson (M. Morris gains possession),,,,Jump ball: A. Goodwin vs. K. Thompson (M. Morris gains possession)
3:45.0,Phoenix full timeout,,94-94,,
3:30.0,Shooting foul by D. Lee (drawn by M. Morris),,94-94,,
3:30.0,M. Morris makes free throw 1 of 2,1,95-94,,
3:30.0,M. Morris misses free throw 2 of 2,,95-94,,
3:28.0,,,95-94,,Defensive rebound by D. Lee
3:15.0,,,95-94,,Turnover by S. Curry (bad pass; steal by P. Tucker)
2:59.0,P. Tucker misses 2-pt shot from 5 ft,,95-94,,
2:55.0,Offensive rebound by E. Bledsoe,,95-94,,
2:55.0,E. Bledsoe misses 2-pt shot from 3 ft,,95-94,,
2:54.0,Offensive rebound by M. Morris,,95-94,,
2:32.0,E. Bledsoe makes 3-pt shot from 26 ft,3,98-94,,
2:17.0,,,98-94,,K. Thompson misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by M. Morris,,98-94,,
1:54.0,P. Tucker misses 2-pt shot from 17 ft,,98-94,,
1:53.0,,,98-94,,Defensive rebound by S. Curry
1:48.0,,,98-97,3,S. Curry makes 3-pt shot from 25 ft
1:29.0,T. Warren makes 2-pt shot from 12 ft,2,100-97,,
1:29.0,,,100-97,,Golden State full timeout
1:29.0,,,100-97,,H. Barnes enters the game for D. Lee
1:25.0,,,100-97,,S. Curry misses 3-pt shot from 25 ft
1:23.0,,,100-97,,Offensive rebound by K. Thompson
1:20.0,Shooting block foul by M. Morris (drawn by K. Thompson),,100-97,,
1:20.0,,,100-98,1,K. Thompson makes free throw 1 of 2
1:20.0,,,100-99,1,K. Thompson makes free throw 2 of 2
1:08.0,T. Warren makes 2-pt shot from 8 ft,2,102-99,,
1:00.0,,,102-99,,S. Curry misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by T. Warren,,102-99,,
0:43.0,T. Warren misses 2-pt shot from 21 ft,,102-99,,
0:41.0,,,102-99,,Defensive rebound by S. Curry
0:35.0,,,102-102,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
0:35.0,Phoenix full timeout,,102-102,,
0:27.0,P. Tucker makes 2-pt shot from 2 ft,2,104-102,,
0:27.0,,,104-102,,Golden State full timeout
0:17.0,,,104-102,,S. Curry misses 2-pt shot from 5 ft
0:16.0,,,104-102,,Offensive rebound by A. Bogut
0:16.0,,,104-102,,A. Bogut misses 2-pt shot at rim
0:14.0,,,104-102,,Offensive rebound by H. Barnes
0:12.0,,,104-102,,H. Barnes misses 2-pt shot from 2 ft
0:10.0,,,104-102,,Offensive rebound by A. Bogut
0:08.0,,,104-105,3,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson)
0:07.0,,,104-105,,J. McAdoo enters the game for A. Bogut
0:07.0,Phoenix full timeout,,104-105,,
0:05.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by P. Tucker),2,106-105,,
0:05.0,,,106-105,,Golden State full timeout
0:05.0,,,106-105,,M. Speights enters the game for J. McAdoo
0:02.0,,,106-107,2,H. Barnes makes 2-pt shot from 5 ft (assist by A. Iguodala)
0:00.0,T. Warren misses 3-pt shot from 69 ft,,106-107,,
0:00.0,Offensive rebound by Team,,106-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
