time,Utah,pts.away,score,pts.home,Portland
3:39.0,,,89-95,,Defensive rebound by N. Batum
3:26.0,,,89-98,3,W. Matthews makes 3-pt shot from 26 ft (assist by N. Batum)
3:25.0,Utah full timeout,,89-98,,
3:06.0,T. Burke misses 2-pt shot from 8 ft,,89-98,,
3:03.0,Offensive rebound by R. Gobert,,89-98,,
3:03.0,R. Gobert makes 2-pt shot at rim,2,91-98,,
2:39.0,,,91-98,,L. Aldridge misses 2-pt shot from 17 ft (block by R. Gobert)
2:37.0,Defensive rebound by T. Burke,,91-98,,
2:25.0,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke),2,93-98,,
2:03.0,,,93-98,,Shooting foul by R. Gobert (drawn by R. Lopez)
2:03.0,,,93-99,1,R. Lopez makes free throw 1 of 2
2:03.0,,,93-99,,R. Lopez misses free throw 2 of 2
2:02.0,Defensive rebound by D. Favors,,93-99,,
1:45.0,T. Burke misses 2-pt shot from 18 ft,,93-99,,
1:44.0,,,93-99,,Defensive rebound by D. Lillard
1:30.0,,,93-99,,L. Aldridge misses 2-pt shot from 1 ft (block by D. Favors)
1:28.0,Defensive rebound by R. Gobert,,93-99,,
1:24.0,G. Hayward makes 3-pt shot from 26 ft,3,96-99,,
1:09.0,,,96-101,2,D. Lillard makes 2-pt shot from 1 ft
1:00.0,D. Favors misses 2-pt shot from 15 ft,,96-101,,
1:00.0,,,96-101,,Defensive rebound by L. Aldridge
0:42.0,,,96-101,,D. Lillard misses 3-pt shot from 26 ft
0:41.0,,,96-101,,Offensive rebound by Team
0:21.0,,,96-101,,D. Lillard misses 2-pt shot from 5 ft
0:19.0,,,96-101,,Offensive rebound by R. Lopez
0:19.0,,,96-101,,R. Lopez misses 2-pt shot at rim
0:17.0,,,96-101,,Offensive rebound by R. Lopez
0:17.0,,,96-101,,R. Lopez misses 2-pt shot at rim
0:16.0,Defensive rebound by J. Ingles,,96-101,,
0:10.0,J. Ingles makes 3-pt shot from 26 ft (assist by G. Hayward),3,99-101,,
0:10.0,,,99-101,,Portland full timeout
0:10.0,E. Millsap enters the game for T. Burke,,99-101,,
0:10.0,,,99-101,,S. Blake enters the game for R. Lopez
0:09.0,Personal take foul by E. Millsap (drawn by L. Aldridge),,99-101,,
0:09.0,,,99-102,1,L. Aldridge makes free throw 1 of 2
0:09.0,,,99-102,,R. Lopez enters the game for S. Blake
0:09.0,,,99-103,1,L. Aldridge makes free throw 2 of 2
0:09.0,Utah full timeout,,99-103,,
0:09.0,T. Burke enters the game for E. Millsap,,99-103,,
0:09.0,D. Exum enters the game for R. Gobert,,99-103,,
0:09.0,,,99-103,,S. Blake enters the game for R. Lopez
0:04.0,G. Hayward misses 3-pt shot from 23 ft,,99-103,,
0:03.0,Offensive rebound by D. Exum,,99-103,,
0:01.0,T. Burke makes 3-pt shot from 26 ft (assist by D. Exum),3,102-103,,
0:00.0,Personal take foul by G. Hayward (drawn by D. Lillard),,102-103,,
0:00.0,,,102-103,,D. Lillard misses free throw 1 of 2
0:00.0,,,102-103,,Offensive rebound by Team
0:00.0,R. Gobert enters the game for D. Exum,,102-103,,
0:00.0,,,102-103,,D. Lillard misses free throw 2 of 2
0:00.0,,,102-103,,Offensive rebound by L. Aldridge
0:00.0,End of 4th quarter,,,,End of 4th quarter
