time,Toronto,pts.away,score,pts.home,Orlando
6:14.0,,,93-84,,Defensive rebound by E. Payton
6:06.0,,,93-84,,Shooting foul by T. Hansbrough (drawn by E. Payton)
6:06.0,,,93-84,,E. Payton misses free throw 1 of 2
6:06.0,,,93-84,,Offensive rebound by Team
6:06.0,J. Valanciunas enters the game for T. Hansbrough,,93-84,,
6:06.0,T. Ross enters the game for P. Patterson,,93-84,,
6:06.0,,,93-85,1,E. Payton makes free throw 2 of 2
5:48.0,Turnover by T. Ross (bad pass; steal by T. Harris),,93-85,,
5:43.0,,,93-87,2,E. Fournier makes 2-pt shot at rim
5:23.0,K. Lowry misses 2-pt shot from 4 ft,,93-87,,
5:21.0,,,93-87,,Defensive rebound by E. Fournier
5:19.0,Shooting block foul by J. Johnson (drawn by E. Fournier),,93-87,,
5:19.0,,,93-87,,E. Fournier misses free throw 1 of 2
5:19.0,,,93-87,,Offensive rebound by Team
5:19.0,A. Johnson enters the game for J. Johnson,,93-87,,
5:19.0,,,93-87,,C. Frye enters the game for M. Harkless
5:19.0,,,93-88,1,E. Fournier makes free throw 2 of 2
5:03.0,D. DeRozan misses 2-pt shot from 1 ft,,93-88,,
5:03.0,,,93-88,,Defensive rebound by Team
5:03.0,Loose ball foul by J. Valanciunas (drawn by C. Frye),,93-88,,
5:03.0,,,93-89,1,C. Frye makes free throw 1 of 2
5:03.0,,,93-89,,C. Frye misses free throw 2 of 2
5:02.0,Defensive rebound by J. Valanciunas,,93-89,,
4:43.0,J. Valanciunas misses 2-pt shot from 1 ft (block by N. Vucevic),,93-89,,
4:42.0,Offensive rebound by J. Valanciunas,,93-89,,
4:42.0,Shooting foul by N. Vucevic (drawn by J. Valanciunas),,93-89,,
4:42.0,J. Valanciunas makes free throw 1 of 2,1,94-89,,
4:42.0,J. Valanciunas makes free throw 2 of 2,1,95-89,,
4:32.0,Personal foul by K. Lowry (drawn by E. Payton),,95-89,,
4:32.0,,,95-90,1,E. Payton makes free throw 1 of 2
4:32.0,,,95-90,,E. Payton misses free throw 2 of 2
4:31.0,Defensive rebound by J. Valanciunas,,95-90,,
4:17.0,D. DeRozan misses 2-pt shot from 19 ft,,95-90,,
4:16.0,,,95-90,,Defensive rebound by N. Vucevic
4:06.0,,,95-90,,E. Payton misses 2-pt shot from 17 ft
4:04.0,Defensive rebound by K. Lowry,,95-90,,
4:03.0,,,95-90,,Personal foul by E. Fournier (drawn by D. DeRozan)
3:50.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,98-90,,
3:32.0,,,98-90,,N. Vucevic misses 2-pt shot from 5 ft
3:30.0,Defensive rebound by D. DeRozan,,98-90,,
3:11.0,D. DeRozan makes 2-pt shot from 7 ft (assist by K. Lowry),2,100-90,,
2:59.0,,,100-90,,E. Fournier misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by D. DeRozan,,100-90,,
2:52.0,,,100-90,,Personal foul by T. Harris (drawn by D. DeRozan)
2:52.0,Toronto full timeout,,100-90,,
2:52.0,D. DeRozan misses free throw 1 of 2,,100-90,,
2:52.0,Offensive rebound by Team,,100-90,,
2:52.0,D. DeRozan misses free throw 2 of 2,,100-90,,
2:50.0,Offensive rebound by A. Johnson,,100-90,,
2:50.0,A. Johnson makes 2-pt shot from 1 ft,2,102-90,,
2:37.0,Personal foul by T. Ross (drawn by E. Fournier),,102-90,,
2:37.0,,,102-91,1,E. Fournier makes free throw 1 of 2
2:37.0,,,102-91,,E. Fournier misses free throw 2 of 2
2:35.0,Defensive rebound by A. Johnson,,102-91,,
2:16.0,Shooting foul by N. Vucevic (drawn by D. DeRozan),,102-91,,
2:16.0,D. DeRozan makes free throw 1 of 2,1,103-91,,
2:16.0,D. DeRozan makes free throw 2 of 2,1,104-91,,
2:08.0,,,104-91,,E. Payton misses 2-pt shot from 20 ft
2:06.0,Defensive rebound by T. Ross,,104-91,,
2:06.0,,,104-91,,Personal take foul by N. Vucevic (drawn by T. Ross)
2:06.0,,,104-91,,B. Gordon enters the game for N. Vucevic
2:06.0,T. Ross makes free throw 1 of 2,1,105-91,,
2:06.0,J. Johnson enters the game for J. Valanciunas,,105-91,,
2:06.0,T. Ross makes free throw 2 of 2,1,106-91,,
1:50.0,,,106-91,,B. Gordon misses 2-pt shot from 1 ft
1:50.0,,,106-91,,Offensive rebound by T. Harris
1:50.0,,,106-93,2,T. Harris makes 2-pt shot from 1 ft
1:33.0,A. Johnson makes 2-pt shot from 4 ft (assist by K. Lowry),2,108-93,,
1:33.0,,,108-93,,Orlando full timeout
1:33.0,,,108-93,,D. Dedmon enters the game for T. Harris
1:33.0,,,108-93,,D. Marble enters the game for C. Frye
1:33.0,,,108-93,,A. Gordon enters the game for E. Fournier
1:33.0,,,108-93,,A. Nicholson enters the game for E. Payton
1:33.0,,,108-93,,M. Harkless enters the game for B. Gordon
1:33.0,G. Vasquez enters the game for D. DeRozan,,108-93,,
1:15.0,,,108-93,,D. Marble misses 2-pt shot from 2 ft
1:13.0,,,108-93,,Offensive rebound by Team
1:06.0,,,108-93,,Turnover by A. Gordon (lost ball)
1:06.0,L. Fields enters the game for K. Lowry,,108-93,,
0:45.0,L. Fields misses 2-pt shot from 1 ft (block by D. Dedmon),,108-93,,
0:43.0,,,108-93,,Defensive rebound by D. Dedmon
0:40.0,,,108-95,2,M. Harkless makes 2-pt shot from 1 ft (assist by D. Dedmon)
0:40.0,,,108-95,,Shooting foul by G. Vasquez (drawn by M. Harkless)
0:40.0,,,108-95,,M. Harkless misses free throw 1 of 1
0:39.0,Defensive rebound by J. Johnson,,108-95,,
0:17.0,T. Ross misses 3-pt shot from 22 ft,,108-95,,
0:16.0,Offensive rebound by Team,,108-95,,
0:16.0,Turnover by Team (shot clock),,108-95,,
0:04.0,,,108-95,,A. Gordon misses 2-pt shot from 19 ft
0:04.0,Defensive rebound by Team,,108-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
