time,New York,pts.away,score,pts.home,Orlando
3:18.0,A. Stoudemire enters the game for T. Hardaway,,75-81,,
3:18.0,C. Early enters the game for A. Bargnani,,75-81,,
3:06.0,J. Calderon misses 2-pt shot from 22 ft,,75-81,,
3:04.0,Offensive rebound by A. Stoudemire,,75-81,,
3:04.0,A. Stoudemire misses 2-pt shot from 2 ft,,75-81,,
3:02.0,,,75-81,,Defensive rebound by V. Oladipo
2:49.0,,,75-83,2,N. Vucevic makes 2-pt shot from 19 ft (assist by W. Green)
2:25.0,C. Early misses 3-pt shot from 25 ft,,75-83,,
2:24.0,Offensive rebound by J. Calderon,,75-83,,
2:16.0,,,75-83,,Personal foul by V. Oladipo (drawn by L. Galloway)
2:16.0,L. Galloway makes free throw 1 of 2,1,76-83,,
2:16.0,L. Amundson enters the game for A. Stoudemire,,76-83,,
2:16.0,L. Galloway makes free throw 2 of 2,1,77-83,,
1:57.0,,,77-83,,W. Green misses 2-pt shot from 17 ft
1:55.0,Defensive rebound by L. Amundson,,77-83,,
1:35.0,L. Galloway misses 2-pt shot from 9 ft,,77-83,,
1:33.0,,,77-83,,Defensive rebound by N. Vucevic
1:14.0,,,77-85,2,N. Vucevic makes 2-pt shot from 19 ft (assist by W. Green)
1:14.0,New York full timeout,,77-85,,
1:14.0,A. Stoudemire enters the game for L. Amundson,,77-85,,
1:06.0,C. Early misses 2-pt shot from 4 ft (block by D. Dedmon),,77-85,,
1:04.0,,,77-85,,Defensive rebound by N. Vucevic
1:04.0,Personal foul by A. Stoudemire (drawn by N. Vucevic),,77-85,,
1:04.0,,,77-86,1,N. Vucevic makes free throw 1 of 2
1:04.0,,,77-87,1,N. Vucevic makes free throw 2 of 2
1:04.0,New York full timeout,,77-87,,
0:56.0,Shooting foul by D. Dedmon (drawn by L. Galloway),,77-87,,
0:56.0,,,77-87,,L. Ridnour enters the game for D. Dedmon
0:56.0,,,77-87,,E. Fournier enters the game for E. Payton
0:56.0,L. Galloway makes free throw 1 of 2,1,78-87,,
0:56.0,,,78-87,,A. Gordon enters the game for W. Green
0:56.0,,,78-87,,K. O'Quinn enters the game for V. Oladipo
0:56.0,L. Galloway makes free throw 2 of 2,1,79-87,,
0:56.0,,,79-87,,Orlando full timeout
0:56.0,,,79-87,,W. Green enters the game for A. Gordon
0:56.0,S. Larkin enters the game for J. Calderon,,79-87,,
0:56.0,Q. Acy enters the game for A. Stoudemire,,79-87,,
0:55.0,,,79-87,,V. Oladipo enters the game for K. O'Quinn
0:55.0,Personal take foul by J. Smith (drawn by V. Oladipo),,79-87,,
0:55.0,,,79-88,1,V. Oladipo makes free throw 1 of 2
0:55.0,,,79-88,,E. Payton enters the game for L. Ridnour
0:55.0,,,79-89,1,V. Oladipo makes free throw 2 of 2
0:41.0,Q. Acy makes 2-pt shot from 13 ft (assist by S. Larkin),2,81-89,,
0:16.0,,,81-89,,Turnover by Team (shot clock)
0:13.0,,,81-89,,Personal foul by V. Oladipo (drawn by L. Galloway)
0:13.0,L. Galloway makes free throw 1 of 2,1,82-89,,
0:13.0,,,82-89,,K. O'Quinn enters the game for E. Payton
0:13.0,,,82-89,,L. Ridnour enters the game for V. Oladipo
0:13.0,L. Galloway makes free throw 2 of 2,1,83-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
