time,San Antonio,pts.away,score,pts.home,LA Clippers
9:32.0,T. Duncan makes 2-pt shot at rim,2,74-86,,
9:16.0,Personal foul by K. Leonard (drawn by J. Crawford),,74-86,,
9:16.0,,,74-86,,C. Paul enters the game for A. Rivers
9:16.0,,,74-86,,B. Griffin enters the game for G. Davis
9:06.0,,,74-88,2,C. Paul makes 2-pt shot from 8 ft
8:56.0,Shooting foul by M. Barnes (drawn by T. Duncan),,74-88,,
8:56.0,Official timeout,,74-88,,
8:56.0,,,74-88,,J. Redick enters the game for M. Barnes
8:56.0,M. Belinelli enters the game for K. Leonard,,74-88,,
8:56.0,T. Parker enters the game for P. Mills,,74-88,,
8:56.0,T. Duncan makes free throw 1 of 2,1,75-88,,
8:56.0,T. Duncan misses free throw 2 of 2,,75-88,,
8:55.0,,,75-88,,Defensive rebound by B. Griffin
8:35.0,,,75-88,,J. Crawford misses 3-pt shot from 25 ft
8:34.0,,,75-88,,Offensive rebound by D. Jordan
8:22.0,,,75-90,2,C. Paul makes 2-pt shot from 19 ft
8:03.0,D. Green makes 3-pt shot from 25 ft (assist by T. Duncan),3,78-90,,
7:47.0,,,78-90,,J. Redick misses 2-pt shot from 15 ft
7:43.0,Defensive rebound by B. Diaw,,78-90,,
7:36.0,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Green),3,81-90,,
7:35.0,,,81-90,,LA Clippers full timeout
7:22.0,,,81-92,2,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick)
7:22.0,,,81-92,,Shooting foul by T. Duncan (drawn by B. Griffin)
7:22.0,,,81-93,1,B. Griffin makes free throw 1 of 1
7:07.0,Turnover by D. Green (lost ball; steal by B. Griffin),,81-93,,
6:58.0,,,81-95,2,C. Paul makes 2-pt shot from 14 ft
6:49.0,B. Diaw misses 3-pt shot from 25 ft,,81-95,,
6:49.0,,,81-95,,Defensive rebound by Team
6:34.0,,,81-95,,J. Redick misses 2-pt shot from 17 ft
6:32.0,,,81-95,,Offensive rebound by D. Jordan
6:32.0,,,81-97,2,D. Jordan makes 2-pt shot from 2 ft
6:12.0,M. Belinelli makes 2-pt shot from 15 ft (assist by B. Diaw),2,83-97,,
5:49.0,,,83-97,,B. Griffin misses 2-pt shot from 3 ft
5:49.0,Defensive rebound by Team,,83-97,,
5:39.0,Turnover by D. Green (bad pass),,83-97,,
5:23.0,,,83-97,,J. Redick misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by T. Duncan,,83-97,,
5:15.0,D. Green misses 3-pt shot from 25 ft,,83-97,,
5:13.0,,,83-97,,Defensive rebound by B. Griffin
5:05.0,,,83-100,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
4:52.0,Shooting foul by B. Griffin (drawn by T. Duncan),,83-100,,
4:52.0,T. Duncan makes free throw 1 of 2,1,84-100,,
4:52.0,,,84-100,,M. Barnes enters the game for J. Crawford
4:52.0,K. Leonard enters the game for D. Green,,84-100,,
4:52.0,T. Duncan makes free throw 2 of 2,1,85-100,,
4:38.0,,,85-102,2,C. Paul makes 2-pt shot from 2 ft
4:28.0,Shooting foul by M. Barnes (drawn by K. Leonard),,85-102,,
4:28.0,K. Leonard makes free throw 1 of 2,1,86-102,,
4:28.0,K. Leonard makes free throw 2 of 2,1,87-102,,
4:17.0,,,87-102,,D. Jordan misses 2-pt shot at rim
4:15.0,Defensive rebound by B. Diaw,,87-102,,
4:04.0,K. Leonard misses 3-pt shot from 25 ft,,87-102,,
4:02.0,,,87-102,,Defensive rebound by B. Griffin
3:53.0,,,87-104,2,C. Paul makes 2-pt shot from 14 ft
3:31.0,B. Diaw misses 3-pt shot from 25 ft,,87-104,,
3:30.0,,,87-104,,Defensive rebound by D. Jordan
3:16.0,,,87-104,,Turnover by C. Paul (traveling)
3:16.0,J. Ayres enters the game for T. Duncan,,87-104,,
3:16.0,C. Joseph enters the game for K. Leonard,,87-104,,
3:16.0,,,87-104,,LA Clippers full timeout
3:16.0,M. Bonner enters the game for T. Parker,,87-104,,
3:16.0,P. Mills enters the game for B. Diaw,,87-104,,
2:54.0,M. Belinelli misses 3-pt shot from 23 ft,,87-104,,
2:53.0,,,87-104,,Defensive rebound by M. Barnes
2:39.0,,,87-107,3,C. Paul makes 3-pt shot from 25 ft (assist by B. Griffin)
2:17.0,M. Bonner misses 3-pt shot from 24 ft,,87-107,,
2:15.0,Offensive rebound by P. Mills,,87-107,,
2:11.0,M. Belinelli makes 3-pt shot from 27 ft (assist by P. Mills),3,90-107,,
1:47.0,,,90-107,,M. Barnes misses 3-pt shot from 27 ft
1:46.0,Defensive rebound by C. Joseph,,90-107,,
1:41.0,C. Joseph makes 2-pt shot from 2 ft,2,92-107,,
1:16.0,,,92-107,,Turnover by Team (shot clock)
0:59.0,Turnover by P. Mills (bad pass; steal by M. Barnes),,92-107,,
0:37.0,,,92-107,,C. Paul misses 2-pt shot from 12 ft
0:36.0,Defensive rebound by M. Bonner,,92-107,,
0:30.0,M. Belinelli misses 3-pt shot from 23 ft,,92-107,,
0:28.0,,,92-107,,Defensive rebound by C. Paul
0:05.0,,,92-107,,Turnover by Team (shot clock)
0:02.0,P. Mills misses 2-pt shot from 15 ft,,92-107,,
0:00.0,Offensive rebound by Team,,92-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
