time,Washington,pts.away,score,pts.home,Brooklyn
0:19.0,G. Temple enters the game for J. Wall,,97-90,,
0:19.0,B. Beal makes free throw 2 of 2,1,98-90,,
0:12.0,,,98-90,,Turnover by J. Jack (lost ball; steal by G. Temple)
0:10.0,,,98-90,,Personal foul by M. Plumlee (drawn by K. Seraphin)
0:10.0,K. Seraphin misses free throw 1 of 2,,98-90,,
0:10.0,Offensive rebound by Team,,98-90,,
0:10.0,K. Seraphin makes free throw 2 of 2,1,99-90,,
0:03.0,,,99-90,,J. Jack misses 2-pt shot from 11 ft (block by K. Seraphin)
0:02.0,,,99-90,,Offensive rebound by C. Jefferson
0:01.0,,,99-90,,C. Jefferson misses 2-pt shot from 11 ft
0:00.0,,,99-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
