time,Golden State,pts.away,score,pts.home,LA Clippers
4:27.0,,,98-96,,Offensive charge foul by B. Griffin
4:27.0,,,98-96,,Turnover by B. Griffin (offensive foul)
4:12.0,K. Thompson misses 2-pt shot at rim (block by B. Griffin),,98-96,,
4:11.0,,,98-96,,Defensive rebound by Team
4:03.0,,,98-96,,Shooting foul by K. Thompson (drawn by J. Redick)
4:03.0,,,98-97,1,J. Redick makes free throw 1 of 2
4:03.0,,,98-98,1,J. Redick makes free throw 2 of 2
3:46.0,A. Bogut makes 2-pt shot from 8 ft (assist by A. Iguodala),2,100-98,,
3:31.0,,,100-98,,B. Griffin misses 2-pt shot from 2 ft (block by A. Bogut)
3:27.0,Defensive rebound by K. Thompson,,100-98,,
3:19.0,S. Curry misses 2-pt shot from 15 ft,,100-98,,
3:18.0,,,100-98,,Defensive rebound by J. Redick
3:11.0,Personal foul by A. Bogut (drawn by C. Paul),,100-98,,
3:11.0,,,100-99,1,C. Paul makes free throw 1 of 2
3:11.0,,,100-100,1,C. Paul makes free throw 2 of 2
2:57.0,,,100-100,,Personal foul by D. Jordan (drawn by D. Lee)
2:57.0,,,100-100,,LA Clippers full timeout
2:57.0,D. Lee makes free throw 1 of 2,1,101-100,,
2:57.0,D. Lee misses free throw 2 of 2,,101-100,,
2:56.0,,,101-100,,Defensive rebound by B. Griffin
2:41.0,,,101-100,,J. Redick misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by Team,,101-100,,
2:20.0,Shooting foul by M. Barnes (drawn by K. Thompson),,101-100,,
2:20.0,K. Thompson makes free throw 1 of 2,1,102-100,,
2:20.0,K. Thompson makes free throw 2 of 2,1,103-100,,
1:59.0,,,103-100,,C. Paul misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by D. Lee,,103-100,,
1:39.0,S. Curry misses 2-pt shot from 16 ft,,103-100,,
1:35.0,,,103-100,,Defensive rebound by B. Griffin
1:26.0,,,103-100,,Shooting foul by A. Bogut (drawn by D. Jordan)
1:26.0,M. Speights enters the game for A. Bogut,,103-100,,
1:26.0,,,103-101,1,D. Jordan makes free throw 1 of 2
1:26.0,Violation by D. Lee (lane),,103-101,,
1:26.0,,,103-102,1,D. Jordan makes free throw 2 of 2
1:26.0,Golden State full timeout,,103-102,,
1:10.0,Shooting foul by M. Barnes (drawn by A. Iguodala),,103-102,,
1:10.0,A. Iguodala makes free throw 1 of 3,1,104-102,,
1:10.0,A. Iguodala makes free throw 2 of 3,1,105-102,,
1:10.0,A. Iguodala makes free throw 3 of 3,1,106-102,,
0:46.0,,,106-102,,C. Paul misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by D. Lee,,106-102,,
0:23.0,M. Speights misses 2-pt shot from 2 ft,,106-102,,
0:22.0,,,106-102,,Defensive rebound by Team
0:13.0,,,106-104,2,C. Paul makes 2-pt shot from 1 ft
0:13.0,Golden State full timeout,,106-104,,
0:13.0,,,106-104,,D. Jones enters the game for J. Redick
0:13.0,S. Livingston enters the game for D. Lee,,106-104,,
0:12.0,,,106-104,,Personal take foul by M. Barnes (drawn by S. Curry)
0:12.0,S. Curry makes free throw 1 of 2,1,107-104,,
0:12.0,H. Barnes enters the game for M. Speights,,107-104,,
0:12.0,S. Curry makes free throw 2 of 2,1,108-104,,
0:12.0,,,108-104,,LA Clippers full timeout
0:12.0,,,108-104,,J. Redick enters the game for D. Jones
0:09.0,,,108-104,,Turnover by Team (back court)
0:09.0,,,108-104,,Personal foul by C. Paul (drawn by K. Thompson)
0:09.0,K. Thompson makes free throw 1 of 2,1,109-104,,
0:09.0,K. Thompson makes free throw 2 of 2,1,110-104,,
0:04.0,,,110-106,2,C. Paul makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
