time,Atlanta,pts.away,score,pts.home,Orlando
1:42.0,,,93-81,,V. Oladipo misses 2-pt shot from 22 ft
1:41.0,,,93-81,,Offensive rebound by N. Vucevic
1:37.0,,,93-81,,E. Payton misses 2-pt shot from 2 ft (block by P. Millsap)
1:35.0,Defensive rebound by J. Teague,,93-81,,
1:22.0,,,93-81,,Personal foul by E. Payton (drawn by J. Teague)
1:08.0,J. Teague makes 2-pt shot from 1 ft,2,95-81,,
1:08.0,,,95-81,,Orlando full timeout
1:08.0,E. Brand enters the game for D. Carroll,,95-81,,
1:08.0,K. Bazemore enters the game for P. Millsap,,95-81,,
1:08.0,M. Muscala enters the game for K. Korver,,95-81,,
1:08.0,D. Schroder enters the game for J. Teague,,95-81,,
0:58.0,,,95-81,,E. Payton misses 2-pt shot from 3 ft (block by K. Bazemore)
0:56.0,,,95-81,,Offensive rebound by E. Payton
0:56.0,,,95-83,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
0:35.0,D. Schroder misses 3-pt shot from 25 ft,,95-83,,
0:34.0,,,95-83,,Defensive rebound by N. Vucevic
0:28.0,,,95-83,,E. Payton misses 3-pt shot from 26 ft
0:26.0,Defensive rebound by K. Bazemore,,95-83,,
0:03.0,P. Antic misses 3-pt shot from 25 ft,,95-83,,
0:02.0,Offensive rebound by D. Schroder,,95-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
