time,San Antonio,pts.away,score,pts.home,Denver
5:46.0,D. Green misses 3-pt shot from 25 ft,,95-82,,
5:45.0,,,95-82,,Defensive rebound by T. Lawson
5:29.0,,,95-84,2,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson)
5:12.0,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker),2,97-84,,
5:12.0,Shooting foul by K. Faried (drawn by T. Duncan),,97-84,,
5:12.0,C. Joseph enters the game for M. Ginobili,,97-84,,
5:12.0,T. Duncan makes free throw 1 of 1,1,98-84,,
5:06.0,Personal foul by T. Parker (drawn by T. Lawson),,98-84,,
4:56.0,,,98-84,,R. Foye misses 2-pt shot from 2 ft (block by D. Green)
4:54.0,Defensive rebound by D. Green,,98-84,,
4:44.0,Turnover by C. Joseph (bad pass; steal by T. Lawson),,98-84,,
4:35.0,,,98-84,,Turnover by R. Foye (bad pass)
4:22.0,Offensive foul by T. Duncan,,98-84,,
4:22.0,Turnover by T. Duncan (offensive foul),,98-84,,
4:22.0,,,98-84,,J. Nelson enters the game for R. Foye
4:13.0,,,98-86,2,K. Faried makes 2-pt shot from 2 ft (assist by T. Lawson)
3:58.0,T. Parker makes 2-pt shot from 15 ft,2,100-86,,
3:47.0,,,100-86,,T. Lawson misses 2-pt shot from 11 ft
3:46.0,,,100-86,,Offensive rebound by K. Faried
3:41.0,,,100-86,,Shooting foul by B. Diaw (drawn by K. Faried)
3:41.0,,,100-87,1,K. Faried makes free throw 1 of 2
3:41.0,,,100-88,1,K. Faried makes free throw 2 of 2
3:24.0,D. Green misses 3-pt shot from 23 ft,,100-88,,
3:23.0,Offensive rebound by T. Duncan,,100-88,,
3:20.0,T. Parker misses 2-pt shot from 17 ft,,100-88,,
3:17.0,Offensive rebound by D. Green,,100-88,,
2:59.0,B. Diaw misses 3-pt shot from 26 ft,,100-88,,
2:58.0,,,100-88,,Defensive rebound by J. Nelson
2:53.0,,,100-90,2,W. Chandler makes 2-pt shot from 1 ft (assist by J. Nelson)
2:33.0,T. Parker misses 2-pt shot from 16 ft,,100-90,,
2:32.0,,,100-90,,Defensive rebound by K. Faried
2:24.0,,,100-92,2,K. Faried makes 2-pt shot from 1 ft (assist by J. Nelson)
2:01.0,T. Parker makes 3-pt shot from 26 ft (assist by C. Joseph),3,103-92,,
1:50.0,,,103-94,2,T. Lawson makes 2-pt shot from 10 ft
1:34.0,T. Parker makes 2-pt shot from 19 ft,2,105-94,,
1:34.0,,,105-94,,Denver full timeout
1:34.0,Official timeout,,105-94,,
1:34.0,K. Leonard enters the game for T. Duncan,,105-94,,
1:34.0,A. Baynes enters the game for B. Diaw,,105-94,,
1:28.0,,,105-96,2,J. Nelson makes 2-pt shot from 21 ft (assist by A. Afflalo)
1:07.0,Shooting foul by J. Nelson (drawn by A. Baynes),,105-96,,
1:07.0,A. Baynes makes free throw 1 of 2,1,106-96,,
1:07.0,M. Bonner enters the game for K. Leonard,,106-96,,
1:07.0,A. Baynes makes free throw 2 of 2,1,107-96,,
1:07.0,,,107-96,,Denver full timeout
1:07.0,J. Green enters the game for T. Parker,,107-96,,
1:04.0,,,107-96,,Turnover by W. Chandler (bad pass; steal by D. Green)
0:45.0,D. Green misses 2-pt shot at rim,,107-96,,
0:43.0,,,107-96,,Defensive rebound by Team
0:43.0,,,107-96,,Denver full timeout
0:36.0,,,107-96,,A. Afflalo misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by M. Bonner,,107-96,,
0:34.0,,,107-96,,Personal take foul by W. Chandler (drawn by M. Bonner)
0:34.0,M. Bonner makes free throw 1 of 2,1,108-96,,
0:34.0,M. Bonner makes free throw 2 of 2,1,109-96,,
0:28.0,Personal foul by J. Green (drawn by A. Afflalo),,109-96,,
0:28.0,,,109-97,1,A. Afflalo makes free throw 1 of 2
0:28.0,,,109-98,1,A. Afflalo makes free throw 2 of 2
0:11.0,Turnover by A. Baynes (offensive foul),,109-98,,
0:11.0,Loose ball foul by A. Baynes (drawn by W. Chandler),,109-98,,
0:11.0,,,109-99,1,W. Chandler makes free throw 1 of 2
0:11.0,J. Ayres enters the game for A. Baynes,,109-99,,
0:11.0,,,109-99,,W. Chandler misses free throw 2 of 2
0:09.0,Defensive rebound by J. Green,,109-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
