time,Phoenix,pts.away,score,pts.home,Denver
7:58.0,,,80-101,,A. Gee misses 2-pt shot from 2 ft
7:56.0,,,80-101,,Offensive rebound by A. Gee
7:56.0,,,80-103,2,A. Gee makes 2-pt shot from 1 ft
7:48.0,Shooting foul by N. Robinson (drawn by T. Ennis),,80-103,,
7:48.0,T. Ennis makes free throw 1 of 2,1,81-103,,
7:48.0,T. Ennis makes free throw 2 of 2,1,82-103,,
7:31.0,,,82-103,,Shooting foul by A. Len (drawn by A. Gee)
7:31.0,,,82-104,1,A. Gee makes free throw 1 of 2
7:31.0,,,82-104,,A. Gee misses free throw 2 of 2
7:28.0,,,82-104,,Offensive rebound by A. Gee
7:24.0,,,82-104,,G. Harris misses 3-pt shot from 25 ft (block by T. Ennis)
7:22.0,,,82-104,,Offensive rebound by A. Gee
7:06.0,,,82-106,2,N. Robinson makes 2-pt shot at rim
6:45.0,A. Len misses 2-pt shot from 11 ft,,82-106,,
6:42.0,Offensive rebound by T. Warren,,82-106,,
6:41.0,T. Warren makes 2-pt shot from 2 ft,2,84-106,,
6:18.0,,,84-109,3,D. Gallinari makes 3-pt shot from 25 ft
6:04.0,T. Ennis misses 2-pt shot from 19 ft,,84-109,,
6:03.0,,,84-109,,Defensive rebound by G. Harris
5:56.0,Official timeout,,84-109,,
5:56.0,,,84-109,,E. Green enters the game for D. Arthur
5:56.0,,,84-109,,J. Nurkic enters the game for N. Robinson
5:56.0,S. Randolph enters the game for A. Len,,84-109,,
5:42.0,,,84-109,,J. Nurkic misses 2-pt shot from 15 ft
5:40.0,Defensive rebound by A. Goodwin,,84-109,,
5:27.0,A. Goodwin misses 2-pt shot from 1 ft (block by J. Nurkic),,84-109,,
5:25.0,,,84-109,,Defensive rebound by D. Gallinari
5:23.0,,,84-111,2,A. Gee makes 2-pt shot at rim (assist by E. Green)
5:23.0,,,84-111,,Technical foul by J. Nurkic
5:23.0,A. Goodwin makes technical free throw,1,85-111,,
5:00.0,S. Randolph makes 2-pt shot from 9 ft,2,87-111,,
4:49.0,,,87-114,3,D. Gallinari makes 3-pt shot from 24 ft (assist by J. Nurkic)
4:36.0,A. Tolliver makes 3-pt shot from 22 ft (assist by S. Randolph),3,90-114,,
4:18.0,,,90-114,,E. Green misses 3-pt shot from 24 ft
4:16.0,,,90-114,,Offensive rebound by D. Gallinari
4:00.0,,,90-114,,J. Nurkic misses 2-pt shot from 4 ft
3:56.0,,,90-114,,Offensive rebound by A. Gee
3:56.0,,,90-116,2,A. Gee makes 2-pt shot at rim
3:47.0,A. Goodwin misses 2-pt shot from 22 ft,,90-116,,
3:45.0,,,90-116,,Defensive rebound by J. Nurkic
3:37.0,,,90-116,,Offensive charge foul by G. Harris
3:37.0,,,90-116,,Turnover by G. Harris (offensive foul)
3:19.0,S. Randolph misses 2-pt shot from 7 ft,,90-116,,
3:18.0,,,90-116,,Defensive rebound by D. Gallinari
3:15.0,,,90-116,,Shooting foul by T. Warren (drawn by A. Gee)
3:15.0,,,90-117,1,A. Gee makes free throw 1 of 2
3:15.0,,,90-118,1,A. Gee makes free throw 2 of 2
3:05.0,Turnover by T. Ennis (bad pass; steal by D. Gallinari),,90-118,,
2:59.0,,,90-118,,A. Gee misses 2-pt shot from 2 ft (block by S. Randolph)
2:59.0,,,90-118,,Offensive rebound by Team
2:59.0,Phoenix full timeout,,90-118,,
2:57.0,,,90-118,,Turnover by G. Harris (step out of bounds)
2:45.0,T. Warren misses 2-pt shot from 11 ft,,90-118,,
2:44.0,,,90-118,,Defensive rebound by G. Harris
2:42.0,,,90-118,,Turnover by G. Harris (lost ball; steal by T. Warren)
2:39.0,Turnover by T. Warren (lost ball; steal by G. Harris),,90-118,,
2:32.0,,,90-120,2,E. Green makes 2-pt shot from 6 ft
2:11.0,A. Tolliver misses 2-pt shot from 6 ft,,90-120,,
2:10.0,Offensive rebound by A. Tolliver,,90-120,,
1:55.0,T. Warren misses 3-pt shot from 22 ft,,90-120,,
1:55.0,,,90-120,,Defensive rebound by Team
1:41.0,,,90-120,,Turnover by J. Nurkic (3 sec)
1:32.0,A. Goodwin makes 2-pt shot at rim,2,92-120,,
1:09.0,,,92-120,,Offensive charge foul by E. Green
1:09.0,,,92-120,,Turnover by E. Green (offensive foul)
1:00.0,A. Tolliver misses 3-pt shot from 25 ft,,92-120,,
0:59.0,Offensive rebound by T. Ennis,,92-120,,
0:56.0,Turnover by T. Ennis (bad pass; steal by J. Nurkic),,92-120,,
0:51.0,,,92-122,2,E. Green makes 2-pt shot from 1 ft (assist by A. Gee)
0:43.0,,,92-122,,Personal foul by E. Green (drawn by A. Goodwin)
0:39.0,T. Ennis makes 3-pt shot from 23 ft,3,95-122,,
0:17.0,,,95-122,,G. Harris misses 2-pt shot from 2 ft
0:16.0,,,95-122,,Offensive rebound by Team
0:16.0,,,95-122,,Turnover by A. Gee (bad pass)
0:09.0,T. Ennis misses 2-pt shot from 2 ft,,95-122,,
0:08.0,Offensive rebound by S. Randolph,,95-122,,
0:08.0,S. Randolph makes 2-pt shot at rim,2,97-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
