time,LA Lakers,pts.away,score,pts.home,Phoenix
2:28.0,,,92-117,,S. Randolph enters the game for M. Plumlee
2:19.0,,,92-117,,T. Ennis misses 2-pt shot from 9 ft
2:18.0,Defensive rebound by E. Davis,,92-117,,
2:18.0,,,92-117,,Loose ball foul by A. Goodwin (drawn by E. Davis)
2:18.0,E. Davis makes free throw 1 of 2,1,93-117,,
2:18.0,E. Davis misses free throw 2 of 2,,93-117,,
2:18.0,,,93-117,,Defensive rebound by A. Tolliver
2:05.0,Personal foul by E. Davis (drawn by A. Goodwin),,93-117,,
1:55.0,,,93-117,,A. Goodwin misses 2-pt shot at rim (block by E. Davis)
1:52.0,Defensive rebound by J. Clarkson,,93-117,,
1:48.0,R. Sacre makes 2-pt shot from 11 ft (assist by J. Clarkson),2,95-117,,
1:30.0,,,95-119,2,S. Randolph makes 2-pt shot from 12 ft
1:17.0,W. Ellington makes 2-pt shot from 14 ft (assist by R. Sacre),2,97-119,,
1:01.0,,,97-119,,G. Green misses 2-pt shot from 19 ft
0:59.0,Defensive rebound by R. Price,,97-119,,
0:51.0,E. Davis makes 2-pt shot from 4 ft (assist by R. Price),2,99-119,,
0:39.0,,,99-119,,Turnover by T. Ennis (lost ball; steal by R. Price)
0:35.0,R. Price misses 2-pt shot from 4 ft (block by T. Ennis),,99-119,,
0:35.0,Offensive rebound by Team,,99-119,,
0:24.0,R. Price misses 2-pt shot from 2 ft,,99-119,,
0:22.0,,,99-119,,Defensive rebound by A. Tolliver
0:00.0,End of 4th quarter,,,,End of 4th quarter
