time,Cleveland,pts.away,score,pts.home,Atlanta
1:00.0,L. James misses 2-pt shot from 1 ft (block by P. Millsap),,91-85,,
0:59.0,,,91-85,,Defensive rebound by K. Korver
0:57.0,,,91-87,2,K. Bazemore makes 2-pt shot from 2 ft (assist by K. Korver)
0:47.0,Cleveland full timeout,,91-87,,
0:38.0,L. James makes 2-pt shot at rim,2,93-87,,
0:28.0,,,93-87,,P. Millsap misses 3-pt shot from 26 ft
0:26.0,Defensive rebound by J. Smith,,93-87,,
0:20.0,Cleveland full timeout,,93-87,,
0:20.0,Cleveland full timeout,,93-87,,
0:20.0,,,93-87,,D. Schroder enters the game for P. Millsap
0:20.0,,,93-87,,P. Antic enters the game for D. Schroder
0:20.0,J. Jones enters the game for T. Thompson,,93-87,,
0:19.0,,,93-87,,Personal take foul by J. Teague (drawn by L. James)
0:19.0,L. James makes free throw 1 of 2,1,94-87,,
0:19.0,T. Thompson enters the game for J. Jones,,94-87,,
0:19.0,,,94-87,,P. Millsap enters the game for P. Antic
0:19.0,L. James makes free throw 2 of 2,1,95-87,,
0:13.0,,,95-89,2,J. Teague makes 2-pt shot from 1 ft
0:12.0,,,95-89,,Personal take foul by K. Korver (drawn by I. Shumpert)
0:12.0,I. Shumpert makes free throw 1 of 2,1,96-89,,
0:12.0,I. Shumpert misses free throw 2 of 2,,96-89,,
0:11.0,Offensive rebound by I. Shumpert,,96-89,,
0:07.0,,,96-89,,Personal take foul by P. Millsap (drawn by I. Shumpert)
0:07.0,,,96-89,,P. Antic enters the game for P. Millsap
0:07.0,I. Shumpert misses free throw 1 of 2,,96-89,,
0:07.0,Offensive rebound by Team,,96-89,,
0:07.0,J. Jones enters the game for L. James,,96-89,,
0:07.0,I. Shumpert makes free throw 2 of 2,1,97-89,,
0:01.0,,,97-89,,J. Teague misses 3-pt shot from 25 ft (block by I. Shumpert)
0:01.0,,,97-89,,Offensive rebound by A. Horford
0:00.0,End of 4th quarter,,,,End of 4th quarter
