time,Orlando,pts.away,score,pts.home,Chicago
3:30.0,Defensive rebound by E. Fournier,,86-89,,
3:09.0,N. Vucevic misses 2-pt shot from 4 ft (block by A. Brooks),,86-89,,
3:07.0,Offensive rebound by E. Fournier,,86-89,,
3:07.0,Turnover by Team (shot clock),,86-89,,
2:48.0,,,86-92,3,A. Brooks makes 3-pt shot from 26 ft (assist by P. Gasol)
2:47.0,Orlando full timeout,,86-92,,
2:47.0,,,86-92,,Chicago full timeout
2:32.0,E. Fournier misses 2-pt shot from 17 ft,,86-92,,
2:31.0,,,86-92,,Defensive rebound by T. Gibson
2:15.0,,,86-92,,Chicago full timeout
2:13.0,,,86-94,2,J. Butler makes 2-pt shot from 2 ft (assist by K. Hinrich)
1:53.0,E. Payton misses 2-pt shot from 2 ft,,86-94,,
1:52.0,Offensive rebound by N. Vucevic,,86-94,,
1:52.0,N. Vucevic misses 2-pt shot from 2 ft,,86-94,,
1:52.0,,,86-94,,Defensive rebound by Team
1:52.0,Jump ball: T. Gibson vs. E. Payton (J. Butler gains possession),,,,Jump ball: T. Gibson vs. E. Payton (J. Butler gains possession)
1:32.0,,,86-94,,Turnover by A. Brooks (bad pass; steal by E. Payton)
1:28.0,Turnover by E. Payton (bad pass; steal by K. Hinrich),,86-94,,
1:28.0,Personal foul by E. Payton (drawn by J. Butler),,86-94,,
1:28.0,,,86-95,1,J. Butler makes free throw 1 of 2
1:28.0,,,86-96,1,J. Butler makes free throw 2 of 2
1:14.0,N. Vucevic makes 2-pt shot from 9 ft,2,88-96,,
0:52.0,,,88-98,2,A. Brooks makes 2-pt shot from 2 ft
0:39.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,90-98,,
0:17.0,,,90-98,,Turnover by P. Gasol (lost ball)
0:10.0,E. Payton misses 2-pt shot from 14 ft,,90-98,,
0:09.0,,,90-98,,Defensive rebound by P. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
