time,Denver,pts.away,score,pts.home,San Antonio
3:30.0,,,105-109,,T. Splitter misses free throw 1 of 2
3:30.0,,,105-109,,Offensive rebound by Team
3:30.0,,,105-110,1,T. Splitter makes free throw 2 of 2
3:15.0,T. Lawson misses 2-pt shot from 18 ft,,105-110,,
3:12.0,,,105-110,,Defensive rebound by T. Duncan
2:55.0,,,105-110,,T. Splitter misses 2-pt shot at rim
2:54.0,Defensive rebound by D. Gallinari,,105-110,,
2:48.0,,,105-110,,Personal foul by K. Leonard (drawn by D. Gallinari)
2:48.0,Denver full timeout,,105-110,,
2:34.0,K. Faried makes 2-pt shot from 7 ft (assist by T. Lawson),2,107-110,,
2:17.0,,,107-113,3,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard)
1:54.0,D. Gallinari misses 3-pt shot from 24 ft,,107-113,,
1:52.0,Offensive rebound by Team,,107-113,,
1:42.0,K. Faried misses 2-pt shot from 7 ft (block by T. Duncan),,107-113,,
1:41.0,,,107-113,,Defensive rebound by K. Leonard
1:25.0,,,107-113,,T. Parker misses 2-pt shot from 1 ft
1:25.0,Defensive rebound by K. Faried,,107-113,,
1:15.0,J. Hickson misses 2-pt shot from 13 ft,,107-113,,
1:14.0,,,107-113,,Defensive rebound by Team
1:14.0,,,107-113,,M. Ginobili enters the game for D. Green
1:00.0,,,107-115,2,K. Leonard makes 2-pt shot from 16 ft (assist by M. Ginobili)
0:55.0,K. Faried misses 2-pt shot from 16 ft,,107-115,,
0:49.0,,,107-115,,Defensive rebound by K. Leonard
0:30.0,,,107-115,,Shooting foul by W. Barton (drawn by M. Ginobili)
0:30.0,,,107-116,1,M. Ginobili makes free throw 1 of 2
0:30.0,D. Arthur enters the game for J. Hickson,,107-116,,
0:30.0,,,107-116,,A. Baynes enters the game for T. Duncan
0:30.0,,,107-116,,C. Joseph enters the game for T. Parker
0:30.0,,,107-117,1,M. Ginobili makes free throw 2 of 2
0:30.0,Denver full timeout,,107-117,,
0:30.0,J. Nelson enters the game for T. Lawson,,107-117,,
0:30.0,,,107-117,,M. Belinelli enters the game for A. Baynes
0:30.0,,,107-117,,D. Green enters the game for T. Splitter
0:27.0,K. Faried makes 2-pt shot at rim (assist by D. Arthur),2,109-117,,
0:19.0,Personal take foul by J. Nelson (drawn by M. Belinelli),,109-117,,
0:19.0,,,109-117,,M. Belinelli misses free throw 1 of 2
0:19.0,,,109-117,,Offensive rebound by Team
0:19.0,,,109-118,1,M. Belinelli makes free throw 2 of 2
0:19.0,Denver full timeout,,109-118,,
0:16.0,K. Faried misses 2-pt shot from 2 ft,,109-118,,
0:14.0,Offensive rebound by K. Faried,,109-118,,
0:14.0,K. Faried makes 2-pt shot at rim,2,111-118,,
0:14.0,,,111-118,,San Antonio full timeout
0:11.0,Personal take foul by W. Barton (drawn by M. Belinelli),,111-118,,
0:11.0,,,111-119,1,M. Belinelli makes free throw 1 of 2
0:11.0,,,111-120,1,M. Belinelli makes free throw 2 of 2
0:11.0,Denver full timeout,,111-120,,
0:07.0,D. Gallinari misses 3-pt shot from 23 ft,,111-120,,
0:06.0,,,111-120,,Defensive rebound by M. Ginobili
0:00.0,End of 4th quarter,,,,End of 4th quarter
