time,Boston,pts.away,score,pts.home,Cleveland
2:11.0,,,77-107,1,K. Perkins makes free throw 1 of 1
1:56.0,Turnover by G. Wallace (lost ball; steal by J. Jones),,77-107,,
1:52.0,,,77-107,,K. Perkins misses 2-pt shot from 2 ft (block by S. Randolph)
1:50.0,Defensive rebound by P. Pressey,,77-107,,
1:43.0,L. Datome misses 3-pt shot from 27 ft,,77-107,,
1:43.0,Offensive rebound by Team,,77-107,,
1:30.0,L. Datome misses 3-pt shot from 26 ft,,77-107,,
1:29.0,,,77-107,,Defensive rebound by J. Jones
1:21.0,,,77-107,,J. Harris misses 3-pt shot from 23 ft
1:20.0,,,77-107,,Offensive rebound by K. Perkins
1:16.0,,,77-110,3,J. Harris makes 3-pt shot from 25 ft (assist by K. Perkins)
1:04.0,J. Young misses 3-pt shot from 27 ft,,77-110,,
1:03.0,Offensive rebound by S. Randolph,,77-110,,
1:03.0,S. Randolph makes 2-pt shot at rim,2,79-110,,
0:39.0,,,79-110,,M. Dellavedova misses 3-pt shot from 23 ft
0:37.0,Defensive rebound by G. Wallace,,79-110,,
0:25.0,J. Young misses 3-pt shot from 24 ft,,79-110,,
0:24.0,,,79-110,,Defensive rebound by Team
0:24.0,,,79-110,,Personal foul by M. Dellavedova (drawn by G. Wallace)
0:24.0,Personal foul by G. Wallace,,79-110,,
0:24.0,Jump ball: L. Datome vs. J. Harris (K. Perkins gains possession),,,,Jump ball: L. Datome vs. J. Harris (K. Perkins gains possession)
0:00.0,End of 4th quarter,,,,End of 4th quarter
