time,Utah,pts.away,score,pts.home,Houston
1:26.0,,,77-94,,J. Harden misses 3-pt shot from 25 ft (block by J. Evans)
1:24.0,Defensive rebound by E. Kanter,,77-94,,
1:20.0,J. Evans misses 2-pt shot at rim,,77-94,,
1:20.0,,,77-94,,Defensive rebound by Team
1:20.0,,,77-94,,I. Canaan enters the game for T. Ariza
1:20.0,,,77-94,,J. Dorsey enters the game for D. Motiejunas
1:20.0,,,77-94,,A. Shved enters the game for D. Howard
1:20.0,,,77-94,,K. Papanikolaou enters the game for J. Harden
1:03.0,,,77-94,,Turnover by P. Beverley (bad pass; steal by E. Williams)
1:01.0,Turnover by E. Williams (bad pass; steal by K. Papanikolaou),,77-94,,
0:56.0,,,77-94,,Turnover by K. Papanikolaou (bad pass; steal by E. Kanter)
0:45.0,E. Millsap makes 2-pt shot from 1 ft (assist by E. Kanter),2,79-94,,
0:38.0,,,79-94,,P. Beverley misses 3-pt shot from 24 ft
0:36.0,,,79-94,,Offensive rebound by Team
0:34.0,,,79-97,3,A. Shved makes 3-pt shot from 24 ft (assist by P. Beverley)
0:14.0,I. Clark misses 3-pt shot from 25 ft,,79-97,,
0:12.0,Offensive rebound by J. Evans,,79-97,,
0:09.0,E. Millsap makes 3-pt shot from 25 ft (assist by J. Evans),3,82-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
