time,Orlando,pts.away,score,pts.home,Miami
2:12.0,,,86-94,,D. Wade misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by T. Harris,,86-94,,
2:08.0,Official timeout,,86-94,,
2:08.0,,,86-94,,U. Haslem enters the game for H. Whiteside
1:54.0,E. Payton misses 2-pt shot from 16 ft,,86-94,,
1:53.0,,,86-94,,Defensive rebound by G. Dragic
1:29.0,,,86-94,,D. Wade misses 2-pt shot from 8 ft
1:28.0,Defensive rebound by T. Harris,,86-94,,
1:22.0,T. Harris makes 2-pt shot from 1 ft,2,88-94,,
1:17.0,Personal foul by E. Payton (drawn by G. Dragic),,88-94,,
1:00.0,,,88-94,,L. Deng misses 2-pt shot from 11 ft
1:00.0,Defensive rebound by V. Oladipo,,88-94,,
0:55.0,Turnover by V. Oladipo (bad pass),,88-94,,
0:33.0,,,88-97,3,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade)
0:33.0,Orlando full timeout,,88-97,,
0:29.0,T. Harris makes 3-pt shot from 25 ft (assist by E. Payton),3,91-97,,
0:24.0,Personal foul by T. Harris (drawn by D. Wade),,91-97,,
0:24.0,,,91-98,1,D. Wade makes free throw 1 of 2
0:24.0,,,91-99,1,D. Wade makes free throw 2 of 2
0:24.0,Orlando full timeout,,91-99,,
0:21.0,V. Oladipo misses 3-pt shot from 23 ft,,91-99,,
0:20.0,,,91-99,,Defensive rebound by L. Deng
0:20.0,Personal foul by M. Harkless (drawn by L. Deng),,91-99,,
0:20.0,,,91-100,1,L. Deng makes free throw 1 of 2
0:20.0,,,91-100,,L. Deng misses free throw 2 of 2
0:19.0,Defensive rebound by M. Harkless,,91-100,,
0:19.0,Orlando full timeout,,91-100,,
0:14.0,V. Oladipo misses 3-pt shot from 25 ft,,91-100,,
0:13.0,Offensive rebound by C. Frye,,91-100,,
0:11.0,M. Harkless makes 2-pt shot at rim (assist by C. Frye),2,93-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
