time,Portland,pts.away,score,pts.home,Phoenix
3:36.0,,,105-104,2,E. Bledsoe makes 2-pt shot from 4 ft
3:24.0,,,105-104,,Personal foul by P. Tucker (drawn by W. Matthews)
3:24.0,W. Matthews makes free throw 1 of 2,1,106-104,,
3:24.0,W. Matthews makes free throw 2 of 2,1,107-104,,
3:10.0,,,107-104,,Turnover by M. Morris (lost ball; steal by D. Wright)
2:59.0,D. Lillard misses 2-pt shot from 21 ft,,107-104,,
2:58.0,,,107-104,,Defensive rebound by E. Bledsoe
2:50.0,Personal foul by W. Matthews (drawn by E. Bledsoe),,107-104,,
2:50.0,Official timeout,,107-104,,
2:50.0,,,107-104,,E. Bledsoe misses free throw 1 of 2
2:50.0,,,107-104,,Offensive rebound by Team
2:50.0,,,107-104,,E. Bledsoe misses free throw 2 of 2
2:49.0,,,107-104,,Offensive rebound by M. Morris
2:44.0,,,107-104,,Shooting foul by D. Wright (drawn by M. Morris)
2:44.0,,,107-105,1,M. Morris makes free throw 1 of 2
2:44.0,,,107-105,,M. Morris misses free throw 2 of 2
2:43.0,Defensive rebound by W. Matthews,,107-105,,
2:21.0,N. Batum makes 3-pt shot from 29 ft,3,110-105,,
2:02.0,,,110-108,3,G. Dragic makes 3-pt shot from 23 ft (assist by M. Morris)
1:44.0,D. Wright misses 2-pt shot from 20 ft,,110-108,,
1:43.0,,,110-108,,Defensive rebound by P. Tucker
1:38.0,,,110-110,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by P. Tucker)
1:38.0,,,110-110,,Shooting foul by W. Matthews (drawn by E. Bledsoe)
1:38.0,,,110-111,1,E. Bledsoe makes free throw 1 of 1
1:22.0,T. Robinson makes 2-pt shot from 8 ft (assist by N. Batum),2,112-111,,
1:03.0,,,112-113,2,M. Morris makes 2-pt shot from 11 ft (assist by E. Bledsoe)
0:42.0,D. Wright misses 2-pt shot from 19 ft,,112-113,,
0:40.0,,,112-113,,Defensive rebound by P. Tucker
0:38.0,,,112-113,,Phoenix full timeout
0:38.0,,,112-113,,Phoenix full timeout
0:27.0,,,112-113,,E. Bledsoe misses 2-pt shot from 4 ft (block by T. Robinson)
0:25.0,Defensive rebound by W. Matthews,,112-113,,
0:19.0,D. Lillard misses 2-pt shot from 20 ft,,112-113,,
0:17.0,,,112-113,,Defensive rebound by P. Tucker
0:17.0,Personal foul by D. Lillard (drawn by P. Tucker),,112-113,,
0:17.0,,,112-114,1,P. Tucker makes free throw 1 of 2
0:17.0,C. Kaman enters the game for D. Wright,,112-114,,
0:17.0,,,112-114,,P. Tucker misses free throw 2 of 2
0:17.0,Defensive rebound by N. Batum,,112-114,,
0:17.0,Portland full timeout,,112-114,,
0:17.0,D. Wright enters the game for C. Kaman,,112-114,,
0:15.0,,,112-114,,Personal foul by G. Dragic (drawn by N. Batum)
0:15.0,N. Batum makes free throw 1 of 2,1,113-114,,
0:15.0,N. Batum misses free throw 2 of 2,,113-114,,
0:13.0,,,113-114,,Defensive rebound by P. Tucker
0:11.0,Personal take foul by D. Wright (drawn by E. Bledsoe),,113-114,,
0:11.0,C. Kaman enters the game for D. Wright,,113-114,,
0:11.0,,,113-115,1,E. Bledsoe makes free throw 1 of 2
0:11.0,,,113-116,1,E. Bledsoe makes free throw 2 of 2
0:11.0,Portland full timeout,,113-116,,
0:11.0,S. Blake enters the game for C. Kaman,,113-116,,
0:10.0,Turnover by D. Lillard (step out of bounds),,113-116,,
0:10.0,,,113-116,,I. Thomas enters the game for A. Len
0:04.0,Personal take foul by W. Matthews (drawn by E. Bledsoe),,113-116,,
0:04.0,,,113-117,1,E. Bledsoe makes free throw 1 of 2
0:04.0,,,113-118,1,E. Bledsoe makes free throw 2 of 2
0:00.0,D. Lillard misses 3-pt shot from 27 ft,,113-118,,
0:00.0,Offensive rebound by Team,,113-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
