time,Houston,pts.away,score,pts.home,LA Clippers
1:04.0,C. Brewer enters the game for T. Ariza,,78-98,,
1:04.0,J. Harden makes free throw 2 of 2,1,79-98,,
0:52.0,,,79-98,,J. Redick misses 2-pt shot from 17 ft
0:51.0,,,79-98,,Offensive rebound by A. Rivers
0:39.0,,,79-98,,M. Barnes misses 2-pt shot at rim
0:38.0,,,79-98,,Offensive rebound by J. Crawford
0:36.0,,,79-100,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Crawford)
0:28.0,J. Harden misses 3-pt shot from 25 ft,,79-100,,
0:26.0,,,79-100,,Defensive rebound by J. Crawford
0:20.0,,,79-103,3,J. Redick makes 3-pt shot from 25 ft (assist by M. Barnes)
0:15.0,N. Johnson misses 2-pt shot from 3 ft (block by A. Rivers),,79-103,,
0:15.0,Offensive rebound by Team,,79-103,,
0:15.0,,,79-103,,D. Jones enters the game for J. Crawford
0:14.0,N. Johnson misses 2-pt shot from 3 ft (block by B. Griffin),,79-103,,
0:11.0,,,79-103,,Defensive rebound by A. Rivers
0:02.0,,,79-103,,B. Griffin misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by J. Harden,,79-103,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-103,,B. Griffin misses 2-pt shot from 18 ft
11:41.0,Defensive rebound by D. Howard,,79-103,,
11:30.0,Turnover by N. Johnson (bad pass; steal by A. Rivers),,79-103,,
11:13.0,,,79-106,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
10:54.0,D. Howard misses 2-pt shot from 6 ft,,79-106,,
10:52.0,,,79-106,,Defensive rebound by B. Griffin
10:44.0,,,79-108,2,B. Griffin makes 2-pt shot from 3 ft (assist by C. Paul)
10:38.0,,,79-108,,Violation by B. Griffin (def goaltending)
10:38.0,N. Johnson makes 2-pt shot from 2 ft (assist by T. Ariza),2,81-108,,
10:30.0,,,81-108,,Shooting foul by C. Brewer (drawn by J. Crawford)
10:30.0,,,81-108,,J. Crawford misses free throw 1 of 2
10:30.0,,,81-108,,Offensive rebound by Team
10:30.0,,,81-108,,J. Crawford misses free throw 2 of 2
10:28.0,,,81-108,,Offensive rebound by J. Crawford
10:11.0,,,81-108,,Turnover by A. Rivers (bad pass; steal by T. Ariza)
9:56.0,D. Howard misses 2-pt shot from 6 ft,,81-108,,
9:54.0,,,81-108,,Defensive rebound by B. Griffin
9:52.0,,,81-110,2,B. Griffin makes 2-pt shot from 3 ft
9:52.0,,,81-110,,Shooting foul by D. Howard (drawn by B. Griffin)
9:52.0,Technical foul by D. Howard (drawn by B. Griffin),,81-110,,
9:52.0,C. Capela enters the game for D. Howard,,81-110,,
9:52.0,,,81-111,1,C. Paul makes technical free throw
9:52.0,,,81-112,1,B. Griffin makes free throw 1 of 1
9:39.0,C. Capela misses 2-pt shot from 3 ft,,81-112,,
9:37.0,,,81-112,,Defensive rebound by M. Barnes
9:21.0,,,81-112,,Turnover by B. Griffin (bad pass; steal by T. Ariza)
9:16.0,T. Ariza misses 2-pt shot from 21 ft,,81-112,,
9:14.0,Offensive rebound by C. Capela,,81-112,,
9:12.0,C. Brewer misses 2-pt shot from 9 ft,,81-112,,
9:08.0,,,81-112,,Defensive rebound by A. Rivers
8:53.0,,,81-115,3,C. Paul makes 3-pt shot from 27 ft (assist by B. Griffin)
8:38.0,Shooting foul by C. Paul (drawn by N. Johnson),,81-115,,
8:38.0,Official timeout,,81-115,,
8:38.0,,,81-115,,H. Turkoglu enters the game for B. Griffin
8:38.0,,,81-115,,G. Davis enters the game for C. Paul
8:38.0,K. Papanikolaou enters the game for T. Ariza,,81-115,,
8:38.0,N. Johnson makes free throw 1 of 3,1,82-115,,
8:38.0,N. Johnson makes free throw 2 of 3,1,83-115,,
8:38.0,N. Johnson makes free throw 3 of 3,1,84-115,,
8:09.0,,,84-117,2,J. Crawford makes 2-pt shot from 19 ft
7:52.0,N. Johnson misses 2-pt shot from 6 ft,,84-117,,
7:51.0,Offensive rebound by N. Johnson,,84-117,,
7:50.0,N. Johnson makes 2-pt shot from 3 ft,2,86-117,,
7:27.0,,,86-117,,Turnover by A. Rivers (traveling)
7:21.0,P. Prigioni misses 3-pt shot from 26 ft,,86-117,,
7:20.0,,,86-117,,Defensive rebound by J. Crawford
6:59.0,,,86-117,,J. Crawford misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by K. Papanikolaou,,86-117,,
6:50.0,K. Papanikolaou misses 3-pt shot from 26 ft,,86-117,,
6:49.0,,,86-117,,Defensive rebound by M. Barnes
6:26.0,,,86-117,,G. Davis misses 2-pt shot from 19 ft
6:25.0,Defensive rebound by C. Brewer,,86-117,,
6:19.0,K. Papanikolaou makes 2-pt shot from 7 ft (assist by P. Prigioni),2,88-117,,
5:55.0,,,88-117,,A. Rivers misses 2-pt shot from 4 ft
5:52.0,Defensive rebound by C. Capela,,88-117,,
5:47.0,Turnover by N. Johnson (bad pass; steal by G. Davis),,88-117,,
5:31.0,,,88-117,,H. Turkoglu misses 3-pt shot from 27 ft
5:30.0,Defensive rebound by C. Capela,,88-117,,
5:21.0,,,88-117,,LA Clippers full timeout
5:21.0,J. Dorsey enters the game for C. Brewer,,88-117,,
5:21.0,,,88-117,,S. Hawes enters the game for M. Barnes
5:21.0,,,88-117,,D. Jones enters the game for J. Crawford
5:21.0,,,88-117,,L. Hudson enters the game for G. Davis
5:07.0,N. Johnson misses 3-pt shot from 27 ft (block by A. Rivers),,88-117,,
5:07.0,Offensive rebound by C. Capela,,88-117,,
5:07.0,Turnover by Team (shot clock),,88-117,,
5:07.0,,,88-117,,E. Udoh enters the game for A. Rivers
4:51.0,,,88-117,,H. Turkoglu misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by Team,,88-117,,
4:41.0,Turnover by K. Papanikolaou (bad pass; steal by H. Turkoglu),,88-117,,
4:36.0,,,88-119,2,D. Jones makes 2-pt shot from 3 ft (assist by H. Turkoglu)
4:33.0,,,88-119,,Violation by Team (delay of game)
4:20.0,Shooting foul by S. Hawes (drawn by J. Dorsey),,88-119,,
4:20.0,J. Dorsey makes free throw 1 of 2,1,89-119,,
4:20.0,J. Dorsey misses free throw 2 of 2,,89-119,,
4:17.0,,,89-119,,Defensive rebound by H. Turkoglu
4:03.0,,,89-119,,E. Udoh misses 2-pt shot from 14 ft
4:02.0,Defensive rebound by J. Dorsey,,89-119,,
3:53.0,Turnover by P. Prigioni (bad pass; steal by S. Hawes),,89-119,,
3:47.0,,,89-121,2,L. Hudson makes 2-pt shot from 3 ft (assist by S. Hawes)
3:32.0,Turnover by K. Papanikolaou (bad pass; steal by D. Jones),,89-121,,
3:32.0,Personal take foul by P. Prigioni (drawn by D. Jones),,89-121,,
3:21.0,,,89-121,,Turnover by L. Hudson (lost ball; steal by P. Prigioni)
3:21.0,,,89-121,,Personal take foul by L. Hudson (drawn by P. Prigioni)
3:11.0,,,89-121,,Personal foul by L. Hudson (drawn by P. Prigioni)
2:56.0,J. Dorsey misses 2-pt shot from 12 ft,,89-121,,
2:55.0,,,89-121,,Defensive rebound by E. Udoh
2:38.0,,,89-121,,L. Hudson misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by C. Capela,,89-121,,
2:22.0,Shooting foul by E. Udoh (drawn by C. Capela),,89-121,,
2:22.0,Houston full timeout,,89-121,,
2:22.0,C. Capela misses free throw 1 of 2,,89-121,,
2:22.0,Offensive rebound by Team,,89-121,,
2:22.0,C. Capela misses free throw 2 of 2,,89-121,,
2:21.0,,,89-121,,Defensive rebound by E. Udoh
2:00.0,,,89-123,2,L. Hudson makes 2-pt shot from 2 ft (assist by S. Hawes)
2:00.0,Turnover by K. Papanikolaou (inbound),,89-123,,
1:48.0,,,89-126,3,S. Hawes makes 3-pt shot from 28 ft (assist by H. Turkoglu)
1:39.0,Turnover by P. Prigioni (bad pass),,89-126,,
1:15.0,,,89-126,,E. Udoh misses 2-pt shot from 13 ft
1:14.0,Defensive rebound by J. Dorsey,,89-126,,
1:05.0,P. Prigioni makes 3-pt shot from 25 ft (assist by J. Dorsey),3,92-126,,
0:57.0,,,92-126,,H. Turkoglu misses 3-pt shot from 25 ft
0:55.0,Defensive rebound by P. Prigioni,,92-126,,
0:48.0,Turnover by K. Papanikolaou (lost ball; steal by L. Hudson),,92-126,,
0:44.0,,,92-128,2,E. Udoh makes 2-pt shot from 3 ft (assist by H. Turkoglu)
0:34.0,N. Johnson makes 3-pt shot from 27 ft,3,95-128,,
0:16.0,,,95-128,,H. Turkoglu misses 3-pt shot from 31 ft
0:15.0,Defensive rebound by P. Prigioni,,95-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
