time,Golden State,pts.away,score,pts.home,LA Clippers
5:19.0,Shooting foul by D. Jordan (drawn by M. Speights),,76-90,,
5:19.0,M. Speights makes free throw 1 of 2,1,77-90,,
5:19.0,M. Speights misses free throw 2 of 2,,77-90,,
5:16.0,Offensive rebound by D. Green,,77-90,,
5:16.0,D. Green misses 2-pt shot at rim,,77-90,,
5:13.0,,,77-90,,Defensive rebound by B. Griffin
5:12.0,,,77-90,,Turnover by B. Griffin (back court)
5:07.0,K. Thompson misses 3-pt shot from 25 ft,,77-90,,
5:06.0,,,77-90,,Defensive rebound by B. Griffin
4:53.0,,,77-90,,Shooting foul by D. Green (drawn by B. Griffin)
4:53.0,,,77-91,1,B. Griffin makes free throw 1 of 2
4:53.0,,,77-91,,B. Griffin misses free throw 2 of 2
4:51.0,Defensive rebound by D. Green,,77-91,,
4:33.0,D. Green misses 2-pt shot from 16 ft,,77-91,,
4:30.0,,,77-91,,Defensive rebound by B. Griffin
4:19.0,,,77-93,2,C. Paul makes 2-pt shot from 13 ft
4:09.0,,,77-93,,Personal foul by D. Jordan (drawn by D. Green)
4:09.0,Golden State full timeout,,77-93,,
4:00.0,M. Speights misses 2-pt shot from 16 ft,,77-93,,
3:59.0,,,77-93,,Defensive rebound by B. Griffin
3:36.0,,,77-93,,Shooting foul by D. Green (drawn by B. Griffin)
3:36.0,,,77-94,1,B. Griffin makes free throw 1 of 2
3:36.0,,,77-94,,B. Griffin misses free throw 2 of 2
3:34.0,Defensive rebound by D. Green,,77-94,,
3:21.0,S. Curry misses 2-pt shot from 22 ft,,77-94,,
3:20.0,,,77-94,,Defensive rebound by M. Barnes
2:56.0,,,77-97,3,J. Crawford makes 3-pt shot from 28 ft
2:55.0,Golden State full timeout,,77-97,,
2:55.0,L. Barbosa enters the game for D. Green,,77-97,,
2:55.0,J. Holiday enters the game for M. Speights,,77-97,,
2:55.0,O. Kuzmic enters the game for K. Thompson,,77-97,,
2:55.0,S. Livingston enters the game for S. Curry,,77-97,,
2:39.0,J. Holiday makes 3-pt shot from 25 ft (assist by O. Kuzmic),3,80-97,,
2:11.0,,,80-97,,J. Crawford misses 3-pt shot from 26 ft
2:10.0,Defensive rebound by H. Barnes,,80-97,,
2:02.0,H. Barnes makes 2-pt shot from 7 ft,2,82-97,,
1:39.0,,,82-97,,C. Paul misses 2-pt shot from 16 ft
1:38.0,Defensive rebound by H. Barnes,,82-97,,
1:26.0,H. Barnes misses 3-pt shot from 26 ft,,82-97,,
1:25.0,,,82-97,,Defensive rebound by D. Jordan
1:10.0,Personal foul by H. Barnes (drawn by B. Griffin),,82-97,,
1:10.0,,,82-97,,B. Griffin misses free throw 1 of 2
1:10.0,,,82-97,,Offensive rebound by Team
1:10.0,,,82-97,,J. Cunningham enters the game for C. Paul
1:10.0,,,82-97,,R. Bullock enters the game for M. Barnes
1:10.0,,,82-97,,E. Udoh enters the game for D. Jordan
1:10.0,,,82-97,,J. Farmar enters the game for J. Crawford
1:10.0,,,82-98,1,B. Griffin makes free throw 2 of 2
0:51.0,J. Holiday makes 2-pt shot from 15 ft,2,84-98,,
0:37.0,,,84-98,,E. Udoh misses 2-pt shot from 8 ft
0:35.0,Defensive rebound by H. Barnes,,84-98,,
0:30.0,Shooting foul by B. Griffin (drawn by H. Barnes),,84-98,,
0:30.0,,,84-98,,Technical foul by B. Griffin (drawn by H. Barnes)
0:30.0,J. Holiday makes technical free throw,1,85-98,,
0:30.0,H. Barnes misses free throw 1 of 2,,85-98,,
0:30.0,Offensive rebound by Team,,85-98,,
0:30.0,,,85-98,,G. Davis enters the game for B. Griffin
0:30.0,H. Barnes makes free throw 2 of 2,1,86-98,,
0:14.0,,,86-100,2,J. Cunningham makes 2-pt shot from 17 ft (assist by E. Udoh)
0:06.0,H. Barnes misses 2-pt shot from 10 ft,,86-100,,
0:05.0,Offensive rebound by O. Kuzmic,,86-100,,
0:04.0,J. Holiday misses 3-pt shot from 25 ft,,86-100,,
0:01.0,,,86-100,,Defensive rebound by J. Farmar
0:00.0,End of 4th quarter,,,,End of 4th quarter
