time,Charlotte,pts.away,score,pts.home,Detroit
3:02.0,,,74-101,2,C. Martin makes 2-pt shot from 21 ft (assist by J. Lucas III)
2:43.0,J. Taylor misses 2-pt shot from 19 ft,,74-101,,
2:42.0,,,74-101,,Defensive rebound by J. Lucas III
2:29.0,,,74-104,3,S. Williams makes 3-pt shot from 25 ft (assist by C. Martin)
2:13.0,T. Daniels misses 3-pt shot from 26 ft,,74-104,,
2:12.0,,,74-104,,Defensive rebound by J. Anthony
1:59.0,,,74-107,3,S. Williams makes 3-pt shot from 23 ft (assist by J. Lucas III)
1:55.0,Charlotte full timeout,,74-107,,
1:47.0,Turnover by J. Taylor (bad pass),,74-107,,
1:31.0,,,74-110,3,Q. Miller makes 3-pt shot from 27 ft (assist by C. Martin)
1:22.0,B. Roberts misses 2-pt shot from 3 ft,,74-110,,
1:22.0,Offensive rebound by N. Vonleh,,74-110,,
1:22.0,N. Vonleh misses 2-pt shot at rim,,74-110,,
1:21.0,,,74-110,,Defensive rebound by Q. Miller
1:15.0,,,74-113,3,J. Lucas III makes 3-pt shot from 27 ft (assist by Q. Miller)
1:01.0,Shooting foul by Q. Miller (drawn by J. Taylor),,74-113,,
1:01.0,J. Taylor makes free throw 1 of 2,1,75-113,,
1:01.0,J. Taylor makes free throw 2 of 2,1,76-113,,
0:49.0,,,76-113,,Shooting foul by N. Vonleh (drawn by J. Anthony)
0:49.0,,,76-114,1,J. Anthony makes free throw 1 of 2
0:49.0,,,76-114,,J. Anthony misses free throw 2 of 2
0:49.0,,,76-114,,Offensive rebound by S. Williams
0:47.0,,,76-116,2,S. Williams makes 2-pt shot at rim
0:39.0,,,76-116,,Personal foul by S. Williams (drawn by B. Roberts)
0:39.0,B. Roberts misses free throw 1 of 2,,76-116,,
0:39.0,Offensive rebound by Team,,76-116,,
0:39.0,B. Roberts makes free throw 2 of 2,1,77-116,,
0:27.0,,,77-116,,C. Martin misses 2-pt shot from 19 ft
0:26.0,,,77-116,,Offensive rebound by J. Lucas III
0:01.0,,,77-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
