time,San Antonio,pts.away,score,pts.home,New Orleans
0:16.0,,,98-104,,Turnover by E. Gordon (bad pass; steal by M. Belinelli)
0:11.0,P. Mills makes 3-pt shot from 27 ft (assist by C. Joseph),3,101-104,,
0:10.0,Personal take foul by P. Mills (drawn by J. Holiday),,101-104,,
0:10.0,,,101-105,1,J. Holiday makes free throw 1 of 2
0:10.0,T. Duncan enters the game for K. Anderson,,101-105,,
0:10.0,,,101-106,1,J. Holiday makes free throw 2 of 2
0:10.0,San Antonio full timeout,,101-106,,
0:10.0,K. Leonard enters the game for C. Joseph,,101-106,,
0:10.0,D. Green enters the game for J. Ayres,,101-106,,
0:10.0,,,101-106,,Q. Pondexter enters the game for R. Anderson
0:07.0,P. Mills misses 3-pt shot from 26 ft,,101-106,,
0:06.0,,,101-106,,Defensive rebound by A. Davis
0:05.0,Personal take foul by D. Green (drawn by A. Davis),,101-106,,
0:05.0,K. Anderson enters the game for T. Duncan,,101-106,,
0:05.0,,,101-107,1,A. Davis makes free throw 1 of 2
0:05.0,,,101-108,1,A. Davis makes free throw 2 of 2
0:00.0,P. Mills makes 2-pt shot from 2 ft,2,103-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
