time,Indiana,pts.away,score,pts.home,Brooklyn
0:15.0,,,100-108,3,J. Johnson makes 3-pt shot from 23 ft (assist by B. Lopez)
0:15.0,Indiana full timeout,,100-108,,
0:15.0,,,100-108,,M. Brown enters the game for T. Young
0:15.0,D. Rudez enters the game for R. Hibbert,,100-108,,
0:13.0,G. Hill makes 3-pt shot from 25 ft (assist by D. Rudez),3,103-108,,
0:12.0,Personal foul by C. Watson (drawn by J. Jack),,103-108,,
0:12.0,,,103-109,1,J. Jack makes free throw 1 of 2
0:12.0,,,103-110,1,J. Jack makes free throw 2 of 2
0:12.0,Indiana full timeout,,103-110,,
0:12.0,,,103-110,,T. Young enters the game for B. Lopez
0:12.0,Indiana full timeout,,103-110,,
0:08.0,S. Hill misses 3-pt shot from 29 ft,,103-110,,
0:07.0,,,103-110,,Defensive rebound by J. Jack
0:07.0,Personal foul by D. Rudez (drawn by J. Jack),,103-110,,
0:07.0,,,103-110,,J. Jack misses free throw 1 of 2
0:07.0,,,103-110,,Offensive rebound by Team
0:07.0,,,103-111,1,J. Jack makes free throw 2 of 2
0:01.0,G. Hill makes 3-pt shot from 26 ft,3,106-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
