time,Philadelphia,pts.away,score,pts.home,Washington
4:39.0,,,70-99,,K. Humphries misses free throw 2 of 2
4:36.0,Defensive rebound by F. Aldemir,,70-99,,
4:23.0,M. Carter-Williams misses 3-pt shot from 26 ft,,70-99,,
4:22.0,,,70-99,,Defensive rebound by O. Porter
4:09.0,,,70-101,2,K. Seraphin makes 2-pt shot from 9 ft
3:49.0,M. Thomas misses 2-pt shot from 18 ft,,70-101,,
3:48.0,Offensive rebound by Team,,70-101,,
3:48.0,,,70-101,,D. Gooden enters the game for K. Humphries
3:48.0,L. Drew enters the game for M. Carter-Williams,,70-101,,
3:48.0,J. Sampson enters the game for M. Thomas,,70-101,,
3:41.0,H. Thompson makes 2-pt shot at rim (assist by L. Drew),2,72-101,,
3:41.0,Shooting foul by M. Webster (drawn by H. Thompson),,72-101,,
3:41.0,H. Thompson misses free throw 1 of 1,,72-101,,
3:41.0,,,72-101,,Defensive rebound by Team
3:24.0,,,72-103,2,G. Temple makes 2-pt shot from 18 ft
3:13.0,Turnover by L. Drew (bad pass),,72-103,,
2:57.0,,,72-103,,Turnover by M. Webster (bad pass; steal by J. Sampson)
2:43.0,L. Drew misses 2-pt shot from 18 ft,,72-103,,
2:42.0,,,72-103,,Defensive rebound by D. Gooden
2:36.0,,,72-103,,Turnover by G. Temple (bad pass; steal by H. Thompson)
2:23.0,Shooting foul by M. Webster (drawn by J. Grant),,72-103,,
2:23.0,,,72-103,,Washington full timeout
2:23.0,J. Grant makes free throw 1 of 2,1,73-103,,
2:23.0,J. Grant misses free throw 2 of 2,,73-103,,
2:22.0,,,73-103,,Defensive rebound by D. Gooden
2:04.0,,,73-105,2,M. Webster makes 2-pt shot from 16 ft
1:47.0,J. Sampson misses 2-pt shot from 8 ft,,73-105,,
1:46.0,,,73-105,,Defensive rebound by D. Gooden
1:34.0,,,73-108,3,G. Temple makes 3-pt shot from 26 ft
1:23.0,H. Thompson makes 3-pt shot from 26 ft (assist by L. Drew),3,76-108,,
1:01.0,,,76-108,,M. Webster misses 3-pt shot from 26 ft
1:00.0,,,76-108,,Offensive rebound by K. Seraphin
0:58.0,,,76-108,,K. Seraphin misses 2-pt shot from 1 ft (block by H. Thompson)
0:58.0,,,76-108,,Offensive rebound by Team
0:55.0,,,76-108,,D. Gooden misses 2-pt shot from 22 ft
0:54.0,,,76-108,,Offensive rebound by K. Seraphin
0:36.0,,,76-111,3,G. Temple makes 3-pt shot from 25 ft
0:25.0,J. Grant misses 3-pt shot from 26 ft,,76-111,,
0:24.0,,,76-111,,Defensive rebound by G. Temple
0:01.0,,,76-111,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
