time,Atlanta,pts.away,score,pts.home,Toronto
5:56.0,M. Scott makes 2-pt shot from 11 ft (assist by J. Teague),2,84-98,,
5:38.0,,,84-98,,D. DeRozan misses 3-pt shot from 23 ft
5:37.0,,,84-98,,Offensive rebound by Team
5:36.0,Official timeout,,84-98,,
5:32.0,,,84-98,,D. DeRozan misses 2-pt shot from 17 ft
5:31.0,Defensive rebound by J. Teague,,84-98,,
5:26.0,J. Teague misses 2-pt shot from 2 ft (block by A. Johnson),,84-98,,
5:24.0,,,84-98,,Defensive rebound by D. DeRozan
5:17.0,,,84-98,,G. Vasquez misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by M. Scott,,84-98,,
5:05.0,M. Scott misses 3-pt shot from 24 ft,,84-98,,
5:04.0,,,84-98,,Defensive rebound by G. Vasquez
4:46.0,,,84-101,3,P. Patterson makes 3-pt shot from 22 ft (assist by A. Johnson)
4:41.0,Turnover by P. Millsap (bad pass; steal by K. Lowry),,84-101,,
4:27.0,,,84-101,,G. Vasquez misses 3-pt shot from 24 ft
4:26.0,,,84-101,,Offensive rebound by K. Lowry
4:15.0,,,84-101,,K. Lowry misses 2-pt shot from 14 ft
4:13.0,Defensive rebound by Team,,84-101,,
4:13.0,A. Horford enters the game for P. Millsap,,84-101,,
4:13.0,,,84-101,,T. Ross enters the game for G. Vasquez
4:00.0,Shooting foul by A. Johnson (drawn by J. Teague),,84-101,,
4:00.0,J. Teague makes free throw 1 of 2,1,85-101,,
4:00.0,,,85-101,,J. Valanciunas enters the game for P. Patterson
4:00.0,J. Teague makes free throw 2 of 2,1,86-101,,
3:59.0,,,86-101,,Turnover by J. Valanciunas (bad pass; steal by J. Teague)
3:53.0,J. Teague makes 2-pt shot from 2 ft,2,88-101,,
3:39.0,,,88-101,,Offensive foul by D. DeRozan
3:39.0,,,88-101,,Turnover by D. DeRozan (offensive foul)
3:32.0,Turnover by J. Teague (bad pass),,88-101,,
3:24.0,Personal foul by M. Scott (drawn by A. Johnson),,88-101,,
3:18.0,Personal foul by A. Horford (drawn by D. DeRozan),,88-101,,
3:18.0,,,88-101,,D. DeRozan misses free throw 1 of 2
3:18.0,,,88-101,,Offensive rebound by Team
3:18.0,,,88-102,1,D. DeRozan makes free throw 2 of 2
2:57.0,M. Scott makes 3-pt shot from 24 ft (assist by J. Teague),3,91-102,,
2:37.0,,,91-102,,D. DeRozan misses 2-pt shot from 1 ft (block by A. Horford)
2:35.0,Defensive rebound by M. Scott,,91-102,,
2:29.0,D. Carroll makes 3-pt shot from 23 ft (assist by M. Scott),3,94-102,,
2:27.0,,,94-102,,Toronto full timeout
2:27.0,Atlanta full timeout,,94-102,,
2:27.0,,,94-102,,P. Patterson enters the game for J. Valanciunas
2:15.0,Personal foul by M. Scott (drawn by K. Lowry),,94-102,,
2:15.0,,,94-103,1,K. Lowry makes free throw 1 of 2
2:15.0,,,94-103,,K. Lowry misses free throw 2 of 2
2:14.0,Defensive rebound by A. Horford,,94-103,,
2:07.0,J. Teague makes 2-pt shot from 1 ft,2,96-103,,
1:47.0,Violation by A. Horford (kicked ball),,96-103,,
1:47.0,,,96-103,,Toronto full timeout
1:34.0,,,96-103,,K. Lowry misses 2-pt shot from 2 ft
1:33.0,Defensive rebound by A. Horford,,96-103,,
1:26.0,M. Scott makes 3-pt shot from 24 ft (assist by J. Teague),3,99-103,,
1:07.0,,,99-103,,P. Patterson misses 3-pt shot from 24 ft
1:05.0,,,99-103,,Offensive rebound by K. Lowry
0:47.0,,,99-103,,Shooting foul by A. Horford (drawn by K. Lowry)
0:47.0,,,99-104,1,K. Lowry makes free throw 1 of 2
0:47.0,,,99-105,1,K. Lowry makes free throw 2 of 2
0:47.0,Atlanta full timeout,,99-105,,
0:36.0,,,99-105,,Violation by P. Patterson (def goaltending)
0:36.0,D. Carroll makes 2-pt shot from 1 ft,2,101-105,,
0:33.0,Personal foul by D. Carroll (drawn by D. DeRozan),,101-105,,
0:33.0,,,101-105,,D. DeRozan misses free throw 1 of 2
0:33.0,,,101-105,,Offensive rebound by Team
0:33.0,,,101-105,,D. DeRozan misses free throw 2 of 2
0:33.0,,,101-105,,Offensive rebound by D. DeRozan
0:32.0,Personal foul by J. Teague (drawn by D. DeRozan),,101-105,,
0:32.0,,,101-106,1,D. DeRozan makes free throw 1 of 2
0:32.0,,,101-107,1,D. DeRozan makes free throw 2 of 2
0:32.0,Atlanta full timeout,,101-107,,
0:27.0,K. Korver misses 2-pt shot from 21 ft,,101-107,,
0:26.0,Offensive rebound by A. Horford,,101-107,,
0:25.0,Shooting foul by K. Lowry (drawn by J. Teague),,101-107,,
0:25.0,J. Teague misses free throw 1 of 2,,101-107,,
0:25.0,Offensive rebound by Team,,101-107,,
0:25.0,T. Sefolosha enters the game for K. Korver,,101-107,,
0:25.0,P. Millsap enters the game for M. Scott,,101-107,,
0:25.0,J. Teague makes free throw 2 of 2,1,102-107,,
0:20.0,,,102-109,2,P. Patterson makes 2-pt shot at rim (assist by T. Ross)
0:00.0,Turnover by J. Teague (lost ball; steal by K. Lowry),,102-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
