time,Toronto,pts.away,score,pts.home,Boston
5:29.0,J. Valanciunas misses 2-pt shot from 12 ft,,85-82,,
5:27.0,,,85-82,,Defensive rebound by J. Jerebko
5:24.0,,,85-82,,Boston full timeout
5:24.0,,,85-82,,I. Thomas enters the game for P. Pressey
5:24.0,,,85-82,,B. Bass enters the game for J. Jerebko
5:24.0,K. Lowry enters the game for G. Vasquez,,85-82,,
5:14.0,,,85-82,,E. Turner misses 2-pt shot from 14 ft
5:13.0,Defensive rebound by K. Lowry,,85-82,,
4:57.0,J. Valanciunas misses 2-pt shot from 4 ft (block by M. Smart),,85-82,,
4:56.0,,,85-82,,Defensive rebound by M. Smart
4:46.0,,,85-82,,I. Thomas misses 2-pt shot from 18 ft (block by L. Williams)
4:45.0,Defensive rebound by L. Williams,,85-82,,
4:37.0,J. Johnson makes 2-pt shot from 2 ft,2,87-82,,
4:18.0,,,87-84,2,T. Zeller makes 2-pt shot from 17 ft (assist by E. Turner)
3:43.0,L. Williams misses 3-pt shot from 25 ft,,87-84,,
3:42.0,,,87-84,,Defensive rebound by B. Bass
3:33.0,,,87-87,3,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas)
3:11.0,K. Lowry misses 2-pt shot from 19 ft,,87-87,,
3:10.0,,,87-87,,Defensive rebound by Team
2:54.0,,,87-87,,T. Zeller misses 2-pt shot at rim (block by P. Patterson)
2:53.0,,,87-87,,Offensive rebound by B. Bass
2:52.0,,,87-89,2,B. Bass makes 2-pt shot from 1 ft
2:29.0,L. Williams makes 2-pt shot from 5 ft,2,89-89,,
2:10.0,,,89-89,,Turnover by E. Turner (lost ball)
2:10.0,Toronto full timeout,,89-89,,
2:10.0,G. Vasquez enters the game for J. Valanciunas,,89-89,,
2:10.0,T. Hansbrough enters the game for J. Johnson,,89-89,,
1:54.0,L. Williams misses 2-pt shot from 15 ft,,89-89,,
1:53.0,,,89-89,,Defensive rebound by E. Turner
1:39.0,,,89-89,,I. Thomas misses 3-pt shot from 24 ft
1:37.0,,,89-89,,Offensive rebound by M. Smart
1:34.0,,,89-89,,Turnover by M. Smart (bad pass; steal by L. Williams)
1:16.0,G. Vasquez misses 3-pt shot from 25 ft,,89-89,,
1:14.0,Offensive rebound by L. Williams,,89-89,,
0:57.0,L. Williams misses 3-pt shot from 25 ft,,89-89,,
0:55.0,,,89-89,,Defensive rebound by E. Turner
0:55.0,,,89-89,,Boston full timeout
0:55.0,T. Ross enters the game for G. Vasquez,,89-89,,
0:55.0,,,89-89,,J. Crowder enters the game for B. Bass
0:38.0,,,89-89,,I. Thomas misses 2-pt shot from 1 ft (block by T. Ross)
0:37.0,,,89-89,,Offensive rebound by Team
0:35.0,,,89-91,2,E. Turner makes 2-pt shot from 16 ft (assist by M. Smart)
0:35.0,Toronto full timeout,,89-91,,
0:35.0,,,89-91,,B. Bass enters the game for T. Zeller
0:35.0,G. Vasquez enters the game for T. Hansbrough,,89-91,,
0:31.0,K. Lowry makes 2-pt shot from 2 ft,2,91-91,,
0:31.0,,,91-91,,Boston full timeout
0:31.0,T. Hansbrough enters the game for G. Vasquez,,91-91,,
0:31.0,,,91-91,,T. Zeller enters the game for B. Bass
0:20.0,,,91-91,,E. Turner misses 2-pt shot from 5 ft
0:18.0,,,91-91,,Offensive rebound by E. Turner
0:14.0,,,91-93,2,T. Zeller makes 2-pt shot at rim (assist by E. Turner)
0:14.0,Toronto full timeout,,91-93,,
0:14.0,,,91-93,,B. Bass enters the game for T. Zeller
0:14.0,G. Vasquez enters the game for T. Hansbrough,,91-93,,
0:10.0,K. Lowry makes 2-pt shot from 1 ft,2,93-93,,
0:03.0,,,93-93,,E. Turner misses 2-pt shot from 3 ft (block by T. Ross)
0:03.0,,,93-93,,Offensive rebound by Team
0:03.0,,,93-93,,T. Zeller enters the game for B. Bass
0:03.0,T. Hansbrough enters the game for G. Vasquez,,93-93,,
0:01.0,,,93-95,2,J. Crowder makes 2-pt shot from 19 ft (assist by M. Smart)
0:01.0,Toronto full timeout,,93-95,,
0:01.0,G. Vasquez enters the game for T. Ross,,93-95,,
0:01.0,,,93-95,,B. Bass enters the game for I. Thomas
0:00.0,End of 4th quarter,,,,End of 4th quarter
