time,Indiana,pts.away,score,pts.home,Philadelphia
5:13.0,,,100-81,,Turnover by T. Frazier (lost ball; steal by D. Rudez)
5:11.0,,,100-81,,Violation by T. Frazier (kicked ball)
4:55.0,Turnover by L. Scola (lost ball; steal by T. Frazier),,100-81,,
4:44.0,,,100-81,,R. Covington misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by L. Scola,,100-81,,
4:24.0,L. Scola misses 2-pt shot from 15 ft,,100-81,,
4:22.0,,,100-81,,Defensive rebound by J. Grant
4:14.0,,,100-81,,L. Mbah a Moute misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by R. Stuckey,,100-81,,
3:49.0,R. Stuckey misses 3-pt shot from 26 ft,,100-81,,
3:48.0,,,100-81,,Defensive rebound by L. Mbah a Moute
3:42.0,,,100-81,,R. Covington misses 3-pt shot from 25 ft
3:40.0,,,100-81,,Offensive rebound by J. Grant
3:36.0,,,100-84,3,T. Frazier makes 3-pt shot from 25 ft (assist by J. Grant)
3:35.0,Indiana full timeout,,100-84,,
3:35.0,S. Hill enters the game for R. Stuckey,,100-84,,
3:35.0,D. Sloan enters the game for C. Watson,,100-84,,
3:35.0,,,100-84,,J. Sampson enters the game for R. Covington
3:35.0,,,100-84,,H. Thompson enters the game for L. Mbah a Moute
3:35.0,,,100-84,,F. Aldemir enters the game for N. Noel
3:18.0,D. Rudez misses 3-pt shot from 22 ft,,100-84,,
3:16.0,,,100-84,,Defensive rebound by F. Aldemir
3:10.0,,,100-86,2,J. Grant makes 2-pt shot from 1 ft
2:53.0,Shooting foul by F. Aldemir (drawn by L. Scola),,100-86,,
2:53.0,L. Scola makes free throw 1 of 2,1,101-86,,
2:53.0,L. Scola makes free throw 2 of 2,1,102-86,,
2:40.0,,,102-86,,Shooting foul by L. Scola (drawn by J. Grant)
2:40.0,,,102-86,,J. Grant misses free throw 1 of 2
2:40.0,,,102-86,,Offensive rebound by Team
2:40.0,,,102-86,,J. Grant misses free throw 2 of 2
2:39.0,,,102-86,,Offensive rebound by F. Aldemir
2:36.0,,,102-86,,H. Thompson misses 3-pt shot from 25 ft
2:34.0,,,102-86,,Offensive rebound by J. Grant
2:34.0,,,102-88,2,J. Grant makes 2-pt shot at rim
2:21.0,L. Scola misses 2-pt shot from 9 ft,,102-88,,
2:19.0,,,102-88,,Defensive rebound by J. Sampson
2:14.0,,,102-88,,J. Sampson misses 2-pt shot from 7 ft
2:12.0,,,102-88,,Offensive rebound by F. Aldemir
2:08.0,,,102-88,,J. Sampson misses 3-pt shot from 22 ft
2:05.0,Defensive rebound by L. Scola,,102-88,,
1:49.0,D. Sloan misses 2-pt shot from 11 ft,,102-88,,
1:48.0,Offensive rebound by L. Scola,,102-88,,
1:46.0,L. Scola makes 2-pt shot from 1 ft,2,104-88,,
1:44.0,,,104-88,,Philadelphia full timeout
1:37.0,,,104-88,,J. Grant misses 3-pt shot from 27 ft
1:34.0,Defensive rebound by D. Sloan,,104-88,,
1:12.0,D. Sloan misses 3-pt shot from 25 ft,,104-88,,
1:11.0,,,104-88,,Defensive rebound by J. Grant
0:59.0,,,104-91,3,H. Thompson makes 3-pt shot from 24 ft (assist by J. Grant)
0:40.0,Turnover by L. Allen (bad pass; steal by J. Sampson),,104-91,,
0:36.0,,,104-93,2,J. Sampson makes 2-pt shot at rim
0:29.0,Indiana full timeout,,104-93,,
0:16.0,S. Hill makes 2-pt shot from 1 ft (assist by L. Allen),2,106-93,,
0:09.0,,,106-93,,J. Sampson misses 3-pt shot from 27 ft
0:07.0,,,106-93,,Offensive rebound by F. Aldemir
0:07.0,,,106-95,2,F. Aldemir makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
