time,Charlotte,pts.away,score,pts.home,Milwaukee
5:03.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,98-87,,
5:02.0,,,98-87,,Defensive rebound by Team
5:02.0,Loose ball foul by A. Jefferson (drawn by B. Knight),,98-87,,
4:42.0,,,98-87,,L. Sanders misses 2-pt shot from 7 ft
4:40.0,Defensive rebound by A. Jefferson,,98-87,,
4:23.0,A. Jefferson makes 2-pt shot from 15 ft (assist by M. Kidd-Gilchrist),2,100-87,,
4:11.0,,,100-89,2,B. Knight makes 2-pt shot from 22 ft
3:56.0,A. Jefferson misses 2-pt shot at rim,,100-89,,
3:55.0,,,100-89,,Defensive rebound by G. Antetokounmpo
3:45.0,,,100-89,,J. Bayless misses 3-pt shot from 26 ft
3:44.0,,,100-89,,Offensive rebound by L. Sanders
3:35.0,,,100-91,2,B. Knight makes 2-pt shot from 1 ft (assist by L. Sanders)
3:14.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft,,100-91,,
3:13.0,,,100-91,,Defensive rebound by L. Sanders
3:06.0,,,100-91,,B. Knight misses 2-pt shot from 2 ft
3:05.0,Defensive rebound by A. Jefferson,,100-91,,
3:01.0,Charlotte full timeout,,100-91,,
2:48.0,K. Walker misses 2-pt shot from 6 ft,,100-91,,
2:46.0,Offensive rebound by M. Kidd-Gilchrist,,100-91,,
2:46.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,102-91,,
2:32.0,,,102-91,,Turnover by J. Bayless (bad pass)
2:14.0,K. Walker misses 2-pt shot from 8 ft,,102-91,,
2:12.0,,,102-91,,Defensive rebound by L. Sanders
2:07.0,,,102-91,,Shooting foul by K. Walker (drawn by B. Knight)
2:07.0,,,102-92,1,B. Knight makes free throw 1 of 3
2:07.0,,,102-93,1,B. Knight makes free throw 2 of 3
2:07.0,,,102-94,1,B. Knight makes free throw 3 of 3
1:42.0,G. Henderson misses 2-pt shot from 13 ft,,102-94,,
1:41.0,,,102-94,,Defensive rebound by G. Antetokounmpo
1:33.0,,,102-96,2,B. Knight makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
1:22.0,K. Walker misses 2-pt shot from 7 ft,,102-96,,
1:20.0,Offensive rebound by M. Kidd-Gilchrist,,102-96,,
0:57.0,M. Kidd-Gilchrist misses 2-pt shot from 17 ft,,102-96,,
0:56.0,,,102-96,,Defensive rebound by G. Antetokounmpo
0:52.0,,,102-96,,G. Antetokounmpo misses 2-pt shot from 3 ft (block by A. Jefferson)
0:51.0,,,102-96,,Offensive rebound by Team
0:51.0,,,102-96,,Milwaukee full timeout
0:51.0,,,102-96,,K. Middleton enters the game for G. Antetokounmpo
0:49.0,,,102-96,,K. Middleton misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by A. Jefferson,,102-96,,
0:47.0,Charlotte full timeout,,102-96,,
0:47.0,G. Neal enters the game for M. Kidd-Gilchrist,,102-96,,
0:43.0,,,102-96,,Personal foul by L. Sanders (drawn by K. Walker)
0:36.0,Jump ball: B. Knight vs. G. Neal (M. Williams gains possession),,,,Jump ball: B. Knight vs. G. Neal (M. Williams gains possession)
0:32.0,,,102-96,,Personal foul by B. Knight (drawn by G. Neal)
0:32.0,G. Neal misses free throw 1 of 2,,102-96,,
0:32.0,Offensive rebound by Team,,102-96,,
0:32.0,G. Neal makes free throw 2 of 2,1,103-96,,
0:32.0,,,103-96,,Milwaukee full timeout
0:32.0,M. Kidd-Gilchrist enters the game for A. Jefferson,,103-96,,
0:32.0,C. Zeller enters the game for G. Neal,,103-96,,
0:26.0,,,103-99,3,B. Knight makes 3-pt shot from 27 ft
0:26.0,Charlotte full timeout,,103-99,,
0:26.0,A. Jefferson enters the game for M. Kidd-Gilchrist,,103-99,,
0:26.0,G. Neal enters the game for C. Zeller,,103-99,,
0:26.0,,,103-99,,G. Antetokounmpo enters the game for K. Middleton
0:24.0,,,103-99,,Personal take foul by J. Bayless (drawn by G. Henderson)
0:24.0,G. Henderson makes free throw 1 of 2,1,104-99,,
0:24.0,C. Zeller enters the game for A. Jefferson,,104-99,,
0:24.0,M. Kidd-Gilchrist enters the game for G. Neal,,104-99,,
0:24.0,G. Henderson makes free throw 2 of 2,1,105-99,,
0:24.0,,,105-99,,Milwaukee full timeout
0:24.0,,,105-99,,K. Middleton enters the game for G. Antetokounmpo
0:20.0,,,105-99,,B. Knight misses 2-pt shot from 20 ft
0:19.0,Defensive rebound by M. Williams,,105-99,,
0:18.0,,,105-99,,Personal take foul by J. Dudley (drawn by K. Walker)
0:18.0,K. Walker misses free throw 1 of 2,,105-99,,
0:18.0,Offensive rebound by Team,,105-99,,
0:18.0,K. Walker makes free throw 2 of 2,1,106-99,,
0:14.0,,,106-99,,J. Bayless misses 2-pt shot from 2 ft
0:12.0,Defensive rebound by C. Zeller,,106-99,,
0:08.0,,,106-99,,Personal take foul by B. Knight (drawn by G. Henderson)
0:08.0,G. Henderson makes free throw 1 of 2,1,107-99,,
0:08.0,G. Henderson makes free throw 2 of 2,1,108-99,,
0:04.0,,,108-101,2,J. Bayless makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
