time,Minnesota,pts.away,score,pts.home,Dallas
7:39.0,M. Williams enters the game for Z. LaVine,,93-113,,
7:26.0,Shooting foul by T. Chandler (drawn by A. Wiggins),,93-113,,
7:26.0,A. Wiggins makes free throw 1 of 2,1,94-113,,
7:26.0,A. Wiggins misses free throw 2 of 2,,94-113,,
7:25.0,,,94-113,,Defensive rebound by T. Chandler
7:18.0,,,94-115,2,R. Jefferson makes 2-pt shot at rim (assist by M. Ellis)
6:58.0,A. Bennett makes 2-pt shot at rim (assist by C. Brewer),2,96-115,,
6:44.0,,,96-117,2,T. Chandler makes 2-pt shot at rim (assist by J. Barea)
6:44.0,,,96-117,,Shooting foul by A. Bennett (drawn by T. Chandler)
6:44.0,,,96-118,1,T. Chandler makes free throw 1 of 1
6:30.0,Turnover by C. Brewer (lost ball),,96-118,,
6:17.0,,,96-120,2,J. Barea makes 2-pt shot from 1 ft (assist by T. Chandler)
5:51.0,C. Brewer misses 2-pt shot from 2 ft (block by D. Harris),,96-120,,
5:50.0,Offensive rebound by Team,,96-120,,
5:50.0,Official timeout,,96-120,,
5:50.0,,,96-120,,B. Wright enters the game for T. Chandler
5:50.0,S. Muhammad enters the game for A. Wiggins,,96-120,,
5:46.0,K. Martin misses 2-pt shot from 18 ft,,96-120,,
5:45.0,Offensive rebound by A. Bennett,,96-120,,
5:45.0,,,96-120,,Personal foul by D. Harris (drawn by A. Bennett)
5:45.0,A. Bennett makes free throw 1 of 2,1,97-120,,
5:45.0,,,97-120,,J. Crowder enters the game for D. Harris
5:45.0,A. Bennett makes free throw 2 of 2,1,98-120,,
5:31.0,,,98-120,,J. Barea misses 2-pt shot from 19 ft
5:30.0,Defensive rebound by K. Martin,,98-120,,
5:24.0,S. Muhammad makes 2-pt shot at rim (assist by C. Brewer),2,100-120,,
5:15.0,,,100-120,,M. Ellis misses 2-pt shot from 10 ft
5:13.0,Defensive rebound by S. Muhammad,,100-120,,
5:07.0,A. Bennett makes 2-pt shot from 2 ft (assist by M. Williams),2,102-120,,
5:07.0,,,102-120,,Dallas full timeout
4:50.0,,,102-123,3,J. Crowder makes 3-pt shot from 23 ft (assist by R. Jefferson)
4:32.0,K. Martin misses 2-pt shot from 1 ft (block by J. Crowder),,102-123,,
4:31.0,,,102-123,,Defensive rebound by B. Wright
4:22.0,,,102-125,2,R. Jefferson makes 2-pt shot at rim
4:05.0,S. Muhammad makes 2-pt shot from 5 ft (assist by M. Williams),2,104-125,,
3:54.0,,,104-127,2,J. Barea makes 2-pt shot from 1 ft
3:46.0,M. Williams misses 2-pt shot from 7 ft,,104-127,,
3:43.0,,,104-127,,Defensive rebound by J. Crowder
3:39.0,,,104-127,,Turnover by R. Jefferson (bad pass)
3:39.0,C. Budinger enters the game for K. Martin,,104-127,,
3:26.0,C. Budinger misses 3-pt shot from 25 ft,,104-127,,
3:25.0,,,104-127,,Defensive rebound by R. Jefferson
3:21.0,,,104-127,,Turnover by R. Jefferson (bad pass)
3:21.0,,,104-127,,C. Villanueva enters the game for M. Ellis
3:09.0,S. Muhammad misses 2-pt shot from 1 ft (block by R. Jefferson),,104-127,,
3:09.0,Offensive rebound by S. Muhammad,,104-127,,
3:09.0,Turnover by S. Muhammad (kicked ball),,104-127,,
2:58.0,,,104-127,,J. Barea misses 2-pt shot from 19 ft
2:57.0,Defensive rebound by A. Bennett,,104-127,,
2:52.0,A. Bennett makes 2-pt shot at rim (assist by C. Brewer),2,106-127,,
2:31.0,,,106-127,,J. Crowder misses 2-pt shot from 15 ft
2:30.0,Defensive rebound by S. Muhammad,,106-127,,
2:26.0,Offensive foul by S. Muhammad,,106-127,,
2:26.0,Turnover by S. Muhammad (offensive foul),,106-127,,
2:26.0,,,106-127,,A. Aminu enters the game for B. Wright
2:25.0,G. Dieng enters the game for A. Bennett,,106-127,,
2:11.0,,,106-127,,J. Crowder misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by G. Dieng,,106-127,,
1:59.0,C. Brewer makes 2-pt shot at rim (assist by M. Williams),2,108-127,,
1:47.0,,,108-129,2,A. Aminu makes 2-pt shot from 1 ft (assist by J. Barea)
1:35.0,S. Muhammad makes 3-pt shot from 22 ft,3,111-129,,
1:15.0,,,111-129,,C. Villanueva misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by C. Budinger,,111-129,,
1:07.0,C. Brewer makes 2-pt shot from 13 ft,2,113-129,,
0:44.0,,,113-129,,Turnover by Team (shot clock)
0:44.0,Z. LaVine enters the game for M. Williams,,113-129,,
0:44.0,G. Robinson enters the game for C. Brewer,,113-129,,
0:32.0,G. Dieng makes 2-pt shot at rim (assist by S. Muhammad),2,115-129,,
0:13.0,Personal foul by Z. LaVine (drawn by J. Barea),,115-129,,
0:13.0,,,115-130,1,J. Barea makes free throw 1 of 2
0:13.0,,,115-131,1,J. Barea makes free throw 2 of 2
0:09.0,Z. LaVine makes 2-pt shot at rim,2,117-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
