time,LA Clippers,pts.away,score,pts.home,Portland
2:05.0,J. Crawford makes 2-pt shot from 20 ft,2,94-89,,
1:43.0,,,94-91,2,L. Aldridge makes 2-pt shot from 16 ft
1:27.0,J. Crawford misses 2-pt shot from 18 ft,,94-91,,
1:26.0,,,94-91,,Defensive rebound by W. Matthews
1:17.0,,,94-91,,W. Matthews misses 2-pt shot from 3 ft (block by D. Jordan)
1:16.0,Defensive rebound by D. Jordan,,94-91,,
1:16.0,,,94-91,,Personal foul by W. Matthews (drawn by C. Paul)
1:16.0,C. Paul makes free throw 1 of 2,1,95-91,,
1:16.0,C. Paul makes free throw 2 of 2,1,96-91,,
1:16.0,,,96-91,,Portland full timeout
1:16.0,,,96-91,,M. Leonard enters the game for C. Kaman
0:57.0,,,96-91,,D. Lillard misses 2-pt shot from 10 ft
0:56.0,Defensive rebound by D. Jordan,,96-91,,
0:38.0,C. Paul misses 2-pt shot from 10 ft,,96-91,,
0:37.0,,,96-91,,Defensive rebound by N. Batum
0:30.0,,,96-91,,W. Matthews misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by Team,,96-91,,
0:28.0,,,96-91,,S. Blake enters the game for M. Leonard
0:28.0,J. Redick enters the game for D. Jordan,,96-91,,
0:28.0,Jump ball: N. Batum vs. B. Griffin,,,,Jump ball: N. Batum vs. B. Griffin
0:24.0,,,96-91,,Personal take foul by W. Matthews (drawn by C. Paul)
0:24.0,C. Paul makes free throw 1 of 2,1,97-91,,
0:24.0,C. Paul makes free throw 2 of 2,1,98-91,,
0:24.0,,,98-91,,Portland full timeout
0:21.0,Personal foul by J. Crawford (drawn by L. Aldridge),,98-91,,
0:20.0,,,98-94,3,D. Lillard makes 3-pt shot from 23 ft (assist by N. Batum)
0:17.0,,,98-94,,Personal take foul by W. Matthews (drawn by C. Paul)
0:17.0,C. Paul makes free throw 1 of 2,1,99-94,,
0:17.0,C. Paul makes free throw 2 of 2,1,100-94,,
0:17.0,,,100-94,,Portland full timeout
0:15.0,,,100-94,,D. Lillard misses 3-pt shot from 28 ft
0:14.0,Defensive rebound by Team,,100-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
