time,Portland,pts.away,score,pts.home,San Antonio
4:37.0,,,84-89,1,T. Duncan makes free throw 2 of 2
4:15.0,W. Matthews misses 2-pt shot from 15 ft,,84-89,,
4:14.0,Offensive rebound by L. Aldridge,,84-89,,
4:14.0,L. Aldridge makes 2-pt shot at rim,2,86-89,,
3:50.0,,,86-89,,M. Belinelli misses 2-pt shot from 17 ft
3:49.0,Defensive rebound by W. Matthews,,86-89,,
3:41.0,D. Wright makes 3-pt shot from 23 ft (assist by W. Matthews),3,89-89,,
3:22.0,,,89-89,,Turnover by T. Duncan (traveling)
3:22.0,Portland full timeout,,89-89,,
3:22.0,,,89-89,,M. Ginobili enters the game for M. Belinelli
3:22.0,,,89-89,,T. Splitter enters the game for B. Diaw
3:00.0,L. Aldridge misses 2-pt shot from 14 ft,,89-89,,
2:59.0,,,89-89,,Defensive rebound by T. Duncan
2:47.0,,,89-89,,Turnover by M. Ginobili (bad pass; steal by W. Matthews)
2:40.0,D. Wright misses 3-pt shot from 26 ft,,89-89,,
2:39.0,Offensive rebound by L. Aldridge,,89-89,,
2:31.0,D. Wright misses 2-pt shot from 17 ft,,89-89,,
2:29.0,,,89-89,,Defensive rebound by M. Ginobili
2:24.0,,,89-91,2,T. Duncan makes 2-pt shot at rim (assist by D. Green)
2:24.0,,,89-91,,Shooting foul by T. Robinson (drawn by T. Duncan)
2:24.0,,,89-92,1,T. Duncan makes free throw 1 of 1
2:09.0,D. Lillard makes 2-pt shot from 2 ft,2,91-92,,
1:48.0,,,91-92,,T. Duncan misses 2-pt shot from 18 ft
1:47.0,Defensive rebound by L. Aldridge,,91-92,,
1:39.0,D. Lillard misses 3-pt shot from 25 ft,,91-92,,
1:38.0,,,91-92,,Defensive rebound by M. Ginobili
1:24.0,,,91-92,,Turnover by M. Ginobili (bad pass; steal by D. Lillard)
1:21.0,Shooting foul by D. Green (drawn by D. Lillard),,91-92,,
1:21.0,D. Lillard makes free throw 1 of 2,1,92-92,,
1:21.0,D. Lillard makes free throw 2 of 2,1,93-92,,
1:09.0,,,93-92,,T. Duncan misses 2-pt shot from 14 ft
1:09.0,,,93-92,,Offensive rebound by D. Green
1:09.0,,,93-94,2,D. Green makes 2-pt shot at rim
0:55.0,D. Lillard makes 2-pt shot from 17 ft,2,95-94,,
0:39.0,,,95-94,,T. Duncan misses 2-pt shot from 7 ft
0:37.0,Defensive rebound by T. Robinson,,95-94,,
0:18.0,D. Lillard misses 2-pt shot at rim,,95-94,,
0:16.0,,,95-94,,Defensive rebound by M. Ginobili
0:06.0,,,95-97,3,D. Green makes 3-pt shot from 23 ft (assist by M. Ginobili)
0:06.0,Portland full timeout,,95-97,,
0:06.0,S. Blake enters the game for T. Robinson,,95-97,,
0:06.0,,,95-97,,B. Diaw enters the game for T. Splitter
0:01.0,D. Lillard makes 2-pt shot at rim,2,97-97,,
0:01.0,,,97-97,,San Antonio full timeout
0:01.0,,,97-97,,M. Belinelli enters the game for C. Joseph
0:01.0,J. Freeland enters the game for D. Wright,,97-97,,
0:00.0,,,97-97,,D. Green misses 3-pt shot from 24 ft (block by D. Lillard)
0:00.0,,,97-97,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:58.0,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession),,,,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession)
4:45.0,,,97-97,,M. Ginobili misses 2-pt shot from 3 ft (block by J. Freeland)
4:44.0,,,97-97,,Offensive rebound by D. Green
4:37.0,,,97-99,2,T. Duncan makes 2-pt shot from 13 ft
4:13.0,W. Matthews misses 3-pt shot from 24 ft,,97-99,,
4:12.0,,,97-99,,Defensive rebound by C. Joseph
4:02.0,,,97-99,,C. Joseph misses 2-pt shot from 18 ft
4:01.0,Defensive rebound by J. Freeland,,97-99,,
3:50.0,D. Lillard misses 2-pt shot from 15 ft,,97-99,,
3:49.0,,,97-99,,Defensive rebound by D. Green
3:27.0,,,97-101,2,T. Duncan makes 2-pt shot from 14 ft
3:11.0,Turnover by L. Aldridge (lost ball; steal by T. Splitter),,97-101,,
3:00.0,,,97-101,,Turnover by T. Splitter (lost ball; steal by L. Aldridge)
2:55.0,S. Blake misses 2-pt shot from 20 ft,,97-101,,
2:53.0,,,97-101,,Defensive rebound by T. Duncan
2:38.0,,,97-103,2,M. Ginobili makes 2-pt shot from 14 ft
2:38.0,Portland full timeout,,97-103,,
2:38.0,D. Wright enters the game for J. Freeland,,97-103,,
2:38.0,T. Robinson enters the game for S. Blake,,97-103,,
2:26.0,D. Lillard misses 2-pt shot from 17 ft,,97-103,,
2:25.0,,,97-103,,Defensive rebound by D. Green
2:11.0,,,97-103,,M. Ginobili misses 2-pt shot from 1 ft
2:10.0,,,97-103,,Offensive rebound by T. Duncan
2:06.0,,,97-103,,D. Green misses 2-pt shot from 8 ft
2:04.0,Defensive rebound by T. Robinson,,97-103,,
1:49.0,Turnover by D. Wright (lost ball),,97-103,,
1:29.0,,,97-103,,T. Duncan misses 2-pt shot from 11 ft
1:27.0,,,97-103,,Offensive rebound by T. Splitter
1:25.0,,,97-103,,Turnover by Team (shot clock)
1:25.0,,,97-103,,B. Diaw enters the game for T. Splitter
1:25.0,S. Blake enters the game for T. Robinson,,97-103,,
1:17.0,D. Lillard makes 2-pt shot at rim,2,99-103,,
1:00.0,,,99-103,,Shooting foul by L. Aldridge (drawn by T. Duncan)
1:00.0,,,99-103,,T. Duncan misses free throw 1 of 2
1:00.0,,,99-103,,Offensive rebound by Team
1:00.0,,,99-103,,M. Belinelli enters the game for B. Diaw
1:00.0,T. Robinson enters the game for D. Wright,,99-103,,
1:00.0,,,99-104,1,T. Duncan makes free throw 2 of 2
1:00.0,Portland full timeout,,99-104,,
1:00.0,D. Wright enters the game for T. Robinson,,99-104,,
0:53.0,D. Lillard misses 2-pt shot from 5 ft,,99-104,,
0:52.0,Offensive rebound by W. Matthews,,99-104,,
0:52.0,Shooting foul by T. Duncan (drawn by W. Matthews),,99-104,,
0:52.0,W. Matthews makes free throw 1 of 2,1,100-104,,
0:52.0,W. Matthews makes free throw 2 of 2,1,101-104,,
0:35.0,,,101-104,,M. Ginobili misses 2-pt shot at rim (block by L. Aldridge)
0:35.0,,,101-104,,Offensive rebound by Team
0:30.0,,,101-104,,T. Duncan misses 2-pt shot from 16 ft
0:29.0,Defensive rebound by D. Lillard,,101-104,,
0:18.0,W. Matthews misses 3-pt shot from 23 ft,,101-104,,
0:17.0,Offensive rebound by L. Aldridge,,101-104,,
0:14.0,D. Lillard makes 3-pt shot from 24 ft (assist by W. Matthews),3,104-104,,
0:14.0,,,104-104,,San Antonio full timeout
0:14.0,,,104-104,,M. Bonner enters the game for C. Joseph
0:00.0,,,104-104,,M. Ginobili misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by D. Wright,,104-104,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession),,,,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession)
4:43.0,,,104-106,2,D. Green makes 2-pt shot from 2 ft (assist by C. Joseph)
4:24.0,D. Lillard misses 3-pt shot from 26 ft,,104-106,,
4:22.0,,,104-106,,Defensive rebound by K. Anderson
4:03.0,,,104-106,,M. Belinelli misses 2-pt shot from 18 ft
4:02.0,,,104-106,,Offensive rebound by M. Belinelli
3:45.0,,,104-108,2,M. Belinelli makes 2-pt shot from 15 ft (assist by T. Duncan)
3:17.0,W. Matthews misses 3-pt shot from 22 ft,,104-108,,
3:16.0,,,104-108,,Defensive rebound by K. Anderson
2:51.0,,,104-108,,Turnover by Team (shot clock)
2:36.0,L. Aldridge misses 2-pt shot from 6 ft (block by T. Duncan),,104-108,,
2:36.0,Offensive rebound by Team,,104-108,,
2:29.0,W. Matthews misses 2-pt shot from 1 ft (block by T. Duncan),,104-108,,
2:29.0,Offensive rebound by Team,,104-108,,
2:24.0,L. Aldridge misses 3-pt shot from 24 ft,,104-108,,
2:23.0,,,104-108,,Defensive rebound by D. Green
2:21.0,Personal foul by S. Blake (drawn by D. Green),,104-108,,
1:59.0,,,104-110,2,T. Duncan makes 2-pt shot from 12 ft
1:59.0,Portland full timeout,,104-110,,
1:51.0,D. Lillard makes 2-pt shot at rim,2,106-110,,
1:30.0,,,106-110,,T. Duncan misses 2-pt shot from 8 ft (block by L. Aldridge)
1:29.0,Defensive rebound by W. Matthews,,106-110,,
1:05.0,D. Wright makes 3-pt shot from 24 ft (assist by D. Lillard),3,109-110,,
0:48.0,,,109-110,,D. Green misses 2-pt shot from 5 ft
0:45.0,Defensive rebound by L. Aldridge,,109-110,,
0:30.0,S. Blake makes 3-pt shot from 24 ft (assist by D. Lillard),3,112-110,,
0:30.0,,,112-110,,San Antonio full timeout
0:30.0,,,112-110,,M. Ginobili enters the game for K. Anderson
0:24.0,,,112-112,2,C. Joseph makes 2-pt shot from 11 ft
0:04.0,,,112-112,,Personal foul by C. Joseph (drawn by D. Lillard)
0:04.0,Portland full timeout,,112-112,,
0:00.0,W. Matthews misses 3-pt shot from 25 ft,,112-112,,
0:00.0,Offensive rebound by Team,,112-112,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession),,,,Jump ball: L. Aldridge vs. T. Duncan (C. Joseph gains possession)
4:47.0,,,112-112,,D. Green misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by T. Robinson,,112-112,,
4:36.0,D. Lillard makes 2-pt shot from 16 ft,2,114-112,,
4:21.0,,,114-112,,M. Ginobili misses 2-pt shot from 17 ft
4:18.0,Defensive rebound by L. Aldridge,,114-112,,
4:08.0,D. Lillard makes 2-pt shot at rim,2,116-112,,
3:51.0,,,116-112,,Turnover by M. Ginobili (lost ball; steal by W. Matthews)
3:48.0,Shooting foul by D. Green (drawn by W. Matthews),,116-112,,
3:48.0,W. Matthews makes free throw 1 of 2,1,117-112,,
3:48.0,,,117-112,,M. Belinelli enters the game for M. Ginobili
3:48.0,W. Matthews makes free throw 2 of 2,1,118-112,,
3:27.0,,,118-112,,T. Duncan misses 2-pt shot at rim
3:26.0,Defensive rebound by D. Wright,,118-112,,
3:04.0,D. Lillard makes 2-pt shot from 20 ft,2,120-112,,
3:04.0,,,120-112,,San Antonio full timeout
3:04.0,,,120-112,,B. Diaw enters the game for T. Splitter
2:54.0,,,120-112,,M. Belinelli misses 3-pt shot from 24 ft
2:53.0,Defensive rebound by T. Robinson,,120-112,,
2:39.0,W. Matthews misses 2-pt shot from 1 ft (block by T. Duncan),,120-112,,
2:39.0,Offensive rebound by Team,,120-112,,
2:33.0,D. Lillard makes 3-pt shot from 23 ft,3,123-112,,
2:23.0,,,123-112,,M. Bonner enters the game for T. Duncan
2:23.0,,,123-112,,A. Daye enters the game for B. Diaw
2:23.0,,,123-112,,A. Baynes enters the game for D. Green
2:20.0,,,123-114,2,M. Belinelli makes 2-pt shot from 16 ft (assist by C. Joseph)
1:57.0,W. Matthews misses 3-pt shot from 25 ft,,123-114,,
1:57.0,Offensive rebound by L. Aldridge,,123-114,,
1:57.0,L. Aldridge makes 2-pt shot from 1 ft,2,125-114,,
1:49.0,Personal foul by T. Robinson (drawn by A. Baynes),,125-114,,
1:49.0,,,125-114,,K. Anderson enters the game for C. Joseph
1:38.0,,,125-117,3,A. Daye makes 3-pt shot from 23 ft (assist by K. Anderson)
1:19.0,L. Aldridge makes 2-pt shot from 11 ft,2,127-117,,
1:08.0,,,127-117,,A. Daye misses 2-pt shot from 5 ft
1:07.0,Defensive rebound by Team,,127-117,,
1:07.0,C. McCollum enters the game for L. Aldridge,,127-117,,
1:07.0,A. Crabbe enters the game for W. Matthews,,127-117,,
1:07.0,S. Blake enters the game for D. Lillard,,127-117,,
1:07.0,J. Freeland enters the game for D. Wright,,127-117,,
0:58.0,Portland full timeout,,127-117,,
0:43.0,C. McCollum misses 3-pt shot from 26 ft,,127-117,,
0:40.0,,,127-117,,Defensive rebound by M. Bonner
0:36.0,,,127-119,2,A. Daye makes 2-pt shot at rim (assist by M. Bonner)
0:32.0,,,127-119,,Personal foul by M. Belinelli (drawn by C. McCollum)
0:20.0,J. Freeland makes 2-pt shot at rim (assist by T. Robinson),2,129-119,,
0:10.0,,,129-119,,K. Anderson misses 2-pt shot from 15 ft
0:08.0,Defensive rebound by S. Blake,,129-119,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
