time,Brooklyn,pts.away,score,pts.home,Atlanta
3:55.0,Defensive rebound by J. Jack,,83-88,,
3:50.0,Turnover by D. Williams (bad pass),,83-88,,
3:39.0,,,83-88,,Shooting foul by A. Anderson (drawn by K. Korver)
3:39.0,,,83-88,,K. Korver misses free throw 1 of 3
3:39.0,,,83-88,,Offensive rebound by Team
3:39.0,,,83-89,1,K. Korver makes free throw 2 of 3
3:39.0,,,83-90,1,K. Korver makes free throw 3 of 3
3:28.0,J. Johnson makes 3-pt shot from 26 ft (assist by D. Williams),3,86-90,,
3:04.0,,,86-90,,D. Carroll misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by J. Jack,,86-90,,
2:39.0,J. Johnson misses 3-pt shot from 26 ft,,86-90,,
2:39.0,,,86-90,,Atlanta full timeout
2:39.0,,,86-90,,A. Horford enters the game for P. Antic
2:39.0,Jump ball: B. Lopez vs. P. Millsap (A. Horford gains possession),,,,Jump ball: B. Lopez vs. P. Millsap (A. Horford gains possession)
2:39.0,,,86-90,,Offensive rebound by Team
2:19.0,,,86-90,,J. Teague misses 2-pt shot from 4 ft
2:19.0,,,86-90,,Offensive rebound by Team
2:14.0,,,86-90,,J. Teague misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by J. Johnson,,86-90,,
1:55.0,J. Jack makes 3-pt shot from 23 ft (assist by J. Johnson),3,89-90,,
1:42.0,,,89-90,,A. Horford misses 2-pt shot from 18 ft
1:40.0,Defensive rebound by J. Jack,,89-90,,
1:23.0,Brooklyn full timeout,,89-90,,
1:23.0,Brooklyn full timeout,,89-90,,
1:17.0,J. Johnson misses 2-pt shot from 4 ft,,89-90,,
1:15.0,,,89-90,,Defensive rebound by J. Teague
0:56.0,,,89-92,2,D. Carroll makes 2-pt shot from 2 ft (assist by P. Millsap)
0:46.0,A. Anderson makes 2-pt shot from 2 ft (assist by D. Williams),2,91-92,,
0:29.0,,,91-92,,Shooting foul by J. Johnson (drawn by P. Millsap)
0:29.0,,,91-93,1,P. Millsap makes free throw 1 of 2
0:29.0,,,91-93,,K. Bazemore enters the game for J. Teague
0:29.0,,,91-93,,P. Millsap misses free throw 2 of 2
0:27.0,Defensive rebound by A. Anderson,,91-93,,
0:27.0,Brooklyn full timeout,,91-93,,
0:11.0,D. Williams misses 2-pt shot from 16 ft,,91-93,,
0:09.0,,,91-93,,Defensive rebound by K. Korver
0:08.0,Personal take foul by D. Williams (drawn by K. Korver),,91-93,,
0:08.0,,,91-94,1,K. Korver makes free throw 1 of 2
0:08.0,,,91-95,1,K. Korver makes free throw 2 of 2
0:03.0,J. Jack misses 3-pt shot from 24 ft (block by D. Carroll),,91-95,,
0:02.0,,,91-95,,Defensive rebound by K. Bazemore
0:02.0,Personal take foul by B. Lopez (drawn by K. Bazemore),,91-95,,
0:02.0,,,91-95,,K. Bazemore misses free throw 1 of 2
0:02.0,,,91-95,,Offensive rebound by Team
0:02.0,,,91-96,1,K. Bazemore makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
