time,Toronto,pts.away,score,pts.home,Washington
5:35.0,,,85-86,,M. Gortat misses free throw 1 of 1
5:34.0,Defensive rebound by P. Patterson,,85-86,,
5:17.0,D. DeRozan misses 2-pt shot from 15 ft,,85-86,,
5:16.0,,,85-86,,Defensive rebound by Team
5:00.0,,,85-88,2,J. Wall makes 2-pt shot from 1 ft
4:40.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,88-88,,
4:23.0,,,88-91,3,O. Porter makes 3-pt shot from 27 ft (assist by J. Wall)
4:01.0,D. DeRozan misses 3-pt shot from 23 ft,,88-91,,
4:00.0,,,88-91,,Defensive rebound by J. Wall
3:59.0,Jump ball: K. Lowry vs. J. Wall (P. Pierce gains possession),,,,Jump ball: K. Lowry vs. J. Wall (P. Pierce gains possession)
3:36.0,,,88-91,,J. Wall misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by D. DeRozan,,88-91,,
3:23.0,T. Ross misses 3-pt shot from 25 ft,,88-91,,
3:22.0,,,88-91,,Defensive rebound by M. Gortat
3:08.0,,,88-91,,Washington full timeout
3:02.0,,,88-91,,Shooting foul by P. Patterson (drawn by B. Beal)
3:02.0,,,88-91,,B. Beal misses free throw 1 of 2
3:02.0,,,88-91,,Offensive rebound by Team
3:02.0,,,88-92,1,B. Beal makes free throw 2 of 2
2:52.0,Shooting foul by P. Pierce (drawn by D. DeRozan),,88-92,,
2:52.0,D. DeRozan makes free throw 1 of 2,1,89-92,,
2:52.0,D. DeRozan makes free throw 2 of 2,1,90-92,,
2:38.0,,,90-95,3,O. Porter makes 3-pt shot from 27 ft (assist by J. Wall)
2:21.0,K. Lowry misses 3-pt shot from 26 ft,,90-95,,
2:20.0,,,90-95,,Defensive rebound by B. Beal
1:58.0,,,90-98,3,P. Pierce makes 3-pt shot from 27 ft (assist by M. Gortat)
1:58.0,Toronto full timeout,,90-98,,
1:54.0,K. Lowry misses 2-pt shot from 5 ft (block by M. Gortat),,90-98,,
1:52.0,,,90-98,,Defensive rebound by P. Pierce
1:29.0,,,90-98,,J. Wall misses 3-pt shot from 33 ft
1:28.0,Defensive rebound by D. DeRozan,,90-98,,
1:20.0,D. DeRozan misses 2-pt shot from 22 ft,,90-98,,
1:20.0,Offensive rebound by Team,,90-98,,
1:19.0,Shooting foul by J. Wall (drawn by A. Johnson),,90-98,,
1:19.0,A. Johnson makes free throw 1 of 2,1,91-98,,
1:19.0,A. Johnson makes free throw 2 of 2,1,92-98,,
1:12.0,Personal foul by T. Ross (drawn by J. Wall),,92-98,,
1:12.0,,,92-99,1,J. Wall makes free throw 1 of 2
1:12.0,,,92-100,1,J. Wall makes free throw 2 of 2
1:12.0,Toronto full timeout,,92-100,,
1:07.0,T. Ross misses 3-pt shot from 26 ft,,92-100,,
1:06.0,Offensive rebound by Team,,92-100,,
1:06.0,,,92-100,,Loose ball foul by P. Pierce (drawn by P. Patterson)
1:06.0,P. Patterson makes free throw 1 of 2,1,93-100,,
1:06.0,P. Patterson makes free throw 2 of 2,1,94-100,,
1:03.0,,,94-100,,Washington full timeout
1:03.0,,,94-100,,Washington full timeout
0:58.0,,,94-100,,Turnover by O. Porter (bad pass; steal by T. Ross)
0:51.0,K. Lowry makes 2-pt shot from 10 ft,2,96-100,,
0:47.0,Personal foul by T. Ross (drawn by P. Pierce),,96-100,,
0:47.0,,,96-101,1,P. Pierce makes free throw 1 of 2
0:47.0,,,96-102,1,P. Pierce makes free throw 2 of 2
0:41.0,K. Lowry makes 3-pt shot from 30 ft,3,99-102,,
0:17.0,,,99-105,3,P. Pierce makes 3-pt shot from 27 ft (assist by J. Wall)
0:09.0,K. Lowry misses 3-pt shot from 28 ft,,99-105,,
0:09.0,Offensive rebound by Team,,99-105,,
0:06.0,D. DeRozan misses 3-pt shot from 24 ft,,99-105,,
0:05.0,,,99-105,,Defensive rebound by O. Porter
0:04.0,Personal foul by A. Johnson (drawn by O. Porter),,99-105,,
0:04.0,,,99-105,,O. Porter misses free throw 1 of 2
0:04.0,,,99-105,,Offensive rebound by Team
0:04.0,,,99-106,1,O. Porter makes free throw 2 of 2
0:04.0,Toronto full timeout,,99-106,,
0:04.0,L. Williams enters the game for A. Johnson,,99-106,,
0:01.0,L. Williams misses 3-pt shot from 23 ft,,99-106,,
0:00.0,,,99-106,,Defensive rebound by M. Gortat
0:00.0,End of 4th quarter,,,,End of 4th quarter
