time,Dallas,pts.away,score,pts.home,New Orleans
4:21.0,,,105-98,,Offensive charge foul by E. Gordon
4:21.0,,,105-98,,Turnover by E. Gordon (offensive foul)
4:03.0,C. Parsons misses 3-pt shot from 22 ft,,105-98,,
4:02.0,,,105-98,,Defensive rebound by T. Evans
3:57.0,,,105-98,,Offensive charge foul by T. Evans
3:57.0,,,105-98,,Turnover by T. Evans (offensive foul)
3:57.0,D. Nowitzki enters the game for J. Nelson,,105-98,,
3:46.0,Turnover by M. Ellis (bad pass; steal by A. Davis),,105-98,,
3:44.0,,,105-98,,Shooting foul by M. Ellis (drawn by A. Davis)
3:44.0,,,105-99,1,A. Davis makes free throw 1 of 2
3:44.0,,,105-99,,O. Asik enters the game for R. Anderson
3:44.0,,,105-100,1,A. Davis makes free throw 2 of 2
3:44.0,Dallas full timeout,,105-100,,
3:27.0,D. Harris misses 3-pt shot from 26 ft,,105-100,,
3:24.0,,,105-100,,Defensive rebound by O. Asik
3:07.0,Shooting block foul by T. Chandler (drawn by A. Davis),,105-100,,
3:07.0,,,105-101,1,A. Davis makes free throw 1 of 2
3:07.0,J. Nelson enters the game for D. Harris,,105-101,,
3:07.0,,,105-102,1,A. Davis makes free throw 2 of 2
2:52.0,T. Chandler makes 2-pt shot at rim (assist by D. Nowitzki),2,107-102,,
2:39.0,,,107-102,,Shooting foul by D. Nowitzki (drawn by O. Asik)
2:39.0,,,107-103,1,O. Asik makes free throw 1 of 2
2:39.0,,,107-103,,O. Asik misses free throw 2 of 2
2:38.0,Defensive rebound by T. Chandler,,107-103,,
2:14.0,D. Nowitzki misses 2-pt shot from 10 ft,,107-103,,
2:12.0,,,107-103,,Defensive rebound by T. Evans
2:04.0,,,107-103,,Turnover by E. Gordon (bad pass)
1:43.0,C. Parsons misses 3-pt shot from 26 ft,,107-103,,
1:42.0,,,107-103,,Defensive rebound by A. Davis
1:31.0,,,107-103,,T. Evans misses 2-pt shot from 4 ft
1:31.0,,,107-103,,Offensive rebound by Team
1:31.0,,,107-103,,R. Anderson enters the game for E. Gordon
1:14.0,,,107-103,,T. Evans misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by J. Nelson,,107-103,,
0:57.0,,,107-103,,Personal foul by T. Evans (drawn by D. Nowitzki)
0:50.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by J. Nelson),2,109-103,,
0:50.0,,,109-103,,New Orleans full timeout
0:50.0,A. Aminu enters the game for C. Parsons,,109-103,,
0:50.0,R. Jefferson enters the game for D. Nowitzki,,109-103,,
0:50.0,D. Harris enters the game for J. Nelson,,109-103,,
0:42.0,,,109-103,,J. Holiday misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by A. Aminu,,109-103,,
0:22.0,D. Harris misses 2-pt shot from 2 ft,,109-103,,
0:20.0,,,109-103,,Defensive rebound by A. Davis
0:12.0,,,109-103,,T. Evans misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by A. Aminu,,109-103,,
0:09.0,,,109-103,,Personal take foul by J. Holiday (drawn by A. Aminu)
0:09.0,A. Aminu misses free throw 1 of 2,,109-103,,
0:09.0,Offensive rebound by Team,,109-103,,
0:09.0,A. Aminu misses free throw 2 of 2,,109-103,,
0:09.0,,,109-103,,Defensive rebound by O. Asik
0:09.0,,,109-103,,New Orleans full timeout
0:02.0,,,109-103,,J. Holiday misses 3-pt shot from 24 ft
0:02.0,,,109-103,,Offensive rebound by Team
0:02.0,Loose ball foul by T. Chandler (drawn by O. Asik),,109-103,,
0:02.0,,,109-104,1,O. Asik makes free throw 1 of 2
0:02.0,,,109-104,,O. Asik misses free throw 2 of 2
0:00.0,Defensive rebound by Team,,109-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
