time,Oklahoma City,pts.away,score,pts.home,Memphis
3:12.0,,,68-81,,Z. Randolph misses 2-pt shot at rim
3:10.0,,,68-81,,Offensive rebound by J. Green
2:53.0,,,68-81,,Turnover by Z. Randolph (step out of bounds)
2:44.0,R. Westbrook misses 3-pt shot from 27 ft,,68-81,,
2:44.0,Offensive rebound by Team,,68-81,,
2:44.0,,,68-81,,Loose ball foul by M. Gasol (drawn by S. Adams)
2:35.0,S. Ibaka misses 3-pt shot from 25 ft,,68-81,,
2:32.0,Offensive rebound by R. Westbrook,,68-81,,
2:29.0,D. Waiters misses 3-pt shot from 25 ft,,68-81,,
2:28.0,Offensive rebound by S. Ibaka,,68-81,,
2:22.0,,,68-81,,Personal foul by Z. Randolph (drawn by R. Westbrook)
2:22.0,R. Westbrook misses free throw 1 of 2,,68-81,,
2:22.0,Offensive rebound by Team,,68-81,,
2:22.0,R. Westbrook makes free throw 2 of 2,1,69-81,,
2:10.0,,,69-81,,Shooting foul by R. Westbrook (drawn by M. Gasol)
2:10.0,,,69-82,1,M. Gasol makes free throw 1 of 2
2:10.0,,,69-82,,C. Lee enters the game for T. Allen
2:10.0,,,69-83,1,M. Gasol makes free throw 2 of 2
2:10.0,Oklahoma City full timeout,,69-83,,
2:10.0,N. Collison enters the game for K. Durant,,69-83,,
2:10.0,J. Lamb enters the game for S. Ibaka,,69-83,,
2:10.0,P. Jones enters the game for S. Adams,,69-83,,
2:10.0,R. Jackson enters the game for R. Westbrook,,69-83,,
1:56.0,D. Waiters misses 2-pt shot from 2 ft,,69-83,,
1:56.0,Offensive rebound by Team,,69-83,,
1:56.0,,,69-83,,Loose ball foul by J. Green (drawn by R. Jackson)
1:56.0,R. Jackson makes free throw 1 of 2,1,70-83,,
1:56.0,R. Jackson makes free throw 2 of 2,1,71-83,,
1:37.0,,,71-83,,Z. Randolph misses 2-pt shot from 20 ft
1:35.0,,,71-83,,Offensive rebound by M. Gasol
1:28.0,,,71-83,,J. Green misses 3-pt shot from 26 ft
1:27.0,,,71-83,,Offensive rebound by Z. Randolph
1:07.0,,,71-83,,Turnover by Team (shot clock)
1:07.0,,,71-83,,N. Calathes enters the game for M. Conley
1:07.0,,,71-83,,J. Adams enters the game for Z. Randolph
1:07.0,,,71-83,,J. Leuer enters the game for M. Gasol
0:57.0,D. Waiters misses 3-pt shot from 24 ft,,71-83,,
0:56.0,,,71-83,,Defensive rebound by C. Lee
0:44.0,,,71-85,2,J. Leuer makes 2-pt shot from 11 ft (assist by N. Calathes)
0:28.0,J. Lamb makes 3-pt shot from 25 ft (assist by R. Jackson),3,74-85,,
0:11.0,,,74-85,,J. Leuer misses 2-pt shot from 12 ft
0:10.0,Defensive rebound by R. Jackson,,74-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
