time,Miami,pts.away,score,pts.home,Cleveland
2:07.0,,,90-104,,K. Irving misses 2-pt shot from 6 ft
2:06.0,,,90-104,,Offensive rebound by T. Mozgov
2:04.0,,,90-106,2,T. Mozgov makes 2-pt shot at rim
1:43.0,H. Whiteside misses 2-pt shot from 9 ft,,90-106,,
1:41.0,,,90-106,,Defensive rebound by M. Dellavedova
1:23.0,,,90-108,2,T. Mozgov makes 2-pt shot from 17 ft (assist by M. Dellavedova)
1:11.0,Turnover by C. Bosh (bad pass),,90-108,,
1:11.0,J. Hamilton enters the game for C. Bosh,,90-108,,
1:11.0,T. Johnson enters the game for M. Chalmers,,90-108,,
1:11.0,,,90-108,,J. Harris enters the game for K. Irving
1:11.0,,,90-108,,B. Haywood enters the game for T. Mozgov
1:11.0,,,90-108,,J. Jones enters the game for J. Smith
1:02.0,,,90-110,2,M. Dellavedova makes 2-pt shot from 7 ft
0:51.0,H. Whiteside misses 2-pt shot from 14 ft,,90-110,,
0:50.0,,,90-110,,Defensive rebound by T. Thompson
0:29.0,,,90-113,3,J. Harris makes 3-pt shot from 24 ft (assist by B. Haywood)
0:18.0,J. Hamilton makes 3-pt shot from 24 ft (assist by N. Cole),3,93-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
