time,Miami,pts.away,score,pts.home,Toronto
5:37.0,,,73-93,3,G. Vasquez makes 3-pt shot from 25 ft (assist by D. DeRozan)
5:21.0,D. Wade makes 2-pt shot from 18 ft,2,75-93,,
5:06.0,,,75-93,,P. Patterson misses 3-pt shot from 26 ft
5:05.0,Defensive rebound by C. Andersen,,75-93,,
4:58.0,G. Dragic misses 2-pt shot from 1 ft,,75-93,,
4:57.0,,,75-93,,Defensive rebound by P. Patterson
4:51.0,,,75-96,3,G. Vasquez makes 3-pt shot from 27 ft (assist by P. Patterson)
4:51.0,Miami full timeout,,75-96,,
4:51.0,,,75-96,,A. Johnson enters the game for P. Patterson
4:51.0,,,75-96,,K. Lowry enters the game for L. Williams
4:51.0,L. Deng enters the game for C. Andersen,,75-96,,
4:34.0,M. Chalmers makes 3-pt shot from 26 ft (assist by G. Dragic),3,78-96,,
4:17.0,,,78-96,,Turnover by D. DeRozan (bad pass; steal by G. Dragic)
4:13.0,G. Dragic makes 2-pt shot from 1 ft,2,80-96,,
3:56.0,,,80-96,,Turnover by K. Lowry (bad pass; steal by D. Wade)
3:52.0,G. Dragic makes 2-pt shot from 1 ft (assist by M. Chalmers),2,82-96,,
3:43.0,,,82-96,,Toronto full timeout
3:43.0,,,82-96,,P. Patterson enters the game for T. Hansbrough
3:27.0,,,82-98,2,G. Vasquez makes 2-pt shot from 7 ft (assist by K. Lowry)
3:09.0,D. Wade makes 2-pt shot from 1 ft,2,84-98,,
2:45.0,,,84-98,,K. Lowry misses 2-pt shot from 14 ft
2:45.0,,,84-98,,Offensive rebound by Team
2:45.0,Loose ball foul by M. Chalmers (drawn by A. Johnson),,84-98,,
2:36.0,,,84-98,,G. Vasquez misses 3-pt shot from 26 ft
2:35.0,Defensive rebound by M. Chalmers,,84-98,,
2:25.0,D. Wade makes 2-pt shot from 18 ft,2,86-98,,
2:07.0,,,86-98,,Shooting foul by M. Beasley (drawn by A. Johnson)
2:07.0,,,86-99,1,A. Johnson makes free throw 1 of 2
2:07.0,,,86-99,,A. Johnson misses free throw 2 of 2
2:06.0,Defensive rebound by L. Deng,,86-99,,
1:58.0,,,86-99,,Personal foul by D. DeRozan (drawn by D. Wade)
1:58.0,D. Wade makes free throw 1 of 2,1,87-99,,
1:58.0,D. Wade makes free throw 2 of 2,1,88-99,,
1:38.0,,,88-99,,D. DeRozan misses 2-pt shot from 17 ft
1:37.0,,,88-99,,Offensive rebound by D. DeRozan
1:23.0,,,88-99,,Shooting foul by L. Deng (drawn by D. DeRozan)
1:23.0,,,88-100,1,D. DeRozan makes free throw 1 of 2
1:23.0,,,88-100,,D. DeRozan misses free throw 2 of 2
1:22.0,Defensive rebound by M. Beasley,,88-100,,
1:12.0,Shooting foul by D. DeRozan (drawn by D. Wade),,88-100,,
1:12.0,D. Wade makes 2-pt shot from 20 ft,2,90-100,,
1:12.0,D. Wade misses free throw 1 of 1,,90-100,,
1:10.0,Offensive rebound by Team,,90-100,,
1:10.0,Jump ball: M. Beasley vs. A. Johnson (L. Deng gains possession),,,,Jump ball: M. Beasley vs. A. Johnson (L. Deng gains possession)
1:02.0,L. Deng misses 3-pt shot from 24 ft,,90-100,,
1:01.0,Offensive rebound by M. Beasley,,90-100,,
0:58.0,Turnover by G. Dragic (lost ball),,90-100,,
0:58.0,,,90-100,,Toronto full timeout
0:39.0,,,90-100,,Shooting foul by M. Beasley (drawn by D. DeRozan)
0:39.0,,,90-101,1,D. DeRozan makes free throw 1 of 2
0:39.0,,,90-102,1,D. DeRozan makes free throw 2 of 2
0:31.0,G. Dragic makes 2-pt shot from 1 ft,2,92-102,,
0:21.0,,,92-102,,Turnover by P. Patterson (bad pass)
0:21.0,Miami full timeout,,92-102,,
0:21.0,T. Johnson enters the game for D. Wade,,92-102,,
0:11.0,G. Dragic misses 2-pt shot from 18 ft,,92-102,,
0:10.0,,,92-102,,Defensive rebound by P. Patterson
0:00.0,End of 4th quarter,,,,End of 4th quarter
