time,Indiana,pts.away,score,pts.home,Boston
0:06.0,,,96-98,,B. Bass enters the game for K. Olynyk
0:06.0,,,96-99,1,J. Green makes free throw 2 of 2
0:06.0,Indiana full timeout,,96-99,,
0:06.0,,,96-99,,G. Wallace enters the game for J. Sullinger
0:04.0,,,96-99,,Personal foul by A. Bradley (drawn by D. Sloan)
0:04.0,D. Sloan makes free throw 1 of 2,1,97-99,,
0:04.0,,,97-99,,J. Sullinger enters the game for B. Bass
0:04.0,,,97-99,,T. Zeller enters the game for G. Wallace
0:04.0,D. Sloan makes free throw 2 of 2,1,98-99,,
0:04.0,,,98-99,,Boston full timeout
0:04.0,,,98-99,,K. Olynyk enters the game for T. Zeller
0:04.0,A. Price enters the game for L. Scola,,98-99,,
0:04.0,L. Allen enters the game for R. Hibbert,,98-99,,
0:03.0,Personal take foul by C. Copeland (drawn by A. Bradley),,98-99,,
0:03.0,,,98-100,1,A. Bradley makes free throw 1 of 2
0:03.0,R. Hibbert enters the game for A. Price,,98-100,,
0:03.0,,,98-101,1,A. Bradley makes free throw 2 of 2
0:03.0,Indiana full timeout,,98-101,,
0:03.0,,,98-101,,B. Bass enters the game for J. Sullinger
0:03.0,,,98-101,,G. Wallace enters the game for K. Olynyk
0:03.0,Turnover by S. Hill (bad pass; steal by G. Wallace),,98-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
