time,Sacramento,pts.away,score,pts.home,Phoenix
3:50.0,Defensive rebound by D. Cousins,,94-96,,
3:36.0,C. Landry makes 2-pt shot from 18 ft,2,96-96,,
3:17.0,,,96-96,,Offensive foul by M. Morris
3:17.0,,,96-96,,Turnover by M. Morris (offensive foul)
3:17.0,,,96-96,,P. Tucker enters the game for M. Morris
3:00.0,R. Gay misses 2-pt shot from 11 ft,,96-96,,
2:57.0,,,96-96,,Defensive rebound by M. Plumlee
2:43.0,,,96-96,,M. Plumlee misses 2-pt shot from 7 ft
2:40.0,Defensive rebound by N. Stauskas,,96-96,,
2:21.0,N. Stauskas misses 3-pt shot from 23 ft,,96-96,,
2:20.0,,,96-96,,Defensive rebound by Team
2:20.0,Loose ball foul by D. Cousins (drawn by P. Tucker),,96-96,,
2:20.0,Sacramento full timeout,,96-96,,
2:09.0,Personal foul by D. Cousins (drawn by E. Bledsoe),,96-96,,
2:09.0,,,96-97,1,E. Bledsoe makes free throw 1 of 2
2:09.0,,,96-97,,E. Bledsoe misses free throw 2 of 2
2:08.0,Defensive rebound by D. Cousins,,96-97,,
1:45.0,R. Gay misses 3-pt shot from 26 ft,,96-97,,
1:44.0,Offensive rebound by C. Landry,,96-97,,
1:37.0,D. Cousins makes 2-pt shot from 1 ft (assist by D. Collison),2,98-97,,
1:37.0,Shooting foul by P. Tucker (drawn by D. Cousins),,98-97,,
1:37.0,D. Cousins makes free throw 1 of 1,1,99-97,,
1:19.0,,,99-97,,E. Bledsoe misses 2-pt shot from 2 ft
1:16.0,Defensive rebound by D. Cousins,,99-97,,
1:00.0,Turnover by D. Cousins (traveling),,99-97,,
1:00.0,J. Thompson enters the game for D. Cousins,,99-97,,
0:39.0,,,99-99,2,E. Bledsoe makes 2-pt shot from 1 ft
0:38.0,Sacramento full timeout,,99-99,,
0:38.0,D. Cousins enters the game for J. Thompson,,99-99,,
0:35.0,Offensive foul by D. Cousins,,99-99,,
0:35.0,Turnover by D. Cousins (offensive foul),,99-99,,
0:35.0,J. Thompson enters the game for D. Cousins,,99-99,,
0:35.0,,,99-99,,Phoenix full timeout
0:35.0,B. McLemore enters the game for N. Stauskas,,99-99,,
0:31.0,,,99-99,,M. Morris misses 2-pt shot from 14 ft
0:25.0,Defensive rebound by J. Thompson,,99-99,,
0:11.0,D. Collison misses 2-pt shot from 12 ft,,99-99,,
0:10.0,,,99-99,,Defensive rebound by M. Plumlee
0:10.0,,,99-99,,Phoenix full timeout
0:10.0,,,99-99,,I. Thomas enters the game for M. Plumlee
0:10.0,R. McCallum enters the game for J. Thompson,,99-99,,
0:00.0,,,99-99,,I. Thomas misses 3-pt shot from 25 ft
0:00.0,,,99-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Plumlee vs. J. Thompson (P. Tucker gains possession),,,,Jump ball: M. Plumlee vs. J. Thompson (P. Tucker gains possession)
4:43.0,,,99-101,2,P. Tucker makes 2-pt shot from 18 ft (assist by E. Bledsoe)
4:21.0,R. Gay misses 2-pt shot from 14 ft,,99-101,,
4:19.0,,,99-101,,Defensive rebound by P. Tucker
4:06.0,,,99-103,2,E. Bledsoe makes 2-pt shot from 1 ft
4:05.0,Sacramento full timeout,,99-103,,
3:54.0,R. Gay misses 2-pt shot from 5 ft (block by M. Morris),,99-103,,
3:51.0,,,99-103,,Defensive rebound by M. Plumlee
3:49.0,Personal foul by R. Gay (drawn by E. Bledsoe),,99-103,,
3:34.0,,,99-106,3,P. Tucker makes 3-pt shot from 25 ft (assist by M. Plumlee)
3:10.0,D. Collison makes 2-pt shot from 14 ft,2,101-106,,
2:49.0,,,101-106,,P. Tucker misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by B. McLemore,,101-106,,
2:38.0,J. Thompson misses 2-pt shot from 16 ft,,101-106,,
2:36.0,,,101-106,,Defensive rebound by M. Morris
2:14.0,,,101-106,,G. Dragic misses 2-pt shot from 16 ft
2:11.0,Defensive rebound by R. Gay,,101-106,,
2:06.0,D. Collison makes 2-pt shot from 1 ft,2,103-106,,
1:45.0,,,103-106,,Turnover by E. Bledsoe (lost ball; steal by B. McLemore)
1:31.0,Shooting foul by P. Tucker (drawn by B. McLemore),,103-106,,
1:31.0,B. McLemore makes free throw 1 of 2,1,104-106,,
1:31.0,B. McLemore makes free throw 2 of 2,1,105-106,,
1:17.0,,,105-106,,Turnover by E. Bledsoe (bad pass; steal by D. Collison)
1:14.0,D. Collison misses 2-pt shot from 1 ft,,105-106,,
1:12.0,,,105-106,,Defensive rebound by P. Tucker
1:11.0,,,105-106,,Phoenix full timeout
0:57.0,,,105-106,,M. Morris misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by B. McLemore,,105-106,,
0:42.0,Shooting foul by E. Bledsoe (drawn by D. Collison),,105-106,,
0:42.0,D. Collison misses free throw 1 of 2,,105-106,,
0:42.0,Offensive rebound by Team,,105-106,,
0:42.0,D. Collison makes free throw 2 of 2,1,106-106,,
0:21.0,,,106-106,,E. Bledsoe misses 2-pt shot from 6 ft
0:19.0,Defensive rebound by C. Landry,,106-106,,
0:14.0,Sacramento full timeout,,106-106,,
0:14.0,N. Stauskas enters the game for C. Landry,,106-106,,
0:00.0,R. Gay misses 3-pt shot from 34 ft,,106-106,,
0:00.0,Offensive rebound by Team,,106-106,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: M. Plumlee vs. J. Thompson (P. Tucker gains possession),,,,Jump ball: M. Plumlee vs. J. Thompson (P. Tucker gains possession)
4:35.0,,,106-106,,Shooting foul by B. McLemore (drawn by G. Dragic)
4:35.0,,,106-107,1,G. Dragic makes free throw 1 of 2
4:35.0,,,106-108,1,G. Dragic makes free throw 2 of 2
4:18.0,R. Gay misses 2-pt shot from 16 ft,,106-108,,
4:16.0,,,106-108,,Defensive rebound by M. Plumlee
3:53.0,,,106-108,,Turnover by E. Bledsoe (lost ball; steal by D. Collison)
3:38.0,B. McLemore makes 2-pt shot from 4 ft,2,108-108,,
3:18.0,,,108-108,,G. Dragic misses 2-pt shot from 12 ft
3:16.0,Defensive rebound by R. Gay,,108-108,,
3:05.0,D. Collison misses 2-pt shot from 4 ft,,108-108,,
3:05.0,Offensive rebound by Team,,108-108,,
3:05.0,,,108-108,,Loose ball foul by G. Dragic (drawn by J. Thompson)
3:00.0,Turnover by R. Gay (traveling),,108-108,,
2:42.0,,,108-108,,P. Tucker misses 2-pt shot from 11 ft
2:42.0,,,108-108,,Offensive rebound by M. Plumlee
2:42.0,,,108-108,,M. Plumlee misses 2-pt shot from 1 ft
2:39.0,,,108-108,,Offensive rebound by M. Plumlee
2:39.0,,,108-110,2,M. Plumlee makes 2-pt shot from 1 ft
2:27.0,,,108-110,,Personal foul by E. Bledsoe (drawn by D. Collison)
2:21.0,D. Collison misses 2-pt shot from 20 ft,,108-110,,
2:19.0,,,108-110,,Defensive rebound by E. Bledsoe
2:08.0,,,108-112,2,E. Bledsoe makes 2-pt shot from 1 ft
2:08.0,,,108-112,,Shooting foul by B. McLemore (drawn by E. Bledsoe)
2:08.0,,,108-112,,E. Bledsoe misses free throw 1 of 1
2:07.0,Defensive rebound by J. Thompson,,108-112,,
1:49.0,B. McLemore makes 3-pt shot from 22 ft (assist by R. Gay),3,111-112,,
1:24.0,,,111-112,,M. Plumlee misses 2-pt shot from 9 ft
1:22.0,Defensive rebound by R. Gay,,111-112,,
1:07.0,R. Gay makes 2-pt shot from 9 ft,2,113-112,,
0:46.0,,,113-112,,G. Dragic misses 2-pt shot from 16 ft
0:44.0,Defensive rebound by R. Gay,,113-112,,
0:25.0,R. Gay misses 3-pt shot from 25 ft,,113-112,,
0:22.0,Offensive rebound by C. Landry,,113-112,,
0:19.0,,,113-112,,Personal take foul by G. Dragic (drawn by R. Gay)
0:19.0,,,113-112,,G. Green enters the game for E. Bledsoe
0:15.0,,,113-112,,Personal take foul by G. Dragic (drawn by D. Collison)
0:15.0,D. Collison misses free throw 1 of 2,,113-112,,
0:15.0,Offensive rebound by Team,,113-112,,
0:15.0,D. Collison makes free throw 2 of 2,1,114-112,,
0:15.0,,,114-112,,Phoenix full timeout
0:15.0,,,114-112,,E. Bledsoe enters the game for G. Green
0:04.0,,,114-112,,P. Tucker misses 3-pt shot from 23 ft
0:02.0,,,114-112,,Offensive rebound by M. Morris
0:00.0,,,114-112,,M. Morris misses 2-pt shot from 15 ft
0:00.0,,,114-112,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
