time,Atlanta,pts.away,score,pts.home,Detroit
2:17.0,,,102-95,,Turnover by G. Monroe (bad pass; steal by D. Carroll)
2:11.0,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap),3,105-95,,
1:57.0,,,105-95,,A. Tolliver misses 3-pt shot from 25 ft
1:56.0,Defensive rebound by Team,,105-95,,
1:43.0,Turnover by P. Millsap (kicked ball),,105-95,,
1:31.0,,,105-98,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by D. Augustin)
1:31.0,,,105-98,,Shooting foul by K. Korver (drawn by K. Caldwell-Pope)
1:31.0,,,105-98,,K. Caldwell-Pope misses free throw 1 of 1
1:30.0,Defensive rebound by A. Horford,,105-98,,
1:30.0,,,105-98,,Personal foul by A. Tolliver (drawn by A. Horford)
1:30.0,,,105-98,,J. Anthony enters the game for G. Monroe
1:06.0,A. Horford misses 2-pt shot from 3 ft (block by A. Tolliver),,105-98,,
1:05.0,,,105-98,,Defensive rebound by K. Caldwell-Pope
1:03.0,,,105-101,3,K. Caldwell-Pope makes 3-pt shot from 26 ft
0:43.0,D. Carroll misses 2-pt shot from 4 ft,,105-101,,
0:42.0,,,105-101,,Defensive rebound by K. Caldwell-Pope
0:36.0,,,105-101,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by K. Korver,,105-101,,
0:25.0,J. Teague misses 2-pt shot from 4 ft (block by K. Caldwell-Pope),,105-101,,
0:25.0,Offensive rebound by Team,,105-101,,
0:25.0,Atlanta full timeout,,105-101,,
0:23.0,,,105-101,,Personal foul by J. Anthony (drawn by A. Horford)
0:23.0,A. Horford misses free throw 1 of 2,,105-101,,
0:23.0,Offensive rebound by Team,,105-101,,
0:23.0,,,105-101,,G. Monroe enters the game for A. Tolliver
0:23.0,A. Horford misses free throw 2 of 2,,105-101,,
0:22.0,,,105-101,,Defensive rebound by J. Anthony
0:22.0,,,105-101,,Detroit full timeout
0:22.0,,,105-101,,A. Tolliver enters the game for J. Anthony
0:19.0,,,105-101,,K. Caldwell-Pope misses 3-pt shot from 27 ft
0:17.0,Defensive rebound by Team,,105-101,,
0:17.0,,,105-101,,Personal foul by A. Tolliver (drawn by P. Millsap)
0:17.0,,,105-101,,J. Jerebko enters the game for A. Tolliver
0:17.0,P. Millsap misses free throw 1 of 2,,105-101,,
0:17.0,Offensive rebound by Team,,105-101,,
0:17.0,P. Millsap makes free throw 2 of 2,1,106-101,,
0:05.0,,,106-101,,K. Singler misses 3-pt shot from 25 ft
0:05.0,,,106-101,,Offensive rebound by Team
0:05.0,Jump ball: D. Carroll vs. J. Jerebko,,,,Jump ball: D. Carroll vs. J. Jerebko
0:04.0,,,106-101,,Detroit full timeout
0:04.0,K. Bazemore enters the game for K. Korver,,106-101,,
0:04.0,T. Sefolosha enters the game for J. Teague,,106-101,,
0:02.0,,,106-103,2,G. Monroe makes 2-pt shot at rim (assist by J. Jerebko)
0:02.0,Atlanta full timeout,,106-103,,
0:02.0,J. Teague enters the game for T. Sefolosha,,106-103,,
0:02.0,K. Korver enters the game for K. Bazemore,,106-103,,
0:01.0,Turnover by P. Millsap (inbound),,106-103,,
0:01.0,T. Sefolosha enters the game for K. Korver,,106-103,,
0:01.0,K. Bazemore enters the game for J. Teague,,106-103,,
0:01.0,,,106-103,,K. Caldwell-Pope misses 3-pt shot from 27 ft
0:00.0,,,106-103,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
