time,Boston,pts.away,score,pts.home,Chicago
0:18.0,B. Bass enters the game for J. Sullinger,,101-98,,
0:18.0,E. Turner makes free throw 2 of 2,1,102-98,,
0:18.0,,,102-98,,Chicago full timeout
0:18.0,,,102-98,,M. Dunleavy enters the game for K. Hinrich
0:18.0,P. Pressey enters the game for E. Turner,,102-98,,
0:10.0,,,102-98,,J. Butler misses 2-pt shot from 19 ft
0:09.0,Defensive rebound by K. Olynyk,,102-98,,
0:09.0,,,102-98,,Personal take foul by A. Brooks (drawn by K. Olynyk)
0:09.0,,,102-98,,K. Hinrich enters the game for A. Brooks
0:09.0,K. Olynyk makes free throw 1 of 2,1,103-98,,
0:09.0,K. Olynyk makes free throw 2 of 2,1,104-98,,
0:02.0,,,104-98,,T. Gibson misses 2-pt shot from 5 ft
0:01.0,,,104-98,,Offensive rebound by P. Gasol
0:01.0,,,104-100,2,P. Gasol makes 2-pt shot from 2 ft
0:01.0,,,104-100,,Shooting foul by B. Bass (drawn by P. Gasol)
0:01.0,E. Turner enters the game for P. Pressey,,104-100,,
0:01.0,J. Sullinger enters the game for K. Olynyk,,104-100,,
0:01.0,,,104-101,1,P. Gasol makes free throw 1 of 1
0:01.0,Boston full timeout,,104-101,,
0:01.0,K. Olynyk enters the game for B. Bass,,104-101,,
0:00.0,,,104-101,,Personal take foul by J. Butler (drawn by J. Green)
0:00.0,J. Green makes free throw 1 of 2,1,105-101,,
0:00.0,J. Green makes free throw 2 of 2,1,106-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
