time,Indiana,pts.away,score,pts.home,Charlotte
1:47.0,,,66-64,,Defensive rebound by M. Kidd-Gilchrist
1:28.0,,,66-64,,G. Henderson misses 2-pt shot from 16 ft
1:27.0,,,66-64,,Offensive rebound by Team
1:27.0,Loose ball foul by R. Hibbert (drawn by B. Biyombo),,66-64,,
1:27.0,,,66-64,,B. Biyombo misses free throw 1 of 2
1:27.0,,,66-64,,Offensive rebound by Team
1:27.0,,,66-65,1,B. Biyombo makes free throw 2 of 2
1:04.0,R. Hibbert misses 2-pt shot from 6 ft,,66-65,,
1:03.0,,,66-65,,Defensive rebound by B. Biyombo
0:51.0,,,66-68,3,M. Williams makes 3-pt shot from 25 ft (assist by G. Henderson)
0:51.0,Indiana full timeout,,66-68,,
0:51.0,C. Miles enters the game for R. Stuckey,,66-68,,
0:40.0,C. Miles misses 2-pt shot from 5 ft,,66-68,,
0:38.0,Offensive rebound by C. Miles,,66-68,,
0:34.0,C. Miles misses 3-pt shot from 25 ft,,66-68,,
0:34.0,,,66-68,,Defensive rebound by Team
0:34.0,R. Stuckey enters the game for C. Miles,,66-68,,
0:34.0,,,66-68,,G. Neal enters the game for M. Kidd-Gilchrist
0:16.0,,,66-68,,G. Neal misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by D. West,,66-68,,
0:13.0,Shooting foul by B. Roberts (drawn by R. Stuckey),,66-68,,
0:13.0,R. Stuckey makes free throw 1 of 2,1,67-68,,
0:13.0,R. Stuckey makes free throw 2 of 2,1,68-68,,
0:13.0,,,68-68,,Charlotte full timeout
0:13.0,,,68-68,,C. Zeller enters the game for B. Biyombo
0:03.0,,,68-68,,G. Henderson misses 2-pt shot from 19 ft
0:02.0,Defensive rebound by C. Watson,,68-68,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Biyombo vs. R. Hibbert (C. Watson gains possession),,,,Jump ball: B. Biyombo vs. R. Hibbert (C. Watson gains possession)
4:37.0,C. Watson misses 2-pt shot from 18 ft,,68-68,,
4:36.0,,,68-68,,Defensive rebound by G. Henderson
4:32.0,,,68-70,2,G. Henderson makes 2-pt shot from 1 ft
4:32.0,,,68-70,,Shooting foul by C. Watson (drawn by G. Henderson)
4:32.0,,,68-71,1,G. Henderson makes free throw 1 of 1
4:17.0,R. Stuckey misses 2-pt shot from 16 ft,,68-71,,
4:16.0,,,68-71,,Defensive rebound by M. Kidd-Gilchrist
4:04.0,,,68-71,,B. Biyombo misses 2-pt shot from 2 ft (block by R. Hibbert)
4:02.0,Defensive rebound by R. Stuckey,,68-71,,
3:56.0,Turnover by C. Watson (lost ball),,68-71,,
3:43.0,,,68-71,,Shooting foul by S. Hill (drawn by G. Henderson)
3:43.0,,,68-71,,G. Henderson misses free throw 1 of 2
3:43.0,,,68-71,,Offensive rebound by Team
3:43.0,D. Sloan enters the game for C. Watson,,68-71,,
3:43.0,D. Rudez enters the game for R. Stuckey,,68-71,,
3:43.0,,,68-72,1,G. Henderson makes free throw 2 of 2
3:27.0,Turnover by D. Sloan (bad pass; steal by M. Kidd-Gilchrist),,68-72,,
3:27.0,,,68-72,,Charlotte full timeout
3:09.0,,,68-72,,M. Williams misses 2-pt shot from 19 ft
3:07.0,,,68-72,,Offensive rebound by B. Biyombo
3:07.0,,,68-74,2,B. Biyombo makes 2-pt shot at rim
2:52.0,D. Sloan misses 2-pt shot from 5 ft,,68-74,,
2:51.0,,,68-74,,Defensive rebound by M. Kidd-Gilchrist
2:37.0,,,68-74,,G. Henderson misses 2-pt shot from 17 ft
2:35.0,,,68-74,,Offensive rebound by M. Kidd-Gilchrist
2:18.0,,,68-74,,B. Roberts misses 2-pt shot from 4 ft (block by D. Rudez)
2:16.0,Defensive rebound by R. Hibbert,,68-74,,
2:07.0,,,68-74,,Personal foul by M. Kidd-Gilchrist (drawn by D. West)
1:58.0,D. Rudez misses 3-pt shot from 24 ft,,68-74,,
1:57.0,,,68-74,,Defensive rebound by M. Kidd-Gilchrist
1:38.0,,,68-74,,G. Henderson misses 2-pt shot from 2 ft
1:37.0,Defensive rebound by D. West,,68-74,,
1:25.0,S. Hill misses 2-pt shot from 7 ft,,68-74,,
1:24.0,,,68-74,,Defensive rebound by M. Kidd-Gilchrist
1:23.0,Personal foul by R. Hibbert (drawn by M. Kidd-Gilchrist),,68-74,,
1:09.0,,,68-76,2,M. Williams makes 2-pt shot from 19 ft (assist by B. Roberts)
1:09.0,Indiana full timeout,,68-76,,
1:09.0,C. Watson enters the game for S. Hill,,68-76,,
1:09.0,R. Stuckey enters the game for D. Sloan,,68-76,,
0:54.0,D. West misses 3-pt shot from 25 ft,,68-76,,
0:51.0,,,68-76,,Defensive rebound by B. Biyombo
0:34.0,,,68-76,,G. Henderson misses 2-pt shot from 2 ft (block by D. West)
0:34.0,,,68-76,,Offensive rebound by M. Williams
0:34.0,,,68-78,2,M. Williams makes 2-pt shot from 21 ft
0:34.0,Indiana full timeout,,68-78,,
0:34.0,C. Miles enters the game for R. Hibbert,,68-78,,
0:34.0,C. Copeland enters the game for R. Stuckey,,68-78,,
0:34.0,,,68-78,,C. Zeller enters the game for B. Biyombo
0:30.0,C. Watson makes 3-pt shot from 25 ft (assist by D. Rudez),3,71-78,,
0:30.0,Personal take foul by C. Watson (drawn by B. Roberts),,71-78,,
0:30.0,,,71-79,1,B. Roberts makes free throw 1 of 2
0:30.0,,,71-80,1,B. Roberts makes free throw 2 of 2
0:30.0,Indiana full timeout,,71-80,,
0:26.0,C. Copeland misses 3-pt shot from 30 ft,,71-80,,
0:24.0,Offensive rebound by C. Miles,,71-80,,
0:19.0,C. Copeland misses 3-pt shot from 26 ft,,71-80,,
0:18.0,,,71-80,,Defensive rebound by M. Kidd-Gilchrist
0:18.0,Personal take foul by D. West (drawn by M. Kidd-Gilchrist),,71-80,,
0:18.0,,,71-80,,M. Kidd-Gilchrist misses free throw 1 of 2
0:18.0,,,71-80,,Offensive rebound by Team
0:18.0,,,71-80,,M. Kidd-Gilchrist misses free throw 2 of 2
0:16.0,Defensive rebound by C. Copeland,,71-80,,
0:12.0,C. Miles misses 3-pt shot from 26 ft,,71-80,,
0:10.0,,,71-80,,Defensive rebound by C. Zeller
0:00.0,End of 1st overtime,,,,End of 1st overtime
