time,Phoenix,pts.away,score,pts.home,Houston
3:17.0,,,105-100,,Personal foul by D. Motiejunas (drawn by E. Bledsoe)
3:03.0,P. Tucker makes 3-pt shot from 22 ft (assist by M. Morris),3,108-100,,
2:42.0,,,108-100,,T. Ariza misses 2-pt shot from 21 ft
2:40.0,Defensive rebound by E. Bledsoe,,108-100,,
2:27.0,E. Bledsoe misses 2-pt shot from 20 ft,,108-100,,
2:25.0,,,108-100,,Defensive rebound by J. Harden
2:25.0,Personal take foul by M. Morris (drawn by J. Harden),,108-100,,
2:25.0,,,108-100,,Houston full timeout
2:01.0,,,108-100,,J. Harden misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by Team,,108-100,,
1:47.0,M. Morris makes 2-pt shot from 13 ft (assist by M. Morris),2,110-100,,
1:39.0,,,110-100,,Turnover by J. Harden (bad pass; steal by E. Bledsoe)
1:33.0,Shooting foul by P. Beverley (drawn by M. Morris),,110-100,,
1:33.0,M. Morris misses free throw 1 of 2,,110-100,,
1:33.0,Offensive rebound by Team,,110-100,,
1:33.0,M. Morris makes free throw 2 of 2,1,111-100,,
1:33.0,,,111-100,,Houston full timeout
1:25.0,,,111-100,,C. Brewer misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by M. Morris,,111-100,,
1:20.0,M. Morris makes 2-pt shot at rim (assist by M. Morris),2,113-100,,
1:16.0,Personal foul by P. Tucker (drawn by J. Harden),,113-100,,
1:07.0,,,113-100,,P. Beverley misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by M. Morris,,113-100,,
1:02.0,,,113-100,,Personal foul by P. Beverley (drawn by E. Bledsoe)
1:02.0,,,113-100,,N. Johnson enters the game for P. Beverley
1:02.0,,,113-100,,K. McDaniels enters the game for J. Harden
1:02.0,E. Bledsoe makes free throw 1 of 2,1,114-100,,
1:02.0,R. Bullock enters the game for M. Morris,,114-100,,
1:02.0,E. Bledsoe makes free throw 2 of 2,1,115-100,,
0:53.0,,,115-100,,Turnover by K. McDaniels (bad pass)
0:53.0,A. Goodwin enters the game for M. Morris,,115-100,,
0:53.0,T. Warren enters the game for P. Tucker,,115-100,,
0:53.0,A. Price enters the game for E. Bledsoe,,115-100,,
0:53.0,,,115-100,,J. Dorsey enters the game for T. Ariza
0:37.0,R. Bullock misses 2-pt shot from 2 ft,,115-100,,
0:36.0,Offensive rebound by B. Wright,,115-100,,
0:36.0,B. Wright makes 2-pt shot at rim,2,117-100,,
0:26.0,,,117-102,2,N. Johnson makes 2-pt shot from 7 ft
0:09.0,A. Goodwin misses 2-pt shot from 1 ft,,117-102,,
0:07.0,,,117-102,,Defensive rebound by C. Brewer
0:02.0,,,117-102,,N. Johnson misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by R. Bullock,,117-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
