time,New York,pts.away,score,pts.home,Boston
1:54.0,Offensive rebound by A. Stoudemire,,96-88,,
1:53.0,A. Stoudemire misses 2-pt shot from 2 ft (block by T. Zeller),,96-88,,
1:52.0,,,96-88,,Defensive rebound by P. Pressey
1:51.0,,,96-90,2,E. Turner makes 2-pt shot from 1 ft (assist by P. Pressey)
1:42.0,,,96-90,,Personal foul by P. Pressey (drawn by J. Calderon)
1:30.0,A. Stoudemire misses 2-pt shot from 5 ft (block by T. Zeller),,96-90,,
1:29.0,Offensive rebound by Team,,96-90,,
1:28.0,Shooting foul by J. Green (drawn by C. Anthony),,96-90,,
1:28.0,C. Anthony makes free throw 1 of 2,1,97-90,,
1:28.0,S. Dalembert enters the game for A. Stoudemire,,97-90,,
1:28.0,C. Anthony makes free throw 2 of 2,1,98-90,,
1:18.0,,,98-92,2,J. Green makes 2-pt shot at rim (assist by R. Rondo)
0:57.0,Turnover by S. Larkin (traveling),,98-92,,
0:57.0,,,98-92,,Boston full timeout
0:57.0,,,98-92,,M. Thornton enters the game for T. Zeller
0:57.0,,,98-92,,K. Olynyk enters the game for P. Pressey
0:57.0,Q. Acy enters the game for S. Dalembert,,98-92,,
0:53.0,,,98-92,,Shooting foul by C. Anthony (drawn by J. Green)
0:53.0,,,98-92,,J. Green misses free throw 1 of 2
0:53.0,,,98-92,,Offensive rebound by Team
0:53.0,,,98-92,,P. Pressey enters the game for M. Thornton
0:53.0,,,98-92,,T. Zeller enters the game for K. Olynyk
0:53.0,A. Stoudemire enters the game for T. Hardaway,,98-92,,
0:53.0,S. Dalembert enters the game for Q. Acy,,98-92,,
0:53.0,,,98-93,1,J. Green makes free throw 2 of 2
0:53.0,New York full timeout,,98-93,,
0:53.0,J. Smith enters the game for S. Dalembert,,98-93,,
0:33.0,J. Calderon misses 2-pt shot from 18 ft,,98-93,,
0:32.0,,,98-93,,Defensive rebound by T. Zeller
0:32.0,,,98-93,,Boston full timeout
0:32.0,,,98-93,,K. Olynyk enters the game for T. Zeller
0:32.0,Q. Acy enters the game for A. Stoudemire,,98-93,,
0:32.0,P. Prigioni enters the game for J. Smith,,98-93,,
0:29.0,,,98-93,,K. Olynyk misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by S. Larkin,,98-93,,
0:21.0,,,98-93,,Personal take foul by E. Turner (drawn by P. Prigioni)
0:21.0,P. Prigioni makes free throw 1 of 2,1,99-93,,
0:21.0,P. Prigioni misses free throw 2 of 2,,99-93,,
0:19.0,,,99-93,,Defensive rebound by P. Pressey
0:17.0,,,99-93,,Shooting foul by J. Calderon (drawn by P. Pressey)
0:17.0,,,99-94,1,P. Pressey makes free throw 1 of 2
0:17.0,,,99-94,,D. Powell enters the game for K. Olynyk
0:17.0,S. Dalembert enters the game for Q. Acy,,99-94,,
0:17.0,A. Stoudemire enters the game for P. Prigioni,,99-94,,
0:17.0,,,99-95,1,P. Pressey makes free throw 2 of 2
0:17.0,New York full timeout,,99-95,,
0:17.0,T. Hardaway enters the game for S. Dalembert,,99-95,,
0:17.0,P. Prigioni enters the game for S. Larkin,,99-95,,
0:16.0,,,99-95,,Personal take foul by E. Turner (drawn by C. Anthony)
0:16.0,C. Anthony makes free throw 1 of 2,1,100-95,,
0:16.0,,,100-95,,K. Olynyk enters the game for D. Powell
0:16.0,,,100-95,,M. Thornton enters the game for P. Pressey
0:16.0,Q. Acy enters the game for A. Stoudemire,,100-95,,
0:16.0,C. Anthony makes free throw 2 of 2,1,101-95,,
0:12.0,,,101-95,,J. Green misses 3-pt shot from 25 ft (block by C. Anthony)
0:11.0,Defensive rebound by T. Hardaway,,101-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
