time,Minnesota,pts.away,score,pts.home,San Antonio
5:04.0,,,90-114,,Defensive rebound by D. Green
4:47.0,,,90-114,,Turnover by K. Anderson (bad pass; steal by A. Bennett)
4:44.0,Z. LaVine makes 2-pt shot from 1 ft,2,92-114,,
4:44.0,Shooting foul by A. Daye (drawn by Z. LaVine),,92-114,,
4:44.0,Z. LaVine makes free throw 1 of 1,1,93-114,,
4:22.0,,,93-114,,K. Anderson misses 2-pt shot from 18 ft
4:20.0,Defensive rebound by R. Hummel,,93-114,,
4:07.0,A. Bennett makes 2-pt shot from 1 ft,2,95-114,,
3:53.0,,,95-114,,Offensive foul by J. Ayres
3:53.0,,,95-114,,Turnover by J. Ayres (offensive foul)
3:40.0,A. Bennett makes 2-pt shot from 20 ft (assist by Z. LaVine),2,97-114,,
3:17.0,,,97-114,,M. Bonner misses 2-pt shot from 6 ft
3:16.0,Defensive rebound by A. Bennett,,97-114,,
3:10.0,G. Robinson misses 3-pt shot from 24 ft,,97-114,,
3:08.0,,,97-114,,Defensive rebound by A. Daye
3:06.0,,,97-114,,Turnover by A. Daye (bad pass; steal by Z. LaVine)
3:04.0,Turnover by Z. LaVine (discontinued dribble),,97-114,,
2:52.0,,,97-114,,Shooting foul by Z. LaVine (drawn by K. Anderson)
2:52.0,Official timeout,,97-114,,
2:52.0,,,97-114,,K. Anderson misses free throw 1 of 2
2:52.0,,,97-114,,Offensive rebound by Team
2:52.0,,,97-115,1,K. Anderson makes free throw 2 of 2
2:31.0,G. Robinson misses 2-pt shot from 5 ft (block by K. Anderson),,97-115,,
2:30.0,,,97-115,,Defensive rebound by Team
2:13.0,,,97-117,2,J. Ayres makes 2-pt shot from 2 ft
2:03.0,A. Bennett makes 2-pt shot from 22 ft (assist by Z. LaVine),2,99-117,,
1:44.0,,,99-119,2,M. Bonner makes 2-pt shot from 5 ft
1:31.0,A. Wiggins misses 2-pt shot from 16 ft,,99-119,,
1:30.0,,,99-119,,Defensive rebound by K. Anderson
1:13.0,,,99-121,2,K. Anderson makes 2-pt shot from 7 ft
0:58.0,A. Bennett misses 2-pt shot from 21 ft,,99-121,,
0:56.0,,,99-121,,Defensive rebound by K. Anderson
0:37.0,,,99-123,2,J. Ayres makes 2-pt shot from 1 ft
0:32.0,Z. LaVine makes 2-pt shot from 14 ft,2,101-123,,
0:06.0,,,101-123,,K. Anderson misses 2-pt shot from 6 ft
0:04.0,Defensive rebound by A. Bennett,,101-123,,
0:00.0,A. Bennett misses 3-pt shot from 40 ft,,101-123,,
0:00.0,Offensive rebound by Team,,101-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
