time,Houston,pts.away,score,pts.home,Phoenix
8:28.0,J. Harden misses 3-pt shot from 25 ft,,102-95,,
8:27.0,Offensive rebound by C. Brewer,,102-95,,
8:24.0,C. Brewer makes 2-pt shot at rim,2,104-95,,
8:05.0,,,104-95,,Turnover by G. Dragic (bad pass)
7:48.0,J. Harden misses 2-pt shot from 3 ft,,104-95,,
7:48.0,,,104-95,,Defensive rebound by Team
7:48.0,Loose ball foul by J. Smith (drawn by E. Bledsoe),,104-95,,
7:31.0,,,104-95,,M. Morris misses 3-pt shot from 25 ft
7:30.0,Defensive rebound by J. Harden,,104-95,,
7:12.0,Shooting foul by I. Thomas (drawn by J. Harden),,104-95,,
7:12.0,,,104-95,,P. Tucker enters the game for M. Morris
7:12.0,,,104-95,,M. Plumlee enters the game for M. Morris
7:12.0,J. Harden makes free throw 1 of 3,1,105-95,,
7:12.0,J. Harden makes free throw 2 of 3,1,106-95,,
7:12.0,J. Harden makes free throw 3 of 3,1,107-95,,
6:54.0,,,107-97,2,G. Dragic makes 2-pt shot from 11 ft
6:41.0,J. Harden makes 2-pt shot from 1 ft,2,109-97,,
6:31.0,,,109-97,,Shooting foul by J. Smith (drawn by E. Bledsoe)
6:31.0,,,109-98,1,E. Bledsoe makes free throw 1 of 2
6:31.0,,,109-99,1,E. Bledsoe makes free throw 2 of 2
6:19.0,Turnover by J. Harden (bad pass; steal by I. Thomas),,109-99,,
6:13.0,,,109-101,2,G. Dragic makes 2-pt shot at rim (assist by I. Thomas)
5:51.0,K. Papanikolaou makes 2-pt shot at rim (assist by J. Harden),2,111-101,,
5:39.0,,,111-104,3,G. Dragic makes 3-pt shot from 24 ft (assist by P. Tucker)
5:12.0,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden),3,114-104,,
4:57.0,Personal foul by K. Papanikolaou (drawn by P. Tucker),,114-104,,
4:57.0,,,114-104,,Phoenix full timeout
4:57.0,P. Beverley enters the game for K. Papanikolaou,,114-104,,
4:57.0,T. Ariza enters the game for J. Terry,,114-104,,
4:47.0,,,114-107,3,I. Thomas makes 3-pt shot from 23 ft (assist by G. Dragic)
4:28.0,J. Smith misses 2-pt shot from 1 ft (block by M. Plumlee),,114-107,,
4:26.0,,,114-107,,Defensive rebound by G. Dragic
4:23.0,,,114-109,2,P. Tucker makes 2-pt shot at rim
4:10.0,Turnover by P. Beverley (bad pass; steal by I. Thomas),,114-109,,
3:59.0,,,114-109,,P. Tucker misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by T. Ariza,,114-109,,
3:50.0,J. Harden makes 2-pt shot from 1 ft,2,116-109,,
3:33.0,,,116-112,3,E. Bledsoe makes 3-pt shot from 24 ft (assist by I. Thomas)
3:07.0,J. Harden makes 2-pt shot from 15 ft,2,118-112,,
2:50.0,,,118-112,,M. Plumlee misses 2-pt shot from 8 ft
2:50.0,Defensive rebound by Team,,118-112,,
2:50.0,,,118-112,,Loose ball foul by G. Dragic (drawn by T. Ariza)
2:50.0,Houston full timeout,,118-112,,
2:50.0,,,118-112,,M. Morris enters the game for M. Plumlee
2:32.0,J. Harden makes 2-pt shot from 11 ft,2,120-112,,
2:13.0,,,120-114,2,E. Bledsoe makes 2-pt shot at rim
1:49.0,J. Harden makes 2-pt shot from 20 ft,2,122-114,,
1:37.0,,,122-116,2,E. Bledsoe makes 2-pt shot from 19 ft
1:15.0,J. Smith misses 2-pt shot from 4 ft,,122-116,,
1:15.0,Offensive rebound by C. Brewer,,122-116,,
1:15.0,C. Brewer makes 2-pt shot from 2 ft,2,124-116,,
1:15.0,,,124-116,,Phoenix full timeout
1:09.0,,,124-116,,E. Bledsoe misses 2-pt shot from 1 ft (block by J. Harden)
1:08.0,Defensive rebound by J. Harden,,124-116,,
1:02.0,,,124-116,,Away from play foul by I. Thomas (drawn by J. Harden)
1:02.0,J. Harden makes free throw 1 of 1,1,125-116,,
0:53.0,C. Brewer makes 2-pt shot from 20 ft (assist by P. Beverley),2,127-116,,
0:43.0,,,127-116,,I. Thomas misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by C. Brewer,,127-116,,
0:18.0,J. Harden misses 3-pt shot from 24 ft,,127-116,,
0:17.0,,,127-116,,Defensive rebound by M. Morris
0:14.0,,,127-118,2,P. Tucker makes 2-pt shot from 1 ft (assist by M. Morris)
0:00.0,End of 4th quarter,,,,End of 4th quarter
