time,Philadelphia,pts.away,score,pts.home,Atlanta
3:48.0,Turnover by R. Covington (lost ball; steal by D. Schroder),,68-87,,
3:40.0,,,68-87,,M. Muscala misses 2-pt shot from 8 ft
3:39.0,,,68-87,,Offensive rebound by M. Muscala
3:37.0,,,68-89,2,M. Muscala makes 2-pt shot from 1 ft
3:28.0,K. McDaniels misses 3-pt shot from 25 ft,,68-89,,
3:26.0,,,68-89,,Defensive rebound by D. Schroder
3:08.0,,,68-89,,Turnover by S. Mack (bad pass; steal by R. Covington)
3:01.0,J. Grant makes 2-pt shot from 1 ft (assist by K. McDaniels),2,70-89,,
2:44.0,,,70-91,2,M. Muscala makes 2-pt shot from 17 ft (assist by S. Mack)
2:32.0,H. Thompson misses 2-pt shot from 20 ft,,70-91,,
2:31.0,Offensive rebound by K. McDaniels,,70-91,,
2:31.0,Shooting foul by P. Millsap (drawn by K. McDaniels),,70-91,,
2:31.0,K. McDaniels makes free throw 1 of 2,1,71-91,,
2:31.0,,,71-91,,T. Sefolosha enters the game for P. Millsap
2:31.0,,,71-91,,J. Jenkins enters the game for D. Schroder
2:31.0,J. Sampson enters the game for R. Covington,,71-91,,
2:31.0,K. McDaniels misses free throw 2 of 2,,71-91,,
2:29.0,,,71-91,,Defensive rebound by M. Muscala
2:11.0,,,71-91,,K. Bazemore misses 2-pt shot from 10 ft
2:09.0,,,71-91,,Offensive rebound by T. Sefolosha
2:09.0,,,71-91,,T. Sefolosha misses 2-pt shot at rim
2:07.0,Defensive rebound by H. Thompson,,71-91,,
2:01.0,Shooting foul by J. Jenkins (drawn by A. Shved),,71-91,,
2:01.0,A. Shved makes free throw 1 of 2,1,72-91,,
2:01.0,M. Lee enters the game for K. McDaniels,,72-91,,
2:01.0,A. Shved misses free throw 2 of 2,,72-91,,
1:59.0,,,72-91,,Defensive rebound by K. Bazemore
1:53.0,,,72-93,2,K. Bazemore makes 2-pt shot from 1 ft
1:43.0,Shooting foul by M. Muscala (drawn by J. Grant),,72-93,,
1:43.0,J. Grant misses free throw 1 of 2,,72-93,,
1:43.0,Offensive rebound by Team,,72-93,,
1:43.0,J. Grant misses free throw 2 of 2,,72-93,,
1:41.0,Offensive rebound by H. Thompson,,72-93,,
1:35.0,Shooting foul by K. Bazemore (drawn by A. Shved),,72-93,,
1:35.0,A. Shved makes free throw 1 of 2,1,73-93,,
1:35.0,A. Shved makes free throw 2 of 2,1,74-93,,
1:17.0,,,74-95,2,K. Bazemore makes 2-pt shot from 3 ft (assist by M. Muscala)
1:09.0,M. Lee misses 2-pt shot from 5 ft,,74-95,,
1:08.0,,,74-95,,Defensive rebound by T. Sefolosha
0:52.0,,,74-95,,Turnover by S. Mack (lost ball; steal by A. Shved)
0:47.0,H. Thompson makes 2-pt shot at rim (assist by J. Grant),2,76-95,,
0:47.0,Shooting foul by J. Jenkins (drawn by H. Thompson),,76-95,,
0:47.0,H. Thompson makes free throw 1 of 1,1,77-95,,
0:32.0,,,77-95,,J. Jenkins misses 2-pt shot from 23 ft
0:30.0,Defensive rebound by H. Thompson,,77-95,,
0:25.0,A. Shved makes 2-pt shot from 2 ft (assist by H. Thompson),2,79-95,,
0:05.0,,,79-95,,S. Mack misses 2-pt shot from 21 ft
0:04.0,,,79-95,,Offensive rebound by M. Muscala
0:00.0,End of 4th quarter,,,,End of 4th quarter
