time,Miami,pts.away,score,pts.home,Philadelphia
6:15.0,,,99-88,,T. Wroten misses free throw 2 of 2
6:13.0,Defensive rebound by M. Chalmers,,99-88,,
5:58.0,Turnover by S. Napier (lost ball; steal by T. Wroten),,99-88,,
5:53.0,,,99-90,2,T. Wroten makes 2-pt shot at rim
5:29.0,D. Wade misses 2-pt shot from 16 ft,,99-90,,
5:27.0,Offensive rebound by J. Hamilton,,99-90,,
5:27.0,J. Hamilton makes 2-pt shot at rim,2,101-90,,
5:07.0,,,101-92,2,H. Sims makes 2-pt shot from 3 ft
5:00.0,Miami full timeout,,101-92,,
5:00.0,C. Bosh enters the game for J. Hamilton,,101-92,,
4:47.0,C. Bosh misses 3-pt shot from 25 ft,,101-92,,
4:45.0,Offensive rebound by D. Wade,,101-92,,
4:38.0,D. Wade makes 2-pt shot from 2 ft (assist by M. Chalmers),2,103-92,,
4:24.0,,,103-92,,Turnover by C. Johnson (bad pass; steal by D. Wade)
4:11.0,Shooting foul by C. Johnson (drawn by C. Bosh),,103-92,,
4:11.0,C. Bosh makes free throw 1 of 2,1,104-92,,
4:11.0,,,104-92,,K. McDaniels enters the game for C. Johnson
4:11.0,C. Bosh makes free throw 2 of 2,1,105-92,,
4:00.0,,,105-92,,H. Sims misses 2-pt shot from 11 ft
3:59.0,Defensive rebound by C. Bosh,,105-92,,
3:41.0,D. Wade misses 2-pt shot from 2 ft (block by N. Noel),,105-92,,
3:39.0,,,105-92,,Defensive rebound by N. Noel
3:32.0,,,105-92,,Turnover by H. Thompson (bad pass; steal by S. Napier)
3:26.0,M. Chalmers makes 3-pt shot from 24 ft (assist by S. Napier),3,108-92,,
3:20.0,,,108-92,,Turnover by N. Noel (bad pass)
3:20.0,,,108-92,,B. Davies enters the game for H. Sims
3:08.0,Shooting foul by K. McDaniels (drawn by C. Bosh),,108-92,,
3:08.0,C. Bosh makes free throw 1 of 2,1,109-92,,
3:08.0,,,109-92,,M. Thomas enters the game for N. Noel
3:08.0,C. Bosh makes free throw 2 of 2,1,110-92,,
3:08.0,,,110-92,,Philadelphia full timeout
2:54.0,,,110-92,,H. Thompson misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by C. Bosh,,110-92,,
2:37.0,S. Williams makes 2-pt shot from 14 ft (assist by C. Bosh),2,112-92,,
2:27.0,,,112-92,,Shooting foul by S. Williams (drawn by K. McDaniels)
2:27.0,,,112-93,1,K. McDaniels makes free throw 1 of 2
2:27.0,J. Ennis enters the game for D. Wade,,112-93,,
2:27.0,,,112-93,,J. Sampson enters the game for H. Thompson
2:27.0,,,112-94,1,K. McDaniels makes free throw 2 of 2
2:08.0,C. Bosh misses 3-pt shot from 25 ft,,112-94,,
2:06.0,Offensive rebound by Team,,112-94,,
2:06.0,J. Hamilton enters the game for C. Bosh,,112-94,,
2:06.0,,,112-94,,A. Shved enters the game for T. Wroten
2:01.0,Turnover by J. Hamilton (lost ball; steal by B. Davies),,112-94,,
1:50.0,,,112-94,,Turnover by K. McDaniels (lost ball)
1:50.0,A. Dawkins enters the game for M. Chalmers,,112-94,,
1:38.0,Offensive foul by S. Williams,,112-94,,
1:38.0,Turnover by S. Williams (offensive foul),,112-94,,
1:22.0,,,112-94,,K. McDaniels misses 3-pt shot from 28 ft
1:21.0,Defensive rebound by S. Napier,,112-94,,
1:15.0,S. Williams misses 3-pt shot from 26 ft,,112-94,,
1:14.0,,,112-94,,Defensive rebound by J. Sampson
1:08.0,,,112-94,,A. Shved misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by J. Hamilton,,112-94,,
0:53.0,J. Ennis misses 2-pt shot from 4 ft (block by J. Sampson),,112-94,,
0:51.0,,,112-94,,Defensive rebound by M. Thomas
0:47.0,,,112-96,2,M. Thomas makes 2-pt shot at rim (assist by A. Shved)
0:28.0,S. Napier makes 2-pt shot from 17 ft,2,114-96,,
0:12.0,,,114-96,,A. Shved misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by S. Williams,,114-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
