time,Toronto,pts.away,score,pts.home,Miami
7:47.0,,,88-84,,G. Dragic misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by K. Lowry,,88-84,,
7:38.0,L. Williams misses 2-pt shot from 5 ft,,88-84,,
7:37.0,Offensive rebound by C. Hayes,,88-84,,
7:35.0,C. Hayes makes 2-pt shot at rim,2,90-84,,
7:16.0,,,90-86,2,M. Beasley makes 2-pt shot from 5 ft
6:56.0,G. Vasquez makes 2-pt shot from 10 ft,2,92-86,,
6:36.0,,,92-89,3,D. Wade makes 3-pt shot from 24 ft (assist by G. Dragic)
6:09.0,L. Williams misses 2-pt shot from 17 ft,,92-89,,
6:08.0,,,92-89,,Defensive rebound by C. Andersen
6:00.0,,,92-89,,D. Wade misses 2-pt shot from 17 ft
5:59.0,Defensive rebound by K. Lowry,,92-89,,
5:55.0,Toronto full timeout,,92-89,,
5:55.0,D. DeRozan enters the game for L. Williams,,92-89,,
5:55.0,,,92-89,,L. Deng enters the game for M. Beasley
5:55.0,,,92-89,,H. Whiteside enters the game for C. Andersen
5:39.0,P. Patterson misses 2-pt shot from 8 ft,,92-89,,
5:38.0,,,92-89,,Defensive rebound by T. Johnson
5:26.0,,,92-89,,Shooting foul by P. Patterson (drawn by D. Wade)
5:26.0,,,92-90,1,D. Wade makes free throw 1 of 2
5:26.0,,,92-90,,D. Wade misses free throw 2 of 2
5:25.0,Defensive rebound by Team,,92-90,,
5:05.0,G. Vasquez misses 3-pt shot from 24 ft,,92-90,,
5:04.0,Offensive rebound by C. Hayes,,92-90,,
5:01.0,Turnover by D. DeRozan (traveling),,92-90,,
4:49.0,,,92-90,,G. Dragic misses 2-pt shot from 5 ft
4:48.0,,,92-90,,Offensive rebound by H. Whiteside
4:47.0,,,92-92,2,H. Whiteside makes 2-pt shot from 1 ft
4:27.0,K. Lowry misses 3-pt shot from 24 ft,,92-92,,
4:26.0,,,92-92,,Defensive rebound by H. Whiteside
4:15.0,,,92-92,,D. Wade misses 2-pt shot from 8 ft
4:14.0,Defensive rebound by K. Lowry,,92-92,,
4:06.0,C. Hayes misses 2-pt shot from 6 ft,,92-92,,
4:05.0,,,92-92,,Defensive rebound by H. Whiteside
4:03.0,L. Williams enters the game for G. Vasquez,,92-92,,
4:03.0,T. Hansbrough enters the game for C. Hayes,,92-92,,
3:47.0,,,92-92,,T. Johnson misses 2-pt shot from 19 ft
3:46.0,Defensive rebound by D. DeRozan,,92-92,,
3:35.0,D. DeRozan makes 2-pt shot from 13 ft,2,94-92,,
3:15.0,,,94-92,,D. Wade misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by Team,,94-92,,
3:14.0,,,94-92,,Loose ball foul by H. Whiteside (drawn by T. Hansbrough)
3:01.0,D. DeRozan misses 2-pt shot from 20 ft,,94-92,,
3:00.0,,,94-92,,Defensive rebound by D. Wade
2:55.0,Shooting block foul by L. Williams (drawn by D. Wade),,94-92,,
2:55.0,Official timeout,,94-92,,
2:55.0,,,94-93,1,D. Wade makes free throw 1 of 2
2:55.0,,,94-94,1,D. Wade makes free throw 2 of 2
2:44.0,P. Patterson misses 3-pt shot from 25 ft,,94-94,,
2:43.0,,,94-94,,Defensive rebound by T. Johnson
2:23.0,,,94-94,,Turnover by H. Whiteside (lost ball; steal by K. Lowry)
2:11.0,,,94-94,,Personal foul by H. Whiteside (drawn by T. Hansbrough)
1:58.0,L. Williams makes 2-pt shot from 17 ft,2,96-94,,
1:41.0,,,96-94,,D. Wade misses 2-pt shot from 1 ft
1:40.0,Defensive rebound by D. DeRozan,,96-94,,
1:21.0,D. DeRozan makes 2-pt shot from 4 ft,2,98-94,,
1:21.0,Shooting foul by D. Wade (drawn by D. DeRozan),,98-94,,
1:21.0,D. DeRozan makes free throw 1 of 1,1,99-94,,
1:21.0,,,99-94,,Miami full timeout
1:16.0,,,99-94,,Shooting foul by D. DeRozan (drawn by D. Wade)
1:16.0,,,99-95,1,D. Wade makes free throw 1 of 3
1:16.0,,,99-96,1,D. Wade makes free throw 2 of 3
1:16.0,,,99-96,,D. Wade misses free throw 3 of 3
1:15.0,Defensive rebound by L. Williams,,99-96,,
0:54.0,K. Lowry misses 3-pt shot from 24 ft,,99-96,,
0:53.0,,,99-96,,Defensive rebound by L. Deng
0:52.0,Personal foul by P. Patterson (drawn by L. Deng),,99-96,,
0:52.0,,,99-96,,L. Deng misses free throw 1 of 2
0:52.0,,,99-96,,Offensive rebound by Team
0:52.0,,,99-97,1,L. Deng makes free throw 2 of 2
0:52.0,Toronto full timeout,,99-97,,
0:31.0,L. Williams makes 3-pt shot from 25 ft,3,102-97,,
0:31.0,,,102-97,,Miami full timeout
0:23.0,,,102-97,,L. Deng misses 3-pt shot from 22 ft
0:22.0,,,102-97,,Offensive rebound by H. Whiteside
0:21.0,,,102-97,,Turnover by H. Whiteside (lost ball; steal by K. Lowry)
0:21.0,,,102-97,,Personal foul by G. Dragic (drawn by K. Lowry)
0:21.0,K. Lowry makes free throw 1 of 2,1,103-97,,
0:21.0,K. Lowry makes free throw 2 of 2,1,104-97,,
0:21.0,,,104-97,,Miami full timeout
0:17.0,,,104-99,2,G. Dragic makes 2-pt shot from 1 ft
0:15.0,,,104-99,,Personal foul by G. Dragic (drawn by D. DeRozan)
0:15.0,D. DeRozan makes free throw 1 of 2,1,105-99,,
0:15.0,D. DeRozan makes free throw 2 of 2,1,106-99,,
0:09.0,,,106-101,2,D. Wade makes 2-pt shot at rim
0:08.0,,,106-101,,Personal foul by G. Dragic (drawn by K. Lowry)
0:08.0,,,106-101,,Z. Dragic enters the game for G. Dragic
0:08.0,K. Lowry makes free throw 1 of 2,1,107-101,,
0:08.0,K. Lowry misses free throw 2 of 2,,107-101,,
0:08.0,,,107-101,,Defensive rebound by H. Whiteside
0:03.0,,,107-104,3,T. Johnson makes 3-pt shot from 24 ft (assist by D. Wade)
0:00.0,End of 4th quarter,,,,End of 4th quarter
