time,Utah,pts.away,score,pts.home,LA Clippers
2:59.0,G. Hayward misses 2-pt shot from 15 ft,,94-95,,
2:54.0,,,94-95,,Defensive rebound by D. Jordan
2:43.0,,,94-97,2,B. Griffin makes 2-pt shot from 15 ft (assist by C. Paul)
2:20.0,T. Burke misses 2-pt shot from 15 ft,,94-97,,
2:18.0,Offensive rebound by D. Favors,,94-97,,
2:18.0,D. Favors misses 2-pt shot from 1 ft (block by B. Griffin),,94-97,,
2:18.0,Offensive rebound by E. Kanter,,94-97,,
2:15.0,E. Kanter misses 2-pt shot from 1 ft,,94-97,,
2:13.0,Offensive rebound by D. Favors,,94-97,,
2:13.0,Shooting foul by M. Barnes (drawn by D. Favors),,94-97,,
2:13.0,Utah full timeout,,94-97,,
2:13.0,,,94-97,,J. Redick enters the game for M. Barnes
2:13.0,D. Favors makes free throw 1 of 2,1,95-97,,
2:13.0,D. Favors makes free throw 2 of 2,1,96-97,,
1:56.0,,,96-97,,C. Paul misses 2-pt shot from 16 ft
1:56.0,,,96-97,,Offensive rebound by D. Jordan
1:56.0,,,96-99,2,D. Jordan makes 2-pt shot from 1 ft
1:40.0,Turnover by D. Favors (bad pass; steal by B. Griffin),,96-99,,
1:25.0,Jump ball: B. Griffin vs. R. Hood (E. Kanter gains possession),,,,Jump ball: B. Griffin vs. R. Hood (E. Kanter gains possession)
1:25.0,,,96-99,,Turnover by B. Griffin (lost ball; steal by R. Hood)
1:02.0,G. Hayward misses 2-pt shot from 15 ft,,96-99,,
1:00.0,Offensive rebound by D. Favors,,96-99,,
1:00.0,D. Favors misses 2-pt shot from 1 ft (block by D. Jordan),,96-99,,
1:00.0,Jump ball: D. Favors vs. D. Jordan,,,,Jump ball: D. Favors vs. D. Jordan
1:00.0,,,96-99,,Offensive rebound by Team
0:58.0,R. Gobert enters the game for E. Kanter,,96-99,,
0:47.0,,,96-99,,C. Paul misses 2-pt shot from 11 ft
0:46.0,Defensive rebound by R. Gobert,,96-99,,
0:32.0,Shooting foul by B. Griffin (drawn by D. Favors),,96-99,,
0:32.0,D. Favors misses free throw 1 of 2,,96-99,,
0:32.0,Offensive rebound by Team,,96-99,,
0:32.0,,,96-99,,M. Barnes enters the game for J. Crawford
0:32.0,D. Favors misses free throw 2 of 2,,96-99,,
0:30.0,,,96-99,,Defensive rebound by D. Jordan
0:25.0,,,96-99,,LA Clippers full timeout
0:25.0,,,96-99,,J. Crawford enters the game for M. Barnes
0:25.0,T. Booker enters the game for R. Gobert,,96-99,,
0:24.0,Personal foul by R. Hood (drawn by J. Crawford),,96-99,,
0:24.0,,,96-99,,J. Crawford misses free throw 1 of 2
0:24.0,,,96-99,,Offensive rebound by Team
0:24.0,,,96-99,,M. Barnes enters the game for J. Redick
0:24.0,,,96-100,1,J. Crawford makes free throw 2 of 2
0:24.0,Utah full timeout,,96-100,,
0:24.0,S. Novak enters the game for T. Booker,,96-100,,
0:13.0,Shooting foul by B. Griffin (drawn by R. Hood),,96-100,,
0:13.0,R. Hood misses free throw 1 of 2,,96-100,,
0:13.0,Offensive rebound by Team,,96-100,,
0:13.0,T. Booker enters the game for S. Novak,,96-100,,
0:13.0,R. Hood makes free throw 2 of 2,1,97-100,,
0:08.0,Personal block foul by G. Hayward (drawn by B. Griffin),,97-100,,
0:08.0,,,97-100,,B. Griffin misses free throw 1 of 2
0:08.0,,,97-100,,Offensive rebound by Team
0:08.0,R. Gobert enters the game for T. Booker,,97-100,,
0:08.0,,,97-101,1,B. Griffin makes free throw 2 of 2
0:08.0,Utah full timeout,,97-101,,
0:08.0,J. Ingles enters the game for R. Gobert,,97-101,,
0:00.0,T. Burke misses 3-pt shot from 30 ft,,97-101,,
0:00.0,Offensive rebound by Team,,97-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
