time,New Orleans,pts.away,score,pts.home,Dallas
0:59.0,,,102-106,2,M. Ellis makes 2-pt shot from 22 ft
0:40.0,Shooting foul by M. Ellis (drawn by A. Davis),,102-106,,
0:40.0,A. Davis makes free throw 1 of 2,1,103-106,,
0:40.0,O. Asik enters the game for R. Anderson,,103-106,,
0:40.0,A. Davis makes free throw 2 of 2,1,104-106,,
0:23.0,,,104-108,2,M. Ellis makes 2-pt shot from 6 ft
0:22.0,New Orleans full timeout,,104-108,,
0:22.0,,,104-108,,J. Crowder enters the game for C. Parsons
0:22.0,,,104-108,,R. Jefferson enters the game for D. Nowitzki
0:22.0,R. Anderson enters the game for O. Asik,,104-108,,
0:22.0,L. Babbitt enters the game for D. Cunningham,,104-108,,
0:18.0,J. Holiday makes 3-pt shot from 24 ft (assist by A. Davis),3,107-108,,
0:13.0,Personal foul by J. Holiday (drawn by M. Ellis),,107-108,,
0:13.0,,,107-109,1,M. Ellis makes free throw 1 of 2
0:13.0,,,107-110,1,M. Ellis makes free throw 2 of 2
0:13.0,New Orleans full timeout,,107-110,,
0:13.0,,,107-110,,A. Aminu enters the game for T. Chandler
0:06.0,R. Anderson misses 3-pt shot from 23 ft,,107-110,,
0:05.0,,,107-110,,Defensive rebound by R. Jefferson
0:05.0,Personal foul by A. Davis (drawn by R. Jefferson),,107-110,,
0:05.0,,,107-111,1,R. Jefferson makes free throw 1 of 2
0:05.0,,,107-112,1,R. Jefferson makes free throw 2 of 2
0:05.0,New Orleans full timeout,,107-112,,
0:05.0,Turnover by T. Evans (bad pass),,107-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
