time,LA Lakers,pts.away,score,pts.home,Sacramento
5:34.0,,,91-92,2,D. Cousins makes 2-pt shot from 2 ft
5:22.0,K. Bryant misses 2-pt shot from 21 ft,,91-92,,
5:21.0,,,91-92,,Defensive rebound by J. Thompson
5:06.0,,,91-92,,Shooting foul by E. Davis (drawn by D. Cousins)
5:06.0,,,91-93,1,D. Cousins makes free throw 1 of 2
5:06.0,R. Price enters the game for C. Boozer,,91-93,,
5:06.0,J. Hill enters the game for J. Lin,,91-93,,
5:06.0,,,91-94,1,D. Cousins makes free throw 2 of 2
4:49.0,J. Hill misses 2-pt shot from 7 ft,,91-94,,
4:49.0,,,91-94,,Defensive rebound by B. McLemore
4:26.0,,,91-97,3,B. McLemore makes 3-pt shot from 23 ft (assist by R. Gay)
4:07.0,K. Bryant misses 2-pt shot from 18 ft (block by R. Gay),,91-97,,
4:05.0,,,91-97,,Defensive rebound by D. Cousins
4:02.0,,,91-99,2,B. McLemore makes 2-pt shot from 3 ft (assist by D. Collison)
3:58.0,LA Lakers full timeout,,91-99,,
3:58.0,W. Johnson enters the game for E. Davis,,91-99,,
3:58.0,,,91-99,,D. Williams enters the game for J. Thompson
3:44.0,K. Bryant makes 2-pt shot from 11 ft,2,93-99,,
3:22.0,,,93-101,2,D. Collison makes 2-pt shot from 2 ft (assist by D. Cousins)
3:02.0,K. Bryant misses 2-pt shot from 21 ft,,93-101,,
3:02.0,,,93-101,,Defensive rebound by Team
3:02.0,,,93-101,,Sacramento full timeout
2:57.0,,,93-101,,Turnover by B. McLemore (lost ball; steal by R. Price)
2:54.0,,,93-101,,Personal foul by B. McLemore (drawn by N. Young)
2:54.0,N. Young makes free throw 1 of 2,1,94-101,,
2:54.0,N. Young makes free throw 2 of 2,1,95-101,,
2:41.0,,,95-101,,B. McLemore misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by K. Bryant,,95-101,,
2:30.0,Offensive charge foul by K. Bryant,,95-101,,
2:30.0,Turnover by K. Bryant (offensive foul),,95-101,,
2:10.0,,,95-104,3,R. Gay makes 3-pt shot from 24 ft (assist by D. Collison)
2:01.0,K. Bryant misses 3-pt shot from 24 ft,,95-104,,
2:00.0,,,95-104,,Defensive rebound by D. Cousins
1:52.0,,,95-104,,B. McLemore misses 3-pt shot from 23 ft
1:51.0,Defensive rebound by Team,,95-104,,
1:41.0,N. Young misses 3-pt shot from 24 ft,,95-104,,
1:40.0,Offensive rebound by K. Bryant,,95-104,,
1:37.0,J. Hill makes 2-pt shot at rim (assist by K. Bryant),2,97-104,,
1:19.0,,,97-106,2,D. Cousins makes 2-pt shot at rim
1:10.0,Turnover by K. Bryant (lost ball; steal by D. Williams),,97-106,,
0:56.0,,,97-106,,B. McLemore misses 3-pt shot from 23 ft
0:55.0,Defensive rebound by N. Young,,97-106,,
0:39.0,R. Price misses 3-pt shot from 25 ft,,97-106,,
0:33.0,Offensive rebound by R. Price,,97-106,,
0:33.0,R. Price misses 3-pt shot from 25 ft,,97-106,,
0:31.0,,,97-106,,Defensive rebound by B. McLemore
0:26.0,,,97-106,,Turnover by B. McLemore (lost ball; steal by K. Bryant)
0:24.0,Shooting foul by B. McLemore (drawn by R. Price),,97-106,,
0:24.0,R. Price misses free throw 1 of 2,,97-106,,
0:24.0,Offensive rebound by Team,,97-106,,
0:24.0,R. Price makes free throw 2 of 2,1,98-106,,
0:23.0,,,98-106,,Turnover by D. Cousins (lost ball)
0:23.0,Jump ball: K. Bryant vs. D. Cousins (J. Hill gains possession),,,,Jump ball: K. Bryant vs. D. Cousins (J. Hill gains possession)
0:10.0,K. Bryant misses 3-pt shot from 24 ft,,98-106,,
0:08.0,Offensive rebound by N. Young,,98-106,,
0:06.0,Shooting foul by R. Gay (drawn by N. Young),,98-106,,
0:06.0,N. Young makes free throw 1 of 3,1,99-106,,
0:06.0,N. Young makes free throw 2 of 3,1,100-106,,
0:06.0,N. Young makes free throw 3 of 3,1,101-106,,
0:04.0,Personal take foul by R. Price (drawn by R. Gay),,101-106,,
0:04.0,,,101-107,1,R. Gay makes free throw 1 of 2
0:04.0,,,101-107,,N. Stauskas enters the game for D. Cousins
0:04.0,,,101-108,1,R. Gay makes free throw 2 of 2
0:00.0,R. Price misses 3-pt shot from 25 ft,,101-108,,
0:00.0,Offensive rebound by Team,,101-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
