time,Houston,pts.away,score,pts.home,LA Clippers
7:56.0,D. Howard misses free throw 1 of 2,,81-110,,
7:56.0,Offensive rebound by Team,,81-110,,
7:56.0,D. Howard misses free throw 2 of 2,,81-110,,
7:55.0,,,81-110,,Defensive rebound by D. Jordan
7:36.0,,,81-113,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
7:14.0,J. Harden makes 3-pt shot from 25 ft,3,84-113,,
6:46.0,,,84-115,2,B. Griffin makes 2-pt shot from 3 ft
6:29.0,P. Prigioni misses 3-pt shot from 26 ft,,84-115,,
6:28.0,,,84-115,,Defensive rebound by J. Redick
6:08.0,,,84-115,,Shooting foul by J. Harden (drawn by B. Griffin)
6:08.0,,,84-116,1,B. Griffin makes free throw 1 of 2
6:08.0,,,84-116,,G. Davis enters the game for D. Jordan
6:08.0,,,84-116,,B. Griffin misses free throw 2 of 2
6:07.0,Defensive rebound by J. Harden,,84-116,,
6:01.0,J. Harden makes 3-pt shot from 28 ft,3,87-116,,
6:00.0,,,87-116,,LA Clippers full timeout
6:00.0,,,87-116,,L. Hudson enters the game for B. Griffin
5:35.0,,,87-116,,G. Davis misses 2-pt shot from 17 ft
5:34.0,Defensive rebound by D. Howard,,87-116,,
5:25.0,Turnover by J. Harden (bad pass; steal by J. Crawford),,87-116,,
5:19.0,,,87-119,3,J. Redick makes 3-pt shot from 24 ft (assist by J. Crawford)
5:04.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ariza),2,89-119,,
4:43.0,,,89-119,,G. Davis misses 2-pt shot from 4 ft (block by J. Harden)
4:41.0,Defensive rebound by D. Howard,,89-119,,
4:36.0,J. Harden misses 3-pt shot from 26 ft,,89-119,,
4:35.0,Offensive rebound by P. Prigioni,,89-119,,
4:33.0,C. Brewer makes 2-pt shot from 1 ft (assist by P. Prigioni),2,91-119,,
4:18.0,,,91-119,,Turnover by J. Crawford (bad pass; steal by C. Brewer)
4:14.0,Turnover by T. Ariza (bad pass; steal by J. Crawford),,91-119,,
3:50.0,,,91-119,,J. Crawford misses 3-pt shot from 23 ft
3:49.0,Defensive rebound by J. Harden,,91-119,,
3:44.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,93-119,,
3:27.0,,,93-121,2,J. Redick makes 2-pt shot from 6 ft (assist by L. Hudson)
3:14.0,J. Harden makes 2-pt shot at rim,2,95-121,,
2:54.0,,,95-121,,Offensive foul by M. Barnes
2:54.0,,,95-121,,Turnover by M. Barnes (offensive foul)
2:54.0,Houston full timeout,,95-121,,
2:54.0,,,95-121,,A. Rivers enters the game for M. Barnes
2:54.0,,,95-121,,D. Jones enters the game for J. Redick
2:54.0,,,95-121,,H. Turkoglu enters the game for J. Crawford
2:54.0,N. Johnson enters the game for T. Ariza,,95-121,,
2:54.0,C. Capela enters the game for D. Howard,,95-121,,
2:54.0,K. Papanikolaou enters the game for J. Harden,,95-121,,
2:54.0,J. Dorsey enters the game for C. Brewer,,95-121,,
2:42.0,P. Prigioni misses 3-pt shot from 27 ft,,95-121,,
2:41.0,,,95-121,,Defensive rebound by A. Rivers
2:26.0,,,95-121,,H. Turkoglu misses 3-pt shot from 27 ft
2:24.0,Defensive rebound by C. Capela,,95-121,,
2:16.0,K. Papanikolaou misses 3-pt shot from 23 ft,,95-121,,
2:15.0,Offensive rebound by P. Prigioni,,95-121,,
2:09.0,N. Johnson misses 2-pt shot from 3 ft (block by H. Turkoglu),,95-121,,
2:09.0,Offensive rebound by Team,,95-121,,
2:09.0,,,95-121,,E. Udoh enters the game for G. Davis
2:03.0,Turnover by J. Dorsey (bad pass; steal by H. Turkoglu),,95-121,,
1:59.0,,,95-121,,Turnover by H. Turkoglu (bad pass)
1:45.0,J. Dorsey misses 2-pt shot from 5 ft,,95-121,,
1:43.0,Offensive rebound by J. Dorsey,,95-121,,
1:42.0,Shooting foul by H. Turkoglu (drawn by C. Capela),,95-121,,
1:42.0,C. Capela makes free throw 1 of 2,1,96-121,,
1:42.0,C. Capela misses free throw 2 of 2,,96-121,,
1:42.0,,,96-121,,Defensive rebound by E. Udoh
1:30.0,,,96-121,,L. Hudson misses 2-pt shot from 4 ft (block by C. Capela)
1:28.0,Defensive rebound by J. Dorsey,,96-121,,
1:23.0,P. Prigioni makes 3-pt shot from 25 ft (assist by N. Johnson),3,99-121,,
1:00.0,,,99-121,,L. Hudson misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by C. Capela,,99-121,,
0:43.0,C. Capela misses 2-pt shot from 5 ft,,99-121,,
0:41.0,,,99-121,,Defensive rebound by H. Turkoglu
0:23.0,,,99-124,3,H. Turkoglu makes 3-pt shot from 24 ft (assist by L. Hudson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
