time,New Orleans,pts.away,score,pts.home,Oklahoma City
1:32.0,,,101-99,,Defensive rebound by S. Adams
1:15.0,,,101-99,,R. Jackson misses 2-pt shot from 17 ft
1:14.0,Defensive rebound by J. Holiday,,101-99,,
0:58.0,R. Anderson misses 3-pt shot from 25 ft,,101-99,,
0:56.0,,,101-99,,Defensive rebound by S. Adams
0:51.0,,,101-99,,Oklahoma City full timeout
0:51.0,D. Cunningham enters the game for R. Anderson,,101-99,,
0:46.0,,,101-99,,R. Westbrook misses 2-pt shot at rim (block by O. Asik)
0:44.0,,,101-99,,Offensive rebound by Team
0:35.0,,,101-99,,R. Westbrook misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by A. Davis,,101-99,,
0:10.0,T. Evans misses 2-pt shot from 17 ft,,101-99,,
0:10.0,Offensive rebound by Team,,101-99,,
0:10.0,Turnover by Team (shot clock),,101-99,,
0:10.0,,,101-99,,Oklahoma City full timeout
0:10.0,,,101-99,,A. Morrow enters the game for S. Adams
0:10.0,A. Rivers enters the game for O. Asik,,101-99,,
0:03.0,,,101-99,,R. Westbrook misses 3-pt shot from 24 ft
0:01.0,,,101-99,,Offensive rebound by S. Ibaka
0:01.0,,,101-99,,S. Ibaka misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by T. Evans,,101-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
