time,Denver,pts.away,score,pts.home,Utah
3:59.0,,,94-88,,Shooting foul by T. Lawson (drawn by G. Hayward)
3:59.0,,,94-89,1,G. Hayward makes free throw 1 of 2
3:59.0,,,94-89,,R. Gobert enters the game for E. Kanter
3:59.0,Denver full timeout,,94-89,,
3:59.0,,,94-90,1,G. Hayward makes free throw 2 of 2
3:45.0,W. Chandler misses 2-pt shot from 3 ft,,94-90,,
3:44.0,,,94-90,,Defensive rebound by G. Hayward
3:25.0,,,94-90,,G. Hayward misses 2-pt shot from 2 ft
3:22.0,,,94-90,,Offensive rebound by A. Burks
3:19.0,,,94-92,2,A. Burks makes 2-pt shot from 3 ft
3:03.0,W. Chandler makes 3-pt shot from 25 ft (assist by T. Lawson),3,97-92,,
2:48.0,Personal foul by W. Chandler (drawn by G. Hayward),,97-92,,
2:48.0,Official timeout,,97-92,,
2:48.0,D. Arthur enters the game for K. Faried,,97-92,,
2:48.0,,,97-93,1,G. Hayward makes free throw 1 of 2
2:48.0,,,97-94,1,G. Hayward makes free throw 2 of 2
2:29.0,G. Harris misses 3-pt shot from 25 ft,,97-94,,
2:28.0,,,97-94,,Defensive rebound by T. Booker
2:14.0,,,97-94,,Turnover by G. Hayward (traveling)
1:58.0,T. Lawson misses 2-pt shot from 16 ft,,97-94,,
1:57.0,,,97-94,,Defensive rebound by A. Burks
1:50.0,,,97-97,3,T. Burke makes 3-pt shot from 24 ft
1:28.0,G. Harris misses 3-pt shot from 25 ft,,97-97,,
1:28.0,,,97-97,,Defensive rebound by G. Hayward
1:23.0,,,97-97,,T. Burke misses 2-pt shot from 3 ft
1:23.0,Defensive rebound by Team,,97-97,,
1:12.0,T. Mozgov makes 2-pt shot from 5 ft (assist by D. Arthur),2,99-97,,
0:54.0,,,99-99,2,G. Hayward makes 2-pt shot from 9 ft
0:30.0,T. Lawson makes 2-pt shot from 15 ft,2,101-99,,
0:30.0,,,101-99,,Utah full timeout
0:30.0,,,101-99,,E. Kanter enters the game for R. Gobert
0:10.0,,,101-99,,G. Hayward misses 2-pt shot from 5 ft (block by T. Mozgov)
0:10.0,,,101-99,,Offensive rebound by Team
0:10.0,,,101-99,,Utah full timeout
0:10.0,,,101-99,,J. Ingles enters the game for T. Booker
0:06.0,,,101-99,,T. Burke misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by W. Chandler,,101-99,,
0:05.0,,,101-99,,Personal foul by J. Ingles (drawn by W. Chandler)
0:05.0,,,101-99,,R. Gobert enters the game for E. Kanter
0:05.0,,,101-99,,T. Booker enters the game for J. Ingles
0:05.0,Denver full timeout,,101-99,,
0:05.0,D. Gallinari enters the game for T. Mozgov,,101-99,,
0:04.0,,,101-99,,Personal foul by T. Booker (drawn by D. Arthur)
0:04.0,D. Arthur makes free throw 1 of 2,1,102-99,,
0:04.0,,,102-99,,E. Kanter enters the game for T. Burke
0:04.0,D. Arthur makes free throw 2 of 2,1,103-99,,
0:04.0,,,103-99,,Utah full timeout
0:04.0,,,103-99,,T. Burke enters the game for T. Booker
0:04.0,,,103-99,,S. Novak enters the game for E. Kanter
0:04.0,,,103-99,,J. Ingles enters the game for R. Gobert
0:01.0,,,103-99,,G. Hayward misses 3-pt shot from 25 ft
0:00.0,,,103-99,,Offensive rebound by A. Burks
0:00.0,,,103-101,2,A. Burks makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
