time,Milwaukee,pts.away,score,pts.home,Chicago
4:11.0,O. Mayo misses 2-pt shot from 8 ft (block by N. Mirotic),,61-81,,
4:11.0,Offensive rebound by Team,,61-81,,
4:04.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by K. Middleton),2,63-81,,
3:51.0,,,63-84,3,N. Mirotic makes 3-pt shot from 23 ft (assist by D. Rose)
3:35.0,K. Middleton misses 2-pt shot from 21 ft,,63-84,,
3:34.0,,,63-84,,Defensive rebound by J. Noah
3:21.0,,,63-84,,A. Brooks misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by Team,,63-84,,
3:06.0,E. Ilyasova misses 3-pt shot from 24 ft,,63-84,,
3:06.0,,,63-84,,Defensive rebound by Team
2:54.0,,,63-84,,J. Noah misses 2-pt shot from 19 ft
2:53.0,Defensive rebound by K. Middleton,,63-84,,
2:45.0,M. Plumlee misses 2-pt shot from 4 ft,,63-84,,
2:43.0,,,63-84,,Defensive rebound by J. Noah
2:31.0,,,63-84,,D. Rose misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by E. Ilyasova,,63-84,,
2:23.0,K. Middleton makes 2-pt shot from 5 ft,2,65-84,,
2:05.0,,,65-86,2,N. Mirotic makes 2-pt shot from 2 ft
1:54.0,T. Ennis makes 2-pt shot from 11 ft,2,67-86,,
1:36.0,Milwaukee full timeout,,67-86,,
1:36.0,,,67-86,,E. Moore enters the game for D. Rose
1:36.0,,,67-86,,N. Mohammed enters the game for J. Noah
1:36.0,,,67-86,,D. McDermott enters the game for T. Snell
1:29.0,,,67-86,,D. McDermott misses 2-pt shot from 2 ft
1:27.0,,,67-86,,Offensive rebound by N. Mohammed
1:04.0,,,67-86,,Shooting foul by O. Mayo (drawn by E. Moore)
1:04.0,,,67-87,1,E. Moore makes free throw 1 of 2
1:04.0,,,67-87,,C. Bairstow enters the game for N. Mirotic
1:04.0,,,67-87,,E. Moore misses free throw 2 of 2
1:03.0,Defensive rebound by K. Middleton,,67-87,,
0:48.0,K. Middleton makes 2-pt shot from 8 ft,2,69-87,,
0:29.0,,,69-87,,Turnover by N. Mohammed (bad pass)
0:15.0,K. Middleton makes 2-pt shot from 9 ft,2,71-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
