time,Atlanta,pts.away,score,pts.home,Cleveland
2:09.0,,,87-125,,L. Amundson misses 2-pt shot at rim (block by M. Muscala)
2:08.0,Defensive rebound by S. Mack,,87-125,,
2:00.0,S. Mack misses 3-pt shot from 26 ft,,87-125,,
1:59.0,,,87-125,,Defensive rebound by M. Miller
1:43.0,,,87-125,,B. Haywood misses 2-pt shot from 6 ft
1:41.0,,,87-125,,Offensive rebound by B. Haywood
1:39.0,,,87-125,,B. Haywood misses 2-pt shot from 5 ft
1:35.0,Defensive rebound by E. Brand,,87-125,,
1:23.0,J. Jenkins makes 2-pt shot from 1 ft (assist by E. Brand),2,89-125,,
1:02.0,,,89-127,2,B. Haywood makes 2-pt shot from 16 ft (assist by L. Amundson)
0:48.0,M. Muscala makes 3-pt shot from 25 ft (assist by E. Brand),3,92-127,,
0:23.0,,,92-127,,Turnover by Team (shot clock)
0:14.0,J. Jenkins makes 2-pt shot at rim (assist by S. Mack),2,94-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
