time,Miami,pts.away,score,pts.home,Milwaukee
4:25.0,Defensive rebound by L. Deng,,85-76,,
4:10.0,Turnover by C. Andersen (3 sec),,85-76,,
3:52.0,,,85-79,3,K. Middleton makes 3-pt shot from 23 ft (assist by G. Antetokounmpo)
3:30.0,D. Wade misses 2-pt shot from 9 ft,,85-79,,
3:29.0,,,85-79,,Defensive rebound by Z. Pachulia
3:18.0,,,85-81,2,E. Ilyasova makes 2-pt shot from 15 ft (assist by J. Bayless)
3:18.0,Miami full timeout,,85-81,,
3:02.0,M. Beasley misses 2-pt shot from 1 ft,,85-81,,
3:00.0,,,85-81,,Defensive rebound by G. Antetokounmpo
2:49.0,Personal foul by M. Beasley (drawn by Z. Pachulia),,85-81,,
2:49.0,H. Walker enters the game for M. Beasley,,85-81,,
2:38.0,,,85-81,,K. Middleton misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by L. Deng,,85-81,,
2:14.0,L. Deng misses 3-pt shot from 25 ft (block by E. Ilyasova),,85-81,,
2:12.0,,,85-81,,Defensive rebound by G. Antetokounmpo
2:03.0,,,85-83,2,J. Bayless makes 2-pt shot from 20 ft (assist by Z. Pachulia)
1:36.0,Turnover by Team (shot clock),,85-83,,
1:20.0,,,85-85,2,Z. Pachulia makes 2-pt shot at rim
1:03.0,D. Wade makes 2-pt shot at rim,2,87-85,,
1:03.0,,,87-85,,Milwaukee full timeout
1:03.0,U. Haslem enters the game for C. Andersen,,87-85,,
0:48.0,,,87-85,,Turnover by K. Middleton (bad pass)
0:48.0,M. Chalmers enters the game for H. Walker,,87-85,,
0:30.0,D. Wade misses 2-pt shot from 15 ft,,87-85,,
0:29.0,,,87-85,,Defensive rebound by E. Ilyasova
0:20.0,,,87-85,,Z. Pachulia misses 2-pt shot at rim
0:19.0,Defensive rebound by Team,,87-85,,
0:19.0,,,87-85,,M. Plumlee enters the game for Z. Pachulia
0:18.0,,,87-85,,Personal take foul by J. Bayless (drawn by D. Wade)
0:18.0,D. Wade makes free throw 1 of 2,1,88-85,,
0:18.0,H. Walker enters the game for M. Chalmers,,88-85,,
0:18.0,D. Wade misses free throw 2 of 2,,88-85,,
0:17.0,,,88-85,,Defensive rebound by E. Ilyasova
0:17.0,,,88-85,,Milwaukee full timeout
0:17.0,,,88-85,,Z. Pachulia enters the game for M. Plumlee
0:13.0,,,88-85,,K. Middleton misses 3-pt shot from 26 ft
0:13.0,,,88-85,,Offensive rebound by E. Ilyasova
0:13.0,,,88-85,,Shooting foul by H. Walker (drawn by E. Ilyasova)
0:13.0,,,88-86,1,E. Ilyasova makes free throw 1 of 2
0:13.0,M. Beasley enters the game for H. Walker,,88-86,,
0:13.0,,,88-86,,M. Plumlee enters the game for Z. Pachulia
0:13.0,,,88-86,,E. Ilyasova misses free throw 2 of 2
0:11.0,Defensive rebound by M. Beasley,,88-86,,
0:11.0,,,88-86,,Z. Pachulia enters the game for M. Plumlee
0:10.0,Turnover by M. Beasley (lost ball),,88-86,,
0:10.0,Jump ball: J. Bayless vs. M. Beasley (K. Middleton gains possession),,,,Jump ball: J. Bayless vs. M. Beasley (K. Middleton gains possession)
0:04.0,,,88-86,,J. Bayless misses 2-pt shot from 1 ft
0:01.0,,,88-86,,Offensive rebound by Z. Pachulia
0:00.0,,,88-89,3,K. Middleton makes 3-pt shot from 24 ft (assist by Z. Pachulia)
0:00.0,End of 4th quarter,,,,End of 4th quarter
