time,Phoenix,pts.away,score,pts.home,Oklahoma City
7:28.0,G. Green makes 2-pt shot from 15 ft,2,105-112,,
7:28.0,G. Green makes free throw 1 of 1,1,106-112,,
7:16.0,,,106-112,,I. Smith misses 2-pt shot from 6 ft
7:15.0,Defensive rebound by G. Dragic,,106-112,,
7:00.0,M. Morris makes 2-pt shot from 7 ft (assist by M. Morris),2,108-112,,
6:54.0,,,108-112,,Oklahoma City full timeout
6:54.0,,,108-112,,S. Adams enters the game for I. Smith
6:42.0,,,108-112,,R. Jackson misses 2-pt shot from 17 ft
6:41.0,Defensive rebound by M. Morris,,108-112,,
6:25.0,G. Green misses 3-pt shot from 25 ft,,108-112,,
6:24.0,,,108-112,,Defensive rebound by Team
6:24.0,Loose ball foul by E. Bledsoe (drawn by A. Morrow),,108-112,,
6:07.0,,,108-115,3,K. Durant makes 3-pt shot from 23 ft (assist by S. Adams)
5:44.0,E. Bledsoe makes 2-pt shot at rim,2,110-115,,
5:26.0,,,110-117,2,K. Durant makes 2-pt shot from 14 ft
5:11.0,E. Bledsoe makes 3-pt shot from 23 ft,3,113-117,,
5:07.0,Technical foul by E. Bledsoe,,113-117,,
5:07.0,,,113-118,1,K. Durant makes technical free throw
5:07.0,P. Tucker enters the game for G. Green,,113-118,,
4:53.0,,,113-118,,K. Durant misses 2-pt shot from 15 ft
4:52.0,,,113-118,,Offensive rebound by Team
4:52.0,Loose ball foul by M. Morris (drawn by S. Adams),,113-118,,
4:50.0,,,113-120,2,K. Durant makes 2-pt shot at rim (assist by R. Jackson)
4:42.0,E. Bledsoe makes 2-pt shot from 1 ft,2,115-120,,
4:42.0,Shooting foul by S. Adams (drawn by E. Bledsoe),,115-120,,
4:42.0,E. Bledsoe makes free throw 1 of 1,1,116-120,,
4:29.0,,,116-120,,K. Durant misses 2-pt shot from 16 ft
4:27.0,,,116-120,,Offensive rebound by S. Adams
4:27.0,Personal foul by G. Dragic (drawn by S. Adams),,116-120,,
4:27.0,,,116-121,1,S. Adams makes free throw 1 of 2
4:27.0,,,116-122,1,S. Adams makes free throw 2 of 2
4:20.0,E. Bledsoe makes 2-pt shot at rim,2,118-122,,
4:01.0,,,118-122,,K. Durant misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by G. Dragic,,118-122,,
3:52.0,G. Dragic makes 2-pt shot at rim,2,120-122,,
3:34.0,,,120-122,,K. Durant misses 2-pt shot from 1 ft
3:33.0,Defensive rebound by E. Bledsoe,,120-122,,
3:28.0,Turnover by E. Bledsoe (bad pass; steal by R. Jackson),,120-122,,
3:23.0,,,120-122,,R. Jackson misses 2-pt shot from 2 ft
3:19.0,Defensive rebound by P. Tucker,,120-122,,
3:19.0,,,120-122,,Personal foul by R. Jackson (drawn by P. Tucker)
3:19.0,,,120-122,,A. Roberson enters the game for S. Ibaka
3:19.0,P. Tucker misses free throw 1 of 2,,120-122,,
3:19.0,Offensive rebound by Team,,120-122,,
3:19.0,P. Tucker makes free throw 2 of 2,1,121-122,,
3:02.0,,,121-122,,Shooting foul by E. Bledsoe (drawn by A. Morrow)
3:02.0,,,121-122,,A. Morrow misses free throw 1 of 2
3:02.0,,,121-122,,Offensive rebound by Team
3:02.0,,,121-123,1,A. Morrow makes free throw 2 of 2
2:45.0,M. Morris makes 2-pt shot from 14 ft,2,123-123,,
2:10.0,,,123-123,,S. Adams misses 2-pt shot from 7 ft (block by M. Morris)
2:10.0,,,123-123,,Offensive rebound by Team
2:10.0,,,123-123,,Turnover by Team (shot clock)
2:10.0,Official timeout,,123-123,,
2:10.0,,,123-123,,S. Ibaka enters the game for A. Roberson
1:58.0,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,126-123,,
1:39.0,,,126-123,,S. Ibaka misses 2-pt shot from 4 ft
1:37.0,Defensive rebound by G. Dragic,,126-123,,
1:32.0,Turnover by G. Dragic (bad pass; steal by S. Adams),,126-123,,
1:24.0,,,126-126,3,K. Durant makes 3-pt shot from 26 ft
1:08.0,E. Bledsoe misses 2-pt shot from 18 ft,,126-126,,
1:07.0,Offensive rebound by M. Morris,,126-126,,
0:45.0,E. Bledsoe misses 2-pt shot from 1 ft,,126-126,,
0:43.0,,,126-126,,Defensive rebound by K. Durant
0:39.0,,,126-126,,Shooting foul by M. Morris (drawn by R. Jackson)
0:39.0,,,126-127,1,R. Jackson makes free throw 1 of 2
0:39.0,,,126-127,,A. Roberson enters the game for A. Morrow
0:39.0,,,126-128,1,R. Jackson makes free throw 2 of 2
0:39.0,Phoenix full timeout,,126-128,,
0:39.0,,,126-128,,P. Jones enters the game for S. Adams
0:35.0,M. Morris makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,128-128,,
0:35.0,,,128-128,,Oklahoma City full timeout
0:35.0,,,128-128,,A. Morrow enters the game for A. Roberson
0:27.0,,,128-128,,R. Jackson misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by P. Tucker,,128-128,,
0:01.0,E. Bledsoe misses 2-pt shot from 9 ft,,128-128,,
0:01.0,Offensive rebound by Team,,128-128,,
0:01.0,Turnover by Team (shot clock),,128-128,,
0:01.0,,,128-128,,Oklahoma City full timeout
0:01.0,A. Len enters the game for M. Morris,,128-128,,
0:00.0,,,128-128,,A. Morrow misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,128-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: S. Adams vs. M. Morris (S. Ibaka gains possession),,,,Jump ball: S. Adams vs. M. Morris (S. Ibaka gains possession)
4:41.0,,,128-128,,K. Durant misses 2-pt shot from 13 ft
4:40.0,Defensive rebound by M. Morris,,128-128,,
4:24.0,M. Morris misses 2-pt shot from 14 ft,,128-128,,
4:23.0,,,128-128,,Defensive rebound by S. Ibaka
4:13.0,,,128-128,,S. Ibaka misses 2-pt shot from 16 ft
4:11.0,,,128-128,,Offensive rebound by Team
4:11.0,,,128-128,,Oklahoma City full timeout
4:08.0,,,128-128,,Offensive foul by K. Durant
4:08.0,,,128-128,,Turnover by K. Durant (offensive foul)
3:55.0,M. Morris misses 2-pt shot from 14 ft,,128-128,,
3:54.0,,,128-128,,Defensive rebound by S. Ibaka
3:36.0,,,128-128,,Shooting foul by P. Tucker (drawn by K. Durant)
3:36.0,,,128-129,1,K. Durant makes free throw 1 of 2
3:36.0,,,128-130,1,K. Durant makes free throw 2 of 2
3:14.0,P. Tucker misses 2-pt shot from 6 ft,,128-130,,
3:12.0,,,128-130,,Defensive rebound by A. Morrow
2:48.0,,,128-130,,R. Jackson misses 3-pt shot from 26 ft
2:47.0,Defensive rebound by G. Dragic,,128-130,,
2:33.0,Shooting foul by S. Adams (drawn by M. Morris),,128-130,,
2:33.0,M. Morris makes free throw 1 of 2,1,129-130,,
2:33.0,M. Morris makes free throw 2 of 2,1,130-130,,
2:23.0,,,130-130,,Turnover by K. Durant (traveling)
2:02.0,G. Dragic misses 3-pt shot from 24 ft,,130-130,,
2:01.0,,,130-130,,Defensive rebound by S. Adams
1:54.0,,,130-133,3,A. Morrow makes 3-pt shot from 23 ft (assist by K. Durant)
1:54.0,,,130-133,,Shooting foul by M. Morris (drawn by A. Morrow)
1:54.0,,,130-133,,A. Roberson enters the game for R. Jackson
1:54.0,G. Green enters the game for M. Morris,,130-133,,
1:54.0,,,130-134,1,A. Morrow makes free throw 1 of 1
1:40.0,G. Green misses 2-pt shot from 2 ft,,130-134,,
1:38.0,Offensive rebound by G. Dragic,,130-134,,
1:35.0,G. Dragic misses 3-pt shot from 25 ft,,130-134,,
1:34.0,,,130-134,,Defensive rebound by A. Roberson
1:14.0,,,130-134,,K. Durant misses 3-pt shot from 24 ft
1:13.0,,,130-134,,Offensive rebound by A. Roberson
1:09.0,,,130-134,,A. Morrow misses 3-pt shot from 23 ft
1:08.0,,,130-134,,Offensive rebound by A. Roberson
1:05.0,Personal foul by G. Dragic (drawn by K. Durant),,130-134,,
1:05.0,,,130-135,1,K. Durant makes free throw 1 of 2
1:05.0,,,130-136,1,K. Durant makes free throw 2 of 2
1:05.0,Phoenix full timeout,,130-136,,
1:05.0,,,130-136,,P. Jones enters the game for S. Adams
1:00.0,E. Bledsoe makes 2-pt shot from 1 ft,2,132-136,,
0:56.0,,,132-136,,Turnover by K. Durant (lost ball; steal by P. Tucker)
0:51.0,E. Bledsoe misses 2-pt shot from 1 ft,,132-136,,
0:51.0,Offensive rebound by P. Tucker,,132-136,,
0:51.0,P. Tucker makes 2-pt shot at rim,2,134-136,,
0:51.0,,,134-136,,Oklahoma City full timeout
0:51.0,,,134-136,,I. Smith enters the game for A. Roberson
0:30.0,,,134-136,,S. Ibaka misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by P. Tucker,,134-136,,
0:24.0,Phoenix full timeout,,134-136,,
0:24.0,,,134-136,,A. Roberson enters the game for A. Morrow
0:14.0,G. Green misses 2-pt shot from 2 ft,,134-136,,
0:13.0,Offensive rebound by P. Tucker,,134-136,,
0:13.0,P. Tucker misses 2-pt shot from 2 ft,,134-136,,
0:11.0,,,134-136,,Defensive rebound by S. Ibaka
0:10.0,,,134-136,,Turnover by S. Ibaka (lost ball)
0:10.0,Phoenix full timeout,,134-136,,
0:03.0,M. Morris misses 3-pt shot from 24 ft,,134-136,,
0:01.0,,,134-136,,Defensive rebound by A. Roberson
0:01.0,Personal foul by E. Bledsoe (drawn by A. Roberson),,134-136,,
0:01.0,I. Thomas enters the game for E. Bledsoe,,134-136,,
0:01.0,,,134-137,1,A. Roberson makes free throw 1 of 2
0:01.0,,,134-137,,A. Roberson misses free throw 2 of 2
0:00.0,Defensive rebound by M. Morris,,134-137,,
0:00.0,M. Morris misses 3-pt shot from 81 ft,,134-137,,
0:00.0,,,134-137,,Defensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
