time,Sacramento,pts.away,score,pts.home,Phoenix
2:53.0,,,95-89,,M. Morris misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by D. Cousins,,95-89,,
2:45.0,B. McLemore makes 3-pt shot from 25 ft (assist by R. Gay),3,98-89,,
2:41.0,,,98-89,,Phoenix full timeout
2:41.0,Sacramento full timeout,,98-89,,
2:28.0,,,98-91,2,E. Bledsoe makes 2-pt shot from 9 ft (assist by M. Morris)
2:00.0,D. Cousins makes 2-pt shot from 6 ft,2,100-91,,
1:48.0,,,100-91,,Shooting foul by D. Williams (drawn by M. Morris)
1:48.0,,,100-92,1,M. Morris makes free throw 1 of 2
1:48.0,,,100-92,,G. Green enters the game for B. Wright
1:48.0,,,100-93,1,M. Morris makes free throw 2 of 2
1:40.0,Turnover by B. McLemore (lost ball; steal by M. Morris),,100-93,,
1:36.0,,,100-93,,M. Morris misses 2-pt shot from 3 ft
1:34.0,Defensive rebound by D. Williams,,100-93,,
1:27.0,Turnover by R. Gay (step out of bounds),,100-93,,
1:25.0,,,100-93,,Turnover by M. Morris (bad pass; steal by B. McLemore)
1:09.0,,,100-93,,Personal foul by P. Tucker (drawn by D. Cousins)
1:09.0,D. Cousins makes free throw 1 of 2,1,101-93,,
1:09.0,O. Casspi enters the game for D. Williams,,101-93,,
1:09.0,D. Cousins makes free throw 2 of 2,1,102-93,,
1:02.0,,,102-95,2,E. Bledsoe makes 2-pt shot from 1 ft
0:39.0,R. Gay misses 3-pt shot from 29 ft,,102-95,,
0:37.0,,,102-95,,Defensive rebound by E. Bledsoe
0:32.0,Personal foul by R. McCallum (drawn by E. Bledsoe),,102-95,,
0:32.0,,,102-95,,E. Bledsoe misses free throw 1 of 2
0:32.0,,,102-95,,Offensive rebound by Team
0:32.0,A. Miller enters the game for B. McLemore,,102-95,,
0:32.0,,,102-96,1,E. Bledsoe makes free throw 2 of 2
0:30.0,Sacramento full timeout,,102-96,,
0:30.0,Sacramento full timeout,,102-96,,
0:27.0,,,102-96,,Personal take foul by P. Tucker (drawn by A. Miller)
0:27.0,A. Miller makes free throw 1 of 2,1,103-96,,
0:27.0,Violation by Team (delay of game),,103-96,,
0:27.0,A. Miller makes free throw 2 of 2,1,104-96,,
0:27.0,,,104-96,,Phoenix full timeout
0:24.0,,,104-99,3,M. Morris makes 3-pt shot from 25 ft (assist by M. Morris)
0:20.0,,,104-99,,Personal take foul by P. Tucker (drawn by A. Miller)
0:20.0,A. Miller makes free throw 1 of 2,1,105-99,,
0:20.0,A. Miller makes free throw 2 of 2,1,106-99,,
0:20.0,,,106-99,,Phoenix full timeout
0:17.0,,,106-99,,M. Morris misses 3-pt shot from 24 ft
0:15.0,Defensive rebound by R. McCallum,,106-99,,
0:12.0,,,106-99,,Personal take foul by P. Tucker (drawn by R. McCallum)
0:12.0,R. McCallum makes free throw 1 of 2,1,107-99,,
0:12.0,R. McCallum makes free throw 2 of 2,1,108-99,,
0:04.0,,,108-99,,G. Green misses 3-pt shot from 22 ft
0:02.0,Defensive rebound by R. McCallum,,108-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
