time,Houston,pts.away,score,pts.home,LA Lakers
3:28.0,,,92-80,,Personal foul by W. Johnson (drawn by D. Motiejunas)
3:12.0,D. Motiejunas misses 2-pt shot from 5 ft,,92-80,,
3:09.0,,,92-80,,Defensive rebound by E. Davis
3:04.0,,,92-80,,Turnover by J. Lin (bad pass; steal by J. Harden)
3:04.0,,,92-80,,Personal foul by R. Price (drawn by J. Harden)
3:04.0,J. Harden makes free throw 1 of 2,1,93-80,,
3:04.0,J. Harden misses free throw 2 of 2,,93-80,,
3:02.0,,,93-80,,Defensive rebound by T. Black
2:47.0,,,93-80,,Turnover by T. Black (bad pass; steal by J. Dorsey)
2:33.0,J. Harden misses 3-pt shot from 22 ft,,93-80,,
2:32.0,Offensive rebound by Team,,93-80,,
2:32.0,,,93-80,,LA Lakers full timeout
2:09.0,Shooting foul by W. Johnson (drawn by J. Harden),,93-80,,
2:09.0,J. Harden makes free throw 1 of 2,1,94-80,,
2:09.0,J. Harden makes free throw 2 of 2,1,95-80,,
1:59.0,,,95-80,,J. Lin misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by J. Harden,,95-80,,
1:56.0,J. Harden makes 2-pt shot from 1 ft,2,97-80,,
1:42.0,,,97-80,,Shooting foul by J. Dorsey (drawn by J. Lin)
1:42.0,,,97-81,1,J. Lin makes free throw 1 of 2
1:42.0,C. Capela enters the game for D. Motiejunas,,97-81,,
1:42.0,K. Papanikolaou enters the game for J. Harden,,97-81,,
1:42.0,A. Shved enters the game for P. Beverley,,97-81,,
1:42.0,,,97-82,1,J. Lin makes free throw 2 of 2
1:34.0,Turnover by A. Shved (lost ball; steal by R. Price),,97-82,,
1:31.0,,,97-84,2,R. Price makes 2-pt shot at rim
1:18.0,,,97-84,,Personal foul by E. Davis (drawn by J. Dorsey)
1:18.0,J. Dorsey makes free throw 1 of 2,1,98-84,,
1:18.0,J. Dorsey makes free throw 2 of 2,1,99-84,,
1:11.0,,,99-84,,Shooting foul by C. Capela (drawn by T. Black)
1:11.0,,,99-84,,T. Black misses free throw 1 of 2
1:11.0,,,99-84,,Offensive rebound by Team
1:11.0,,,99-85,1,T. Black makes free throw 2 of 2
1:06.0,Turnover by A. Shved (traveling),,99-85,,
1:02.0,,,99-85,,J. Lin misses 2-pt shot from 17 ft
1:01.0,,,99-85,,Offensive rebound by T. Black
0:51.0,,,99-85,,Turnover by T. Black (lost ball)
0:26.0,C. Capela misses 2-pt shot from 4 ft,,99-85,,
0:24.0,,,99-85,,Defensive rebound by T. Black
0:21.0,,,99-87,2,J. Lin makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
