time,Cleveland,pts.away,score,pts.home,Atlanta
4:14.0,,,93-96,1,P. Millsap makes free throw 1 of 2
4:14.0,J. Harris enters the game for M. Dellavedova,,93-96,,
4:14.0,,,93-96,,T. Sefolosha enters the game for P. Antic
4:14.0,,,93-97,1,P. Millsap makes free throw 2 of 2
4:09.0,Turnover by K. Irving (lost ball; steal by D. Carroll),,93-97,,
3:50.0,,,93-99,2,P. Millsap makes 2-pt shot from 20 ft (assist by J. Teague)
3:49.0,Cleveland full timeout,,93-99,,
3:38.0,T. Thompson makes 2-pt shot at rim (assist by J. Harris),2,95-99,,
3:20.0,,,95-101,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
3:05.0,,,95-101,,Personal foul by P. Millsap (drawn by T. Thompson)
2:53.0,J. Harris misses 2-pt shot at rim,,95-101,,
2:52.0,,,95-101,,Defensive rebound by J. Teague
2:44.0,,,95-101,,D. Carroll misses 2-pt shot from 2 ft
2:43.0,,,95-101,,Offensive rebound by T. Sefolosha
2:43.0,,,95-101,,T. Sefolosha misses 2-pt shot from 1 ft
2:40.0,,,95-101,,Offensive rebound by J. Teague
2:40.0,,,95-101,,Turnover by J. Teague (lost ball; steal by D. Waiters)
2:31.0,D. Waiters misses 2-pt shot at rim (block by P. Millsap),,95-101,,
2:29.0,,,95-101,,Defensive rebound by P. Millsap
2:10.0,,,95-103,2,J. Teague makes 2-pt shot from 18 ft
2:07.0,Cleveland full timeout,,95-103,,
1:58.0,,,95-103,,Personal foul by D. Carroll (drawn by K. Irving)
1:51.0,K. Irving makes 2-pt shot from 2 ft,2,97-103,,
1:35.0,,,97-105,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
1:24.0,K. Irving makes 2-pt shot from 1 ft,2,99-105,,
1:05.0,,,99-107,2,J. Teague makes 2-pt shot from 4 ft
0:58.0,Cleveland full timeout,,99-107,,
0:53.0,K. Irving misses 3-pt shot from 27 ft,,99-107,,
0:51.0,Offensive rebound by Team,,99-107,,
0:48.0,T. Thompson makes 2-pt shot from 5 ft (assist by K. Irving),2,101-107,,
0:26.0,,,101-107,,J. Teague misses 2-pt shot from 18 ft
0:24.0,,,101-107,,Offensive rebound by J. Teague
0:22.0,Personal take foul by T. Thompson (drawn by J. Teague),,101-107,,
0:22.0,L. Amundson enters the game for T. Thompson,,101-107,,
0:22.0,,,101-108,1,J. Teague makes free throw 1 of 2
0:22.0,,,101-109,1,J. Teague makes free throw 2 of 2
0:22.0,Cleveland full timeout,,101-109,,
0:14.0,Turnover by K. Irving (lost ball; steal by J. Teague),,101-109,,
0:10.0,,,101-109,,Turnover by J. Teague (lost ball; steal by K. Irving)
0:06.0,D. Waiters misses 3-pt shot from 25 ft,,101-109,,
0:05.0,Offensive rebound by J. Jones,,101-109,,
0:02.0,J. Jones misses 3-pt shot from 22 ft (block by K. Korver),,101-109,,
0:02.0,Offensive rebound by Team,,101-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
