time,New York,pts.away,score,pts.home,Detroit
0:46.0,,,88-93,,G. Monroe misses 2-pt shot at rim (block by A. Stoudemire)
0:45.0,,,88-93,,Offensive rebound by G. Monroe
0:38.0,Turnover by S. Larkin (lost ball; steal by J. Smith),,88-93,,
0:37.0,Personal foul by S. Larkin (drawn by J. Smith),,88-93,,
0:37.0,,,88-93,,J. Smith misses free throw 1 of 2
0:37.0,,,88-93,,Offensive rebound by Team
0:37.0,,,88-94,1,J. Smith makes free throw 2 of 2
0:37.0,New York full timeout,,88-94,,
0:33.0,C. Anthony makes 2-pt shot from 9 ft,2,90-94,,
0:29.0,Personal foul by I. Shumpert (drawn by G. Monroe),,90-94,,
0:29.0,,,90-94,,G. Monroe misses free throw 1 of 2
0:29.0,,,90-94,,Offensive rebound by Team
0:29.0,,,90-95,1,G. Monroe makes free throw 2 of 2
0:19.0,,,90-95,,Personal foul by K. Caldwell-Pope (drawn by T. Hardaway)
0:16.0,,,90-95,,Personal foul by J. Smith (drawn by C. Anthony)
0:16.0,,,90-95,,B. Jennings enters the game for K. Caldwell-Pope
0:16.0,C. Anthony misses free throw 1 of 2,,90-95,,
0:16.0,Offensive rebound by Team,,90-95,,
0:16.0,C. Anthony makes free throw 2 of 2,1,91-95,,
0:16.0,,,91-95,,Detroit full timeout
0:16.0,C. Early enters the game for A. Stoudemire,,91-95,,
0:16.0,Personal foul by S. Larkin (drawn by B. Jennings),,91-95,,
0:16.0,,,91-96,1,B. Jennings makes free throw 1 of 2
0:16.0,,,91-96,,K. Caldwell-Pope enters the game for D. Augustin
0:16.0,S. Dalembert enters the game for S. Larkin,,91-96,,
0:16.0,A. Stoudemire enters the game for C. Early,,91-96,,
0:16.0,,,91-97,1,B. Jennings makes free throw 2 of 2
0:16.0,New York full timeout,,91-97,,
0:16.0,,,91-97,,D. Augustin enters the game for B. Jennings
0:16.0,S. Larkin enters the game for S. Dalembert,,91-97,,
0:14.0,C. Anthony misses 3-pt shot from 26 ft,,91-97,,
0:12.0,Offensive rebound by I. Shumpert,,91-97,,
0:07.0,T. Hardaway makes 3-pt shot from 26 ft (assist by I. Shumpert),3,94-97,,
0:07.0,Personal foul by T. Hardaway (drawn by K. Caldwell-Pope),,94-97,,
0:07.0,,,94-97,,K. Caldwell-Pope misses free throw 1 of 2
0:07.0,,,94-97,,Offensive rebound by Team
0:07.0,,,94-97,,K. Caldwell-Pope misses free throw 2 of 2
0:06.0,Defensive rebound by I. Shumpert,,94-97,,
0:02.0,,,94-97,,Personal foul by K. Caldwell-Pope (drawn by I. Shumpert)
0:02.0,I. Shumpert makes free throw 1 of 2,1,95-97,,
0:02.0,,,95-97,,A. Drummond enters the game for K. Caldwell-Pope
0:02.0,C. Early enters the game for S. Larkin,,95-97,,
0:02.0,I. Shumpert misses free throw 2 of 2,,95-97,,
0:02.0,,,95-97,,Defensive rebound by Team
0:01.0,,,95-97,,Detroit full timeout
0:01.0,T. Wear enters the game for A. Stoudemire,,95-97,,
0:01.0,,,95-97,,B. Jennings enters the game for A. Drummond
0:00.0,Personal foul by T. Hardaway (drawn by B. Jennings),,95-97,,
0:00.0,,,95-98,1,B. Jennings makes free throw 1 of 2
0:00.0,,,95-98,,K. Caldwell-Pope enters the game for D. Augustin
0:00.0,,,95-98,,B. Jennings misses free throw 2 of 2
0:00.0,Defensive rebound by I. Shumpert,,95-98,,
0:00.0,I. Shumpert misses 3-pt shot from 76 ft,,95-98,,
0:00.0,Offensive rebound by Team,,95-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
